family,fold,target,subject_id,lifelog_date,y,anchor,raw,capped,delta_raw,delta_capped
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-23,1,0.38624060545540545,0.0810417616156031,0.3562406054554055,-0.30519884383980234,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-24,1,0.38624060545540545,0.05032114180721689,0.3562406054554055,-0.3359194636481886,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-25,1,0.38624060545540545,0.038491854992317796,0.3562406054554055,-0.3477487504630877,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-26,1,0.38624060545540545,0.03,0.3562406054554055,-0.3562406054554055,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-27,1,0.38624060545540545,0.042573708831613245,0.3562406054554055,-0.3436668966237922,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-28,0,0.38624060545540545,0.061584538278924614,0.3562406054554055,-0.3246560671764808,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-29,1,0.38624060545540545,0.11850423656598204,0.3562406054554055,-0.2677363688894234,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id01,2024-08-31,1,0.38624060545540545,0.04680747479038173,0.3562406054554055,-0.33943313066502373,-0.02999999999999997
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-18,1,0.5081164153299395,0.71274120817089,0.5381164153299395,0.2046247928409506,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-19,1,0.5081164153299395,0.7983131108597343,0.5381164153299395,0.2901966955297949,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-20,1,0.5081164153299395,0.787531474190467,0.5381164153299395,0.27941505886052753,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-21,1,0.5081164153299395,0.787976768796362,0.5381164153299395,0.2798603534664226,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-22,0,0.5081164153299395,0.6971814613085786,0.5381164153299395,0.18906504597863916,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-23,0,0.5081164153299395,0.7504075047420631,0.5381164153299395,0.24229108941212363,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-24,0,0.5081164153299395,0.7509658374645967,0.5381164153299395,0.2428494221346572,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-25,0,0.5081164153299395,0.8600538947981221,0.5381164153299395,0.35193747946818266,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-26,1,0.5081164153299395,0.8152358514405615,0.5381164153299395,0.3071194361106221,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id02,2024-09-27,1,0.5081164153299395,0.6583958514303135,0.5381164153299395,0.1502794361003741,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-04,1,0.6841467845464454,0.97,0.7141467845464454,0.2858532154535546,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-05,1,0.6841467845464454,0.9312422341647273,0.7141467845464454,0.2470954496182819,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-06,1,0.6841467845464454,0.9254654128629929,0.7141467845464454,0.2413186283165475,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-07,1,0.6841467845464454,0.9562871066346571,0.7141467845464454,0.2721403220882117,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-09,1,0.6841467845464454,0.97,0.7141467845464454,0.2858532154535546,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-11,1,0.6841467845464454,0.97,0.7141467845464454,0.2858532154535546,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id03,2024-09-12,0,0.6841467845464454,0.97,0.7141467845464454,0.2858532154535546,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-06,1,0.507132607411159,0.9456629999344871,0.537132607411159,0.43853039252332815,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-07,0,0.507132607411159,0.9499140466713566,0.537132607411159,0.44278143926019764,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-08,0,0.507132607411159,0.8713713400409234,0.537132607411159,0.3642387326297645,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-09,1,0.507132607411159,0.9448423795924181,0.537132607411159,0.43770977218125917,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-10,1,0.507132607411159,0.9487450547944409,0.537132607411159,0.441612447383282,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-11,1,0.507132607411159,0.9447617410794688,0.537132607411159,0.4376291336683098,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-12,0,0.507132607411159,0.9253175896682565,0.537132607411159,0.41818498225709755,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-13,1,0.507132607411159,0.9007559298142515,0.537132607411159,0.3936233224030925,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-20,1,0.507132607411159,0.9302840700524027,0.537132607411159,0.4231514626412437,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-22,1,0.507132607411159,0.9197633327599894,0.537132607411159,0.4126307253488305,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id04,2024-10-26,1,0.507132607411159,0.92247034939433,0.537132607411159,0.4153377419831711,0.030000000000000027
chrono_tail,chrono_tail_last_20,Q1,id05,2024-10-29,0,0.5903773107115725,0.3710800556582355,0.5603773107115725,-0.21929725505333703,-0.030000000000000027
