subject_id,lifelog_date,Q1,Q2,Q3,S1,S2,S3,S4,pred_Q1,pred_calib_ub_Q1,calib_t_Q1,calib_clip_Q1,pred_Q2,pred_calib_ub_Q2,calib_t_Q2,calib_clip_Q2,pred_Q3,pred_calib_ub_Q3,calib_t_Q3,calib_clip_Q3,pred_S1,pred_calib_ub_S1,calib_t_S1,calib_clip_S1,pred_S2,pred_calib_ub_S2,calib_t_S2,calib_clip_S2,pred_S3,pred_calib_ub_S3,calib_t_S3,calib_clip_S3,pred_S4,pred_calib_ub_S4,calib_t_S4,calib_clip_S4
id01,2024-08-23,1,0,0,1,0,1,0,0.8406081620064061,0.8406081620064061,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.6704147697544739,0.6704147697544739,1.0,0.01,0.5815942497473883,0.6080434085510689,0.75,0.01,0.46883804768344733,0.43791724150665257,0.5,0.01,0.7960294871512696,0.7482552776722488,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-24,1,1,1,1,1,1,0,0.6092402492291823,0.6092402492291823,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.7006504768296683,0.7006504768296683,1.0,0.01,0.6355077715434162,0.677263770840882,0.75,0.01,0.469808412359967,0.4398361896647748,0.5,0.01,0.7810428348005991,0.7344664464820516,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-25,1,1,1,1,0,1,1,0.5263626813047761,0.5263626813047761,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.7246590292191957,0.7246590292191957,1.0,0.01,0.6429037675869815,0.6865386227016413,0.75,0.01,0.4692866381018252,0.43880418285538,0.5,0.01,0.7880236733946699,0.7408599245247096,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-26,1,0,1,0,0,0,1,0.4252809556187182,0.4252809556187182,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.614541180123593,0.614541180123593,1.0,0.01,0.602666961532594,0.6353998548266607,0.75,0.01,0.4686231173133791,0.4374923917799779,0.5,0.01,0.7794661701701224,0.7330292581537968,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-27,1,1,0,1,1,0,1,0.5294432546358263,0.5294432546358263,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.6769324883309522,0.6769324883309522,1.0,0.01,0.500079797225412,0.5001063962998467,0.75,0.01,0.4697543032040569,0.4397291500266138,0.5,0.01,0.7997334470861044,0.7517007044269194,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-28,0,0,0,0,0,1,0,0.29046835706742163,0.29046835706742163,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.6836920217949701,0.6836920217949701,1.0,0.01,0.6347570790526139,0.6763189729916386,0.75,0.01,0.47362374478404096,0.4473938833087491,0.5,0.01,0.806754384344293,0.7582750755634123,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-29,1,0,1,1,1,0,1,0.585769251647525,0.585769251647525,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.6802584894413634,0.6802584894413634,1.0,0.01,0.5894470145507115,0.6182766274646248,0.75,0.01,0.4745572625363925,0.4492459441513194,0.5,0.01,0.8100010766102014,0.7613352108877841,1.25,0.01,0.5,0.5,0.5,0.01
id01,2024-08-31,1,1,1,1,1,1,1,0.6230417679201851,0.6230417679201851,1,0.15,0.499999999999998,0.49999999999999933,3.0,0.01,0.6905256182201933,0.6905256182201933,1.0,0.01,0.5612169269676124,0.5813058840422088,0.75,0.01,0.46933062556460603,0.4388911695663141,0.5,0.01,0.775690876528681,0.729597845905235,1.25,0.01,0.5,0.5,0.5,0.01
id02,2024-09-18,1,1,1,1,1,0,1,0.5265280801685887,0.5265280801685887,1,0.15,0.5000000000000016,0.5000000000000006,3.0,0.01,0.6091595306043318,0.6091595306043318,1.0,0.01,0.8631555925336153,0.920974895577886,0.75,0.01,0.8196452318281371,0.9538183853586716,0.5,0.01,0.9047324847873036,0.8582414650229331,1.25,0.01,0.5,0.5,0.5,0.01
id02,2024-09-19,1,1,1,1,1,0,1,0.5841117585706096,0.5841117585706096,1,0.15,0.5000000000000016,0.5000000000000006,3.0,0.01,0.6732815665729561,0.6732815665729561,1.0,0.01,0.7755854350928869,0.8393631769744652,0.75,0.01,0.8197047974858452,0.9538538752192328,0.5,0.01,0.899726767561904,0.8526268101734621,1.25,0.01,0.5,0.5,0.5,0.01
