candidate,fold_family,target,base_logloss,new_logloss,delta,move
axis1_bcg_s1s3_g030,chrono_tail,S1,0.5348216885501097,0.5315256862330866,-0.0032960023170230945,0.004978047354948538
axis1_bcg_s1s3_g030,chrono_tail,S3,0.5960109853811849,0.5959076184011557,-0.00010336698002921807,0.0049099567885309055
axis1_bcg_s1s3_g030,hole_v1,S1,0.5776643422739894,0.5747830066744368,-0.0028813355995526146,0.004593681985321545
axis1_bcg_s1s3_g030,hole_v1,S3,0.5303750059596937,0.5301993371233736,-0.00017566883632003094,0.005143751772328508
axis1_bcg_s1s3_g030,mirror_v1,S1,0.5654395838492892,0.5631444853561597,-0.002295098493129477,0.004675493337736925
axis1_bcg_s1s3_g030,mirror_v1,S3,0.5756617604435808,0.5749688052351285,-0.0006929552084522506,0.004991582932306456
axis1_bcg_s1s3_g050,chrono_tail,S1,0.5348216885501097,0.5294245614655451,-0.005397127084564635,0.008287240852779546
axis1_bcg_s1s3_g050,chrono_tail,S3,0.5960109853811849,0.5959316100164243,-7.937536476065876e-05,0.008157190004477404
axis1_bcg_s1s3_g050,hole_v1,S1,0.5776643422739894,0.5729505393120202,-0.004713802961969216,0.00764210263429193
axis1_bcg_s1s3_g050,hole_v1,S3,0.5303750059596937,0.5301807545255606,-0.00019425143413309698,0.008550424059335673
axis1_bcg_s1s3_g050,mirror_v1,S1,0.5654395838492892,0.5617041215697707,-0.0037354622795184866,0.007779725568684323
axis1_bcg_s1s3_g050,mirror_v1,S3,0.5756617604435808,0.5746021645230077,-0.001059595920573031,0.008295724751624873
axis1_bcg_s1s3_g100_stress,chrono_tail,S1,0.5348216885501097,0.5245066597924379,-0.010315028757671763,0.01652347866798261
axis1_bcg_s1s3_g100_stress,chrono_tail,S3,0.5960109853811849,0.5963122712673081,0.00030128588612321483,0.016181743344017317
axis1_bcg_s1s3_g100_stress,hole_v1,S1,0.5776643422739894,0.5686763645665694,-0.008987977707419992,0.015211451023945182
axis1_bcg_s1s3_g100_stress,hole_v1,S3,0.5303750059596937,0.5304754082387658,0.00010040227907215371,0.016984816676539092
axis1_bcg_s1s3_g100_stress,mirror_v1,S1,0.5654395838492892,0.5584149627610959,-0.007024621088193239,0.015493083044211377
axis1_bcg_s1s3_g100_stress,mirror_v1,S3,0.5756617604435808,0.5740152068056129,-0.0016465536379678403,0.01647068958253911
axis2_twofactor_qonly_g030,chrono_tail,Q1,0.6704673467629233,0.6688359504242469,-0.001631396338676372,0.0062083416627376235
axis2_twofactor_qonly_g030,chrono_tail,Q2,0.6736505842007594,0.6730726298495984,-0.0005779543511610363,0.006161755244269625
axis2_twofactor_qonly_g030,chrono_tail,Q3,0.6719059785763258,0.6718627802190705,-4.3198357255302966e-05,0.005583062071477367
axis2_twofactor_qonly_g030,hole_v1,Q1,0.6862519687787517,0.6846975018935705,-0.0015544668851812382,0.006191012586337191
axis2_twofactor_qonly_g030,hole_v1,Q2,0.6742117034988309,0.6718871667885477,-0.0023245367102832093,0.006117215635121524
axis2_twofactor_qonly_g030,hole_v1,Q3,0.6503450668288014,0.6489755008599615,-0.0013695659688399697,0.005622484022582744
axis2_twofactor_qonly_g030,mirror_v1,Q1,0.6859529921787803,0.6855459659003955,-0.0004070262783847367,0.0061262520730529435
axis2_twofactor_qonly_g030,mirror_v1,Q2,0.7059089812338363,0.7073772356617938,0.001468254427957505,0.006049132631408146
axis2_twofactor_qonly_g030,mirror_v1,Q3,0.6918383915598703,0.6926096979486459,0.0007713063887756499,0.005372129656112341
axis2_twofactor_qs_g030,chrono_tail,Q1,0.6704673467629233,0.6688359504242469,-0.001631396338676372,0.0062083416627376235
axis2_twofactor_qs_g030,chrono_tail,Q2,0.6736505842007594,0.6730726298495984,-0.0005779543511610363,0.006161755244269625
axis2_twofactor_qs_g030,chrono_tail,Q3,0.6719059785763258,0.6718627802190705,-4.3198357255302966e-05,0.005583062071477367
axis2_twofactor_qs_g030,chrono_tail,S1,0.5348216885501097,0.5315256862330866,-0.0032960023170230945,0.004978047354948538
axis2_twofactor_qs_g030,chrono_tail,S3,0.5960109853811849,0.5959076184011557,-0.00010336698002921807,0.0049099567885309055
axis2_twofactor_qs_g030,hole_v1,Q1,0.6862519687787517,0.6846975018935705,-0.0015544668851812382,0.006191012586337191
axis2_twofactor_qs_g030,hole_v1,Q2,0.6742117034988309,0.6718871667885477,-0.0023245367102832093,0.006117215635121524
axis2_twofactor_qs_g030,hole_v1,Q3,0.6503450668288014,0.6489755008599615,-0.0013695659688399697,0.005622484022582744
axis2_twofactor_qs_g030,hole_v1,S1,0.5776643422739894,0.5747830066744368,-0.0028813355995526146,0.004593681985321545
axis2_twofactor_qs_g030,hole_v1,S3,0.5303750059596937,0.5301993371233736,-0.00017566883632003094,0.005143751772328508
axis2_twofactor_qs_g030,mirror_v1,Q1,0.6859529921787803,0.6855459659003955,-0.0004070262783847367,0.0061262520730529435
axis2_twofactor_qs_g030,mirror_v1,Q2,0.7059089812338363,0.7073772356617938,0.001468254427957505,0.006049132631408146
axis2_twofactor_qs_g030,mirror_v1,Q3,0.6918383915598703,0.6926096979486459,0.0007713063887756499,0.005372129656112341
axis2_twofactor_qs_g030,mirror_v1,S1,0.5654395838492892,0.5631444853561597,-0.002295098493129477,0.004675493337736925
axis2_twofactor_qs_g030,mirror_v1,S3,0.5756617604435808,0.5749688052351285,-0.0006929552084522506,0.004991582932306456
axis2_twofactor_qs_g050,chrono_tail,Q1,0.6704673467629233,0.667867581361017,-0.0025997654019063177,0.010338276437657659
axis2_twofactor_qs_g050,chrono_tail,Q2,0.6736505842007594,0.6728057877870004,-0.000844796413759008,0.010258629171861149
axis2_twofactor_qs_g050,chrono_tail,Q3,0.6719059785763258,0.6719410369587739,3.505838244810544e-05,0.009287231432972292
axis2_twofactor_qs_g050,chrono_tail,S1,0.5348216885501097,0.5294245614655451,-0.005397127084564635,0.008287240852779546
axis2_twofactor_qs_g050,chrono_tail,S3,0.5960109853811849,0.5959316100164243,-7.937536476065876e-05,0.008157190004477404
