posterior,candidate,posterior_bce,vs_v83
refit_public_anchor,v83_base,0.5997645834997279,0.0
refit_public_anchor,axis1_bcg_s1s3_g030,0.5996889642174634,-7.561928226451631e-05
refit_public_anchor,axis1_bcg_s1s3_g050,0.5996647895881129,-9.979391161507589e-05
refit_public_anchor,axis2_twofactor_qonly_g030,0.5994962050842719,-0.0002683784154560165
refit_public_anchor,axis3_lag_core_g030,0.5998793575331689,0.00011477403344095638
refit_public_anchor,combo_bcg_lag_core_g030,0.5997303279689056,-3.4255530822369096e-05
refit_public_anchor,combo_twofactor_bcg_lag_g030,0.5995463963049722,-0.00021818719475574788
refit_public_anchor,axis2_twofactor_qs_g030,0.5994205858020073,-0.0003439976977206438
refit_public_anchor,axis1_bcg_s1s3_g100_stress,0.5996953201270593,-6.926337266865978e-05
refit_public_anchor,axis3_lag_all_g030,0.5998993935964393,0.00013481009671134636
refit_public_anchor,axis3_lag_core_g050,0.600028000446086,0.0002634169463580083
refit_public_anchor,axis2_twofactor_qs_g050,0.5992646499346873,-0.0004999335650406334
refit_public_anchor,axis3_lag_core_g100_stress,0.6006500390590427,0.0008854555593147406
old_public_anchor,v83_base,0.5978132846155986,0.0
old_public_anchor,axis1_bcg_s1s3_g030,0.5978210049760457,7.720360447160957e-06
old_public_anchor,axis1_bcg_s1s3_g050,0.597852390108503,3.910549290442322e-05
old_public_anchor,axis2_twofactor_qonly_g030,0.5976759223954343,-0.00013736222016424993
old_public_anchor,axis3_lag_core_g030,0.5979008051507657,8.752053516714042e-05
old_public_anchor,combo_bcg_lag_core_g030,0.5978627315479763,4.944693237773912e-05
old_public_anchor,combo_twofactor_bcg_lag_g030,0.5977413324168239,-7.195219877464964e-05
old_public_anchor,axis2_twofactor_qs_g030,0.5976836427558815,-0.00012964185971708897
old_public_anchor,axis1_bcg_s1s3_g100_stress,0.5980218200519688,0.00020853543637022742
old_public_anchor,axis3_lag_all_g030,0.5979101377700322,9.68531544336404e-05
old_public_anchor,axis3_lag_core_g050,0.5980312790648336,0.00021799444923498168
old_public_anchor,axis2_twofactor_qs_g050,0.5976706107805639,-0.0001426738350346346
old_public_anchor,axis3_lag_core_g100_stress,0.5986078951806671,0.0007946105650685764
