target,n,pos_rate,auc,logloss,base_logloss,logloss_improvement,control
Q1,450,0.4955555555555556,0.5712253807708263,0.6896890479688003,0.6931076738668435,0.003418625898043204,coverage_only
Q1,450,0.4955555555555556,0.6035637383694514,0.6742415062796827,0.6931076738668435,0.018866167587160754,coverage_plus_subject
Q1,450,0.4955555555555556,0.5732798640880267,0.6942291449631557,0.6931076738668435,-0.001121471096312221,subject_label_shuffle
Q1,450,0.4955555555555556,0.6274668615791864,0.6654205047267521,0.6931076738668435,0.027687169140091394,feature_shift_plus_subject
Q2,450,0.5622222222222222,0.595473606067294,0.6821836494437995,0.685383860076707,0.003200210632907541,coverage_only
Q2,450,0.5622222222222222,0.6224594209586486,0.6686707397364989,0.685383860076707,0.01671312034020811,coverage_plus_subject
Q2,450,0.5622222222222222,0.5623081398848339,0.7078247431810274,0.685383860076707,-0.022440883104320353,subject_label_shuffle
Q2,450,0.5622222222222222,0.5984831765012741,0.6763671117244563,0.685383860076707,0.009016748352250747,feature_shift_plus_subject
Q3,450,0.6,0.6193621399176955,0.6876211239784268,0.6730116670092563,-0.014609456969170487,coverage_only
Q3,450,0.6,0.6073662551440329,0.6937975422544075,0.6730116670092563,-0.020785875245151186,coverage_plus_subject
Q3,450,0.6,0.5670987654320988,0.7024464060989315,0.6730116670092563,-0.0294347390896752,subject_label_shuffle
Q3,450,0.6,0.6203292181069958,0.6928348694078752,0.6730116670092563,-0.0198232023986189,feature_shift_plus_subject
S1,450,0.6822222222222222,0.5903510170611148,0.7057853939563665,0.6251830480167294,-0.08060234593963711,coverage_only
S1,450,0.6822222222222222,0.6314206965672764,0.6781308846161612,0.6251830480167294,-0.05294783659943181,coverage_plus_subject
S1,450,0.6822222222222222,0.688184779389991,0.638382508935102,0.6251830480167292,-0.013199460918372763,subject_label_shuffle
S1,450,0.6822222222222222,0.643197193685793,0.6704568672051692,0.6251830480167294,-0.04527381918843976,feature_shift_plus_subject
S2,450,0.6511111111111111,0.5965087715484446,0.6948934999948446,0.6467561030272874,-0.048137396967557256,coverage_only
S2,450,0.6511111111111111,0.6716593117540923,0.6491025137761254,0.6467561030272874,-0.0023464107488380126,coverage_plus_subject
S2,450,0.6511111111111111,0.6775722266907243,0.6491608058513805,0.6467561030272874,-0.002404702824093108,subject_label_shuffle
S2,450,0.6511111111111111,0.6712897545705528,0.6519078269971005,0.6467561030272874,-0.005151723969813116,feature_shift_plus_subject
S3,450,0.6622222222222223,0.589765100671141,0.6941772141007123,0.6395504757704888,-0.05462673833022347,coverage_only
S3,450,0.6622222222222223,0.7101510067114094,0.6182024327204985,0.6395504757704888,0.021348043049990384,coverage_plus_subject
S3,450,0.6622222222222223,0.7164871070293184,0.6203965908205757,0.6395504757704888,0.019153884949913103,subject_label_shuffle
S3,450,0.6622222222222223,0.7012318968562345,0.628252140019742,0.6395504757704888,0.011298335750746902,feature_shift_plus_subject
S4,450,0.56,0.6296697130030464,0.6769024707463867,0.6859298002523729,0.009027329505986281,coverage_only
S4,450,0.56,0.6590508257174923,0.6563223487419866,0.6859298002523729,0.02960745151038635,coverage_plus_subject
S4,450,0.56,0.579345037678371,0.6991227818760657,0.6859298002523729,-0.013192981623692757,subject_label_shuffle
S4,450,0.56,0.6466049382716049,0.6643327226613474,0.6859298002523729,0.021597077591025582,feature_shift_plus_subject
