subject_id,lifelog_date,Q1,Q3,pred_Q1,pred_Q3
id01,2024-08-23,1,0,0.5038400009986398,0.5607710171626828
id01,2024-08-24,1,1,0.4835933852801429,0.5294655126749686
id01,2024-08-25,1,1,0.5005111429571628,0.5432304869139231
id01,2024-08-26,1,1,0.49112632562372244,0.5611044155068703
id01,2024-08-27,1,0,0.5057509661301587,0.5416934035070706
id01,2024-08-28,0,0,0.4953748230500471,0.5256974246801086
id01,2024-08-29,1,1,0.5039964219665005,0.4948107756185853
id01,2024-08-31,1,1,0.4987852827584111,0.5901257151674746
id02,2024-09-18,1,1,0.4777216163032731,0.6683638582147919
id02,2024-09-19,1,1,0.5085383467264384,0.5843989580704054
id02,2024-09-20,1,1,0.4938522699697644,0.6083041336579381
id02,2024-09-21,1,1,0.4875008422754842,0.5857069181935044
id02,2024-09-22,0,1,0.49070560853329415,0.5932212736994301
id02,2024-09-23,0,1,0.49674390175417854,0.6841066673807972
id02,2024-09-24,0,0,0.5070642222854977,0.621428696059827
id02,2024-09-25,0,0,0.5105075604840735,0.661166335039864
id02,2024-09-26,1,0,0.5081965274078427,0.6798886980900057
id02,2024-09-27,1,1,0.5122343334339575,0.6020348101993652
id03,2024-09-04,1,0,0.496238369526606,0.6090033237696423
id03,2024-09-05,1,0,0.5261673217724525,0.5974703240096497
id03,2024-09-06,1,0,0.5157556684901448,0.5988400372884882
id03,2024-09-07,1,1,0.5073898344543785,0.573865313616121
id03,2024-09-09,1,1,0.5140029968328766,0.6519951864074189
id03,2024-09-11,1,1,0.5193902881385783,0.697143817655551
id03,2024-09-12,0,1,0.519760801786331,0.6577877304813623
id04,2024-10-06,1,1,0.49269868268399103,0.5881155063034561
id04,2024-10-07,0,1,0.47736565671938297,0.47961148332625825
id04,2024-10-08,0,1,0.5052458676312205,0.5356909845637198
id04,2024-10-09,1,1,0.5348722556005143,0.5998524231289822
id04,2024-10-10,1,1,0.49545617654582674,0.5813325645956209
id04,2024-10-11,1,0,0.49281685346195314,0.6339006910533989
id04,2024-10-12,0,1,0.4738973662957321,0.5606855863346448
id04,2024-10-13,1,1,0.4894437776081843,0.6127793539187522
id04,2024-10-20,1,1,0.5010925470199366,0.5812546281878668
id04,2024-10-22,1,0,0.5052900702480935,0.6615524681333762
id04,2024-10-26,1,1,0.5040647425613777,0.5521713295889207
id05,2024-10-29,0,0,0.49565638246810584,0.5751494544028605
id05,2024-10-30,1,0,0.411083648111253,0.31417747354805664
id05,2024-11-02,0,0,0.495137579711954,0.5899199996908738
id05,2024-11-04,1,1,0.5266792657662246,0.5717441188043377
id05,2024-11-05,0,1,0.49442880344876916,0.5473332650920918
id05,2024-11-09,0,1,0.39513880385329964,0.2080017129282034
id05,2024-11-10,0,0,0.4016332514554885,0.44227363230469663
id05,2024-11-11,1,1,0.4146167837060779,0.34565288990151843
id05,2024-11-14,1,1,0.4870099091940201,0.6453872811885509
id06,2024-07-30,0,1,0.4953798105288113,0.6298720471118167
id06,2024-07-31,0,1,0.48884069048364065,0.6401226113529763
id06,2024-08-01,0,1,0.4974193150078346,0.610436837455556
id06,2024-08-02,0,1,0.5086740824260018,0.47091134316259203
id06,2024-08-03,0,0,0.49864143019179646,0.5370702320729327
id06,2024-08-04,0,1,0.42660415893788556,0.47171733929743187
id06,2024-08-05,0,1,0.5022329036702124,0.6527388280334611
id06,2024-08-10,0,1,0.4963853156438212,0.48856409116159144
id06,2024-08-15,0,1,0.49640685106326154,0.6432456286627017
id06,2024-08-18,0,1,0.5012476582932626,0.570981556099712
id07,2024-08-04,1,1,0.5090033251338573,0.6788161901758145
id07,2024-08-05,1,0,0.5027114860158152,0.5706002512881883
id07,2024-08-06,1,0,0.5022738408919469,0.46168491124287087
id07,2024-08-07,0,1,0.5082452219412128,0.5368801395640107
id07,2024-08-08,0,0,0.518904429331069,0.5682009374662708
id07,2024-08-09,0,1,0.49912630409396025,0.5299236915538629
id07,2024-08-10,0,1,0.528775476295471,0.6676351385212443
id07,2024-08-11,1,1,0.48830461801108,0.5465298961043022
id07,2024-08-12,1,0,0.41606731503763267,0.5756052437023504
id07,2024-08-13,0,1,0.5166791380493899,0.5937821276106293
id08,2024-08-27,1,0,0.49583179154096396,0.6109047553225376
id08,2024-08-28,1,1,0.5011153583531517,0.4915323743613157
id08,2024-08-29,1,1,0.5026996913893651,0.5153293175870886
id08,2024-08-30,1,1,0.48750571188960606,0.592986003937563
