subject_id,lifelog_date,Q1,Q2,Q3,S1,S2,S3,S4,base_Q1,stack_Q1,base_Q2,stack_Q2,base_Q3,stack_Q3,base_S1,stack_S1,base_S2,stack_S2,base_S3,stack_S3,base_S4,stack_S4
id01,2024-08-23,1,0,0,1,0,1,0,0.8406081620064061,0.5000942775403029,0.499999999999998,0.5434750977863653,0.6704147697544739,0.6312834066105558,0.5815942497473883,0.7196808957422379,0.46883804768344733,0.6460477182880852,0.7960294871512696,0.7680385044324642,0.5,0.4392110621711791
id01,2024-08-24,1,1,1,1,1,1,0,0.6092402492291823,0.4512254700472644,0.499999999999998,0.5195535671242927,0.7006504768296683,0.5960926254707006,0.6355077715434162,0.6891281920195156,0.469808412359967,0.6719227350931088,0.7810428348005991,0.754423941051088,0.5,0.4972254766878731
id01,2024-08-25,1,1,1,1,0,1,1,0.5263626813047761,0.4279480940442026,0.499999999999998,0.513800211377183,0.7246590292191957,0.5851498934473786,0.6429037675869815,0.6779903247319217,0.4692866381018252,0.6793758143581847,0.7880236733946699,0.7556708417342172,0.5,0.5256869286311363
id01,2024-08-26,1,0,1,0,0,0,1,0.4252809556187182,0.39797980315405057,0.499999999999998,0.5273172959607054,0.614541180123593,0.5309957292326327,0.602666961532594,0.6333176121017031,0.4686231173133791,0.6950458262460938,0.7794661701701224,0.7688494834597505,0.5,0.5665034287305565
id01,2024-08-27,1,1,0,1,1,0,1,0.5294432546358263,0.38452898477307984,0.499999999999998,0.5511293038235949,0.6769324883309522,0.5664236520660667,0.500079797225412,0.6035941299337269,0.4697543032040569,0.6386630168918455,0.7997334470861044,0.7683859539046353,0.5,0.5799611678004862
id01,2024-08-28,0,0,0,0,0,1,0,0.29046835706742163,0.35744777736429734,0.499999999999998,0.5107635465601249,0.6836920217949701,0.5178452271112342,0.6347570790526139,0.6285069597088374,0.47362374478404096,0.7145455109671844,0.806754384344293,0.7805768040258719,0.5,0.6125691695192363
id01,2024-08-29,1,0,1,1,1,0,1,0.585769251647525,0.41782590267680525,0.499999999999998,0.5301255945004404,0.6802584894413634,0.5758618881333738,0.5894470145507115,0.6681578149578608,0.4745572625363925,0.6738928305855668,0.8100010766102014,0.7806248294818602,0.5,0.5320858829482796
id01,2024-08-31,1,1,1,1,1,1,1,0.6230417679201851,0.43680322208354827,0.499999999999998,0.5395847035412163,0.6905256182201933,0.5975380493748361,0.5612169269676124,0.65135380042439,0.46933062556460603,0.6403701174951857,0.775690876528681,0.7481583950677777,0.5,0.5192762211993648
id02,2024-09-18,1,1,1,1,1,0,1,0.5265280801685887,0.44658535609340516,0.5000000000000016,0.4915904492639231,0.6091595306043318,0.5882299478598406,0.8631555925336153,0.8646295818199827,0.8196452318281371,0.8556248168700737,0.9047324847873036,0.8941051504012448,0.5,0.6365580714412181
id02,2024-09-19,1,1,1,1,1,0,1,0.5841117585706096,0.4373599617806642,0.5000000000000016,0.5255914147634781,0.6732815665729561,0.6251561234666492,0.7755854350928869,0.8364421527453468,0.8197047974858452,0.8122018784772883,0.899726767561904,0.881016167297611,0.5,0.6552252721744333
id02,2024-09-20,1,1,1,1,1,1,1,0.5205227915863789,0.42725372689740576,0.5000000000000016,0.5182663000432332,0.67958747447927,0.6153357786050451,0.7925235010123428,0.8345756949851358,0.8187911497763601,0.8201569317438218,0.8983724767814103,0.8801145398588024,0.5,0.6676881326380776
id02,2024-09-21,1,1,1,1,1,1,1,0.7259201445123966,0.490522910661749,0.5000000000000016,0.5101009315560157,0.7115344060211698,0.6634927433529192,0.8258181145412333,0.8720764918637598,0.820195484456367,0.8147887011236002,0.9002140562297184,0.8781585146193951,0.5,0.5917575300262377
id02,2024-09-22,0,1,1,1,1,1,1,0.5095257770691634,0.42242959684274667,0.5000000000000016,0.5181040094112721,0.6076015679749124,0.586588328476496,0.7970773761095138,0.8364703401477381,0.8200477414747279,0.8353542811898651,0.903976217892969,0.8914531831112752,0.5,0.6683548178200704
id02,2024-09-23,0,1,1,1,1,1,1,0.5267012646054686,0.43554736967870106,0.5000000000000016,0.4991691097348742,0.6510053535503482,0.6016334028594085,0.8408122497391153,0.8566613682256935,0.82275611680856,0.8434979161375575,0.9081986081649125,0.8912635918123623,0.5,0.6510929727513208
id02,2024-09-24,0,0,0,1,1,1,1,0.5861075187441873,0.4643230653500292,0.5000000000000016,0.5004095308268156,0.6733362262502743,0.6266130830749178,0.8463610063410327,0.8623894171876725,0.8181145015267965,0.8341915288959845,0.894243675537099,0.8802097022884652,0.5,0.6232111432793195
id02,2024-09-25,0,0,0,1,1,0,1,0.5089686530536347,0.4356434104039997,0.5000000000000016,0.501615772644759,0.6633268930297088,0.6055094422324274,0.8361874844576892,0.8510596861310251,0.8191599766808683,0.8387682278406333,0.9011148213899839,0.8853306373013992,0.5,0.6545355837659478
id02,2024-09-26,1,0,0,1,1,1,0,0.4449288090038599,0.42522967684698787,0.5000000000000016,0.4802649528045063,0.6483355126481232,0.5830046221953138,0.8775786139028952,0.8632037429065923,0.8241883823081906,0.8612283921196674,0.90998734559927,0.8943038699722429,0.5,0.6620517839542686
id02,2024-09-27,1,1,1,1,1,1,0,0.44536593393279145,0.4179418258981584,0.5000000000000016,0.49209842026963463,0.678774859889308,0.5954579339614146,0.8511266038461195,0.8518235244516628,0.8251061827157233,0.8474562693530084,0.9081350357390681,0.8889460422779704,0.5,0.6741996856925241
id03,2024-09-04,1,1,0,1,0,1,0,0.8690968226152368,0.6912240100611322,0.4999999999999929,0.5280965738093307,0.6498542616046025,0.7309893427957161,0.6869313116825152,0.7060226402700861,0.4729271067759936,0.5240185027526355,0.4145806305952037,0.41816249037466324,0.5000000000000001,0.3194812899237986
id03,2024-09-05,1,1,0,1,0,1,0,0.8856582240614391,0.7182624479129304,0.4999999999999929,0.5108468365947239,0.6577395086395931,0.7400175016187434,0.7514080150246989,0.7425780275935631,0.4733263749491423,0.5464859081427142,0.3998698871121807,0.405859735282572,0.5000000000000001,0.29027006038929365
id03,2024-09-06,1,1,0,1,0,0,0,0.7685336851474542,0.6522591802902301,0.4999999999999929,0.5241986312249854,0.6754224676418412,0.7161238652240666,0.6702068164739706,0.6665569692573828,0.4715710424881312,0.516009486513394,0.4163360079571637,0.41407631130321365,0.5000000000000001,0.35897186553237426
id03,2024-09-07,1,1,1,1,0,0,0,0.8299224193624635,0.6838761979969343,0.4999999999999929,0.5143825342692697,0.6213973549378272,0.7113047978995053,0.727219303708268,0.7171006036284728,0.4737806763634741,0.5587579312550184,0.42636136397055724,0.4413147045081742,0.5000000000000001,0.3187044070136533
id03,2024-09-09,1,1,1,1,1,1,0,0.8912154890389362,0.7268550420294755,0.4999999999999929,0.4956924893826799,0.6309446538267434,0.7290526425841864,0.8009700217077614,0.7730539164335882,0.47180310247904833,0.5884242593435789,0.4191643419337428,0.4353025937900541,0.5000000000000001,0.27274446992492934
id03,2024-09-11,1,1,1,1,1,0,0,0.8506452268730861,0.6963973074223417,0.4999999999999929,0.5126546597104464,0.5996629123962,0.7106039319518229,0.7405275761303973,0.7291156932376238,0.4722036271568202,0.5673062419365665,0.4210076381914668,0.4416668854257815,0.5000000000000001,0.30494738510660424
id03,2024-09-12,0,1,1,0,1,1,1,0.9061522258817248,0.7151478766819166,0.4999999999999929,0.5236273601168536,0.669594548640045,0.7463510151179388,0.714272977337335,0.7329334680144598,0.47020970527914974,0.5280494528991635,0.4086190341733497,0.40712158779887064,0.5000000000000001,0.29694889216192527
id04,2024-10-06,1,1,1,1,1,1,1,0.5014269928947142,0.5397058416210041,0.5000000000000051,0.5181068418091259,0.8171811849475198,0.694182949425729,0.6691642909155666,0.6449804337766611,0.5258557514610973,0.5619319539418002,0.5343743463933152,0.4958690271630391,0.5,0.5059811493966119
id04,2024-10-07,0,1,1,1,1,1,1,0.44897710272469665,0.5550209381030055,0.5000000000000051,0.5102969751938168,0.8195978382658096,0.6990527312834224,0.6890417055118764,0.6302927953479243,0.5197114252711047,0.5463128588408614,0.4718638027091042,0.4333809856082957,0.5,0.5016098084522551
id04,2024-10-08,0,1,1,1,0,0,0,0.49143085450577095,0.5861651176204355,0.5000000000000051,0.487686319037251,0.6855555926548142,0.6591754333232376,0.7928164550441928,0.7075322250609144,0.5254077115868034,0.6479770774430085,0.5069244593558191,0.5211592325766989,0.5,0.4450444007423078
id04,2024-10-09,1,1,1,1,1,1,1,0.8137516631978425,0.6507581433505584,0.5000000000000051,0.5134149042108538,0.8269903528502894,0.7565275562901861,0.7219851870234862,0.736126156252481,0.5262386655800481,0.5414010609165476,0.5050070251481013,0.4635763003712367,0.5,0.3749060668534581
id04,2024-10-10,1,1,1,1,1,0,1,0.5659179582850543,0.5846566183862787,0.5000000000000051,0.5023673375359936,0.8267105176517218,0.7141381263367055,0.7238709616263214,0.6800817213826892,0.5195271229307244,0.5606622445160574,0.49781923436855674,0.4581812105840744,0.5,0.45295799840274464
id04,2024-10-11,1,1,0,1,0,0,0,0.4122240151342247,0.5518174542066545,0.5000000000000051,0.4940314210887985,0.7711087192999934,0.6701641443171369,0.7525017243033005,0.6674811829687407,0.5215071560324094,0.6120577566970729,0.5074847040863929,0.4919417493036652,0.5,0.49241895511400785
id04,2024-10-12,0,1,1,0,0,1,0,0.5322058216710647,0.5625512585145798,0.5000000000000051,0.5106540386955005,0.81399154407494,0.7023934552367773,0.7016840273067398,0.6673985963368817,0.5291809797187773,0.5691713197878897,0.520287721106258,0.4857610544415827,0.5,0.4813311004858367
id04,2024-10-13,1,0,1,1,1,1,1,0.4552749800009946,0.5510720147329202,0.5000000000000051,0.49535714857941054,0.818068754748676,0.68725817277975,0.7483358621764639,0.6827109182252171,0.5327832947118514,0.6056025152017729,0.5355217963574125,0.5038548723781787,0.5,0.4935704133917919
id04,2024-10-20,1,1,1,1,1,1,1,0.6113630294097431,0.5935845582402314,0.5000000000000051,0.5114517266753386,0.7686615126358501,0.7066076777702907,0.7129313224082201,0.6842074870359119,0.5247433160089364,0.5711840869571887,0.501112692991383,0.48287991357809185,0.5,0.44101345514324386
id04,2024-10-22,1,0,0,1,1,0,0,0.5744054730025144,0.6020968284093995,0.5000000000000051,0.4935868687978467,0.6994179204541124,0.6780609087278968,0.7794340466794949,0.7156326450337703,0.5256035839329434,0.6302839701981273,0.5083405114797801,0.5171641612570079,0.5,0.4239251534215652
id04,2024-10-26,1,1,1,0,0,0,0,0.5682787824685046,0.5909291839427875,0.5000000000000051,0.5024867846869295,0.7979616566838024,0.7090900456490111,0.7336091138813586,0.6857320125942565,0.5247375380187265,0.5729575628614846,0.49290125600144896,0.46609538864027594,0.5,0.44782271088471476
id05,2024-10-29,0,0,0,0,0,0,0,0.4733115270669656,0.5436683790681177,0.41599624704845944,0.611137572213477,0.5659278948365164,0.7124695080232221,0.16394217127904012,0.25034993215870527,0.4384356962303398,0.24387283161104292,0.20843831208344882,0.19164163441557344,0.4927282685638033,0.5801081429384214
id05,2024-10-30,1,0,0,1,1,0,1,0.24190420108679758,0.6200822825143442,0.41599624704845944,0.4926600221190427,0.4862075655505266,0.652878035927707,0.5863169122220467,0.42465760895386495,0.43195796331239733,0.44622296310205867,0.17450160061242184,0.19875595780961486,0.4927282685638033,0.47446087353962507
id05,2024-11-02,0,0,0,0,0,0,0,0.4395599535394896,0.5847684361982687,0.41599624704845944,0.5420361560584296,0.5893153436497508,0.704936823160321,0.39213382349106374,0.38519165054480015,0.4560803895094397,0.3554070866749258,0.24455967042989543,0.22824393434131882,0.4927282685638033,0.5179434929151221
id05,2024-11-04,1,0,1,1,0,0,0,0.6471308255514906,0.701660847972944,0.41599624704845944,0.4946797227393232,0.6946872998812023,0.7732834486067159,0.5868231381546576,0.5304853898358912,0.4420554494054157,0.36779787097201155,0.20083271897562033,0.18441280821490671,0.4927282685638033,0.36304374506015635
id05,2024-11-05,0,0,1,0,0,1,0,0.5848047446352409,0.67465132885939,0.41599624704845944,0.5000606923899268,0.6070943198429695,0.7362580515095415,0.5693910704228163,0.5129874045541591,0.44595228538206194,0.4003653417184341,0.22388164667310964,0.2160139028206612,0.4927282685638033,0.3920983977523449
id05,2024-11-09,0,1,1,0,0,0,0,0.12591507334296362,0.5301606115588257,0.41599624704845944,0.48441164367291106,0.6030347849913376,0.6427248939422819,0.5652005608721993,0.40110287595320965,0.4620746615597889,0.45822649663106446,0.2566236419622066,0.24754066425283183,0.4927282685638033,0.5670253619012615
id05,2024-11-10,0,0,0,0,0,0,0,0.5361520906828631,0.6175212835897179,0.41599624704845944,0.5816536466767193,0.6067771998186423,0.7467508988992845,0.26389387206870263,0.3044113630290362,0.4293831814920078,0.25088810124638017,0.15499633283253314,0.15348623376941917,0.4927282685638033,0.4991507625042589
id05,2024-11-11,1,1,1,1,1,1,0,0.39634964116230587,0.6156677150509591,0.41599624704845944,0.5118205901319139,0.7593961089393838,0.7530386797781056,0.47995780287666917,0.4096616139120132,0.44095086207509915,0.32977666840501924,0.19866294693088501,0.16796685112304177,0.4927282685638033,0.4897423438827448
id05,2024-11-14,1,1,1,1,0,0,1,0.550411564492871,0.6390832785197097,0.41599624704845944,0.5388596436314539,0.577150506319274,0.7285951936945363,0.41775889789410325,0.4089373483902263,0.4403343797439397,0.33654299762505885,0.20027498273855804,0.1962194685781855,0.4927282685638033,0.45045931623212326
id06,2024-07-30,0,0,1,1,1,1,1,0.11221147249736547,0.24955938357270488,0.5000000000000037,0.41203087400166816,0.5556914169340608,0.43189245652992747,0.9236055899345906,0.8691644052469354,0.9364354475295796,0.915650167453755,0.95,0.9489122438475521,0.4999999999999998,0.8111364094064445
id06,2024-07-31,0,1,1,1,1,1,1,0.43463142044757647,0.3504735402984155,0.5000000000000037,0.4349861416864834,0.5423638229089369,0.5123280660184902,0.9241058177787738,0.905503337089598,0.9356361320677943,0.9066886011495059,0.95,0.9448627577786545,0.4999999999999998,0.72398876117391
id06,2024-08-01,0,1,1,1,1,1,1,0.21488291863371395,0.2961876672929611,0.5000000000000037,0.44216847305198514,0.556104019000043,0.47547041953668195,0.9068119080220521,0.8750777936875433,0.9359726136941938,0.9060935291921821,0.95,0.9420901732832074,0.4999999999999998,0.7849632036311678
