signal,feature_file,fold_family,fold,row_index,target,y,anchor,base,feature_pred,raw_resid,n_features
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,33,S1,1,0.6296315761812161,0.6368526282832357,0.36902757847278156,-1.0670273742930716,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,34,S1,1,0.6296315761812161,0.7143952025538963,0.6694636189743511,0.17512349274153405,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,35,S1,1,0.6296315761812161,0.5228848006035884,0.15578643489525157,-2.220556037931499,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,36,S1,0,0.6296315761812161,0.4880317194444136,0.0979724839646684,-2.7505949601472466,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,37,S1,1,0.6296315761812161,0.5792400612877396,0.7251364703948947,0.43944855531632454,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,38,S1,0,0.6296315761812161,0.6794209581416797,0.7489839981523978,0.5625643311834967,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,39,S1,1,0.6296315761812161,0.6356982271560253,0.8815745458073467,1.4767892828370974,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,40,S1,1,0.6296315761812161,0.679684834816253,0.8357092794239376,1.096006657467961,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,79,S1,1,0.7822495437518009,0.8025644596273452,0.9477076678541665,1.6183722517430683,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,80,S1,1,0.7822495437518009,0.7201762698165394,0.97,2.1972746015524978,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,81,S1,1,0.7822495437518009,0.8230391995941746,0.97,2.1972746015524978,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,82,S1,1,0.7822495437518009,0.7484102682120435,0.8717499603608988,0.6376967586746203,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,83,S1,1,0.7822495437518009,0.8903069966814994,0.9467384336578758,1.5989837722268725,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,84,S1,1,0.7822495437518009,0.870296542099295,0.8328762411335622,0.32732636376298974,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,85,S1,1,0.7822495437518009,0.8758289255437,0.593539135409507,-0.900208586657224,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,86,S1,1,0.7822495437518009,0.8472046378555814,0.7528748839295598,-0.16481978226229188,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,87,S1,1,0.7822495437518009,0.9082450224065808,0.97,2.1972746015524978,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,88,S1,1,0.7822495437518009,0.7812257051844181,0.9081787712204754,1.0127736343295075,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,115,S1,1,0.7471842073392273,0.7024718690144978,0.5278681092594412,-0.9720625362675179,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,116,S1,1,0.7471842073392273,0.8144422152355445,0.7913170649440694,0.24923206555637023,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,117,S1,1,0.7471842073392273,0.5409234849833469,0.9303958432575444,1.5091352250187904,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,118,S1,1,0.7471842073392273,0.8868894913550229,0.7512967683396939,0.02188977339162368,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,119,S1,1,0.7471842073392273,0.8414125719210164,0.844224238154446,0.606349975613945,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,120,S1,1,0.7471842073392273,0.8704635717604814,0.9652541588102741,2.2406809371979195,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,121,S1,0,0.7471842073392273,0.7462039679961678,0.9447225139780293,1.7548749275045883,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,168,S1,1,0.7177344475394615,0.7917518087305991,0.9410190713990446,1.8364979117608846,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,169,S1,1,0.7177344475394615,0.7738225327424061,0.7180816624204884,0.0017145054117950753,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,170,S1,1,0.7177344475394615,0.7986015556020212,0.6071684414702825,-0.4978260120557626,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,171,S1,1,0.7177344475394615,0.7754640639517579,0.97,2.5428473426540723,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,172,S1,1,0.7177344475394615,0.7783214345216822,0.9236828148958635,1.5602192479538703,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,173,S1,1,0.7177344475394615,0.772919796843923,0.97,2.5428473426540723,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,174,S1,0,0.7177344475394615,0.7506068066603144,0.06545185513316956,-3.591999655901513,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,175,S1,1,0.7177344475394615,0.7288031629826024,0.46319065820663313,-1.0807555773242417,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,176,S1,1,0.7177344475394615,0.8074847796079255,0.8275414934964552,0.6350512364829136,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,177,S1,1,0.7177344475394615,0.8127796187254912,0.9592641630504591,2.225806926795764,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,178,S1,0,0.7177344475394615,0.7511379440414089,0.659680205505209,-0.2713819142930859,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,214,S1,0,0.5521904279564447,0.6193926440207013,0.14626068613228435,-1.9737602284134215,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,215,S1,1,0.5521904279564447,0.7350402174902986,0.8308518158217091,1.382151413133448,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,216,S1,0,0.5521904279564447,0.5207000731265788,0.7902218385654095,1.1167382307921723,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,217,S1,1,0.5521904279564447,0.5231848303634041,0.29078763315811423,-1.1010866793150536,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,218,S1,0,0.5521904279564447,0.643453401489891,0.5616864506359441,0.03848437146750261,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,219,S1,0,0.5521904279564447,0.6608242119404888,0.7421717626964751,0.847762200844068,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,220,S1,0,0.5521904279564447,0.5878156966391131,0.6408279502511625,0.36943460633073144,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,221,S1,1,0.5521904279564447,0.5797204470558439,0.2002322199231427,-1.5943685033373607,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,222,S1,1,0.5521904279564447,0.6343104887609231,0.8276490591969429,1.3595315860438453,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,261,S1,1,0.8339736816828354,0.895708887297521,0.9567823438051155,1.4832712844220801,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,262,S1,1,0.8339736816828354,0.8318900853135769,0.6874886255944908,-0.8256511070542087,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,263,S1,1,0.8339736816828354,0.901367455838988,0.9560769300763423,1.4663431625102488,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,264,S1,1,0.8339736816828354,0.8588715879393223,0.74054264954419,-0.5652646339311327,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,265,S1,1,0.8339736816828354,0.7443866971934853,0.5368103174938578,-1.4665473710436574,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,266,S1,1,0.8339736816828354,0.8225967931057274,0.9115728253475837,0.718936633853658,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,267,S1,1,0.8339736816828354,0.8803058055615726,0.7596993613968042,-0.46302354761054043,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,268,S1,1,0.8339736816828354,0.7690843157035987,0.7840985311221488,-0.3243429763589838,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,269,S1,1,0.8339736816828354,0.7381976579861792,0.9464598455164408,1.2582410968419586,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,270,S1,1,0.8339736816828354,0.7554880384029252,0.8946643112808905,0.5252407655408151,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,310,S1,1,0.7689910769085501,0.7998033434835352,0.97,2.273475661774147,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,311,S1,1,0.7689910769085501,0.7990763260924261,0.9334317560958336,1.438017181257499,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,312,S1,1,0.7689910769085501,0.7212867849968158,0.9536194214022986,1.820760827541144,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,313,S1,0,0.7689910769085501,0.7751102335283606,0.5931179441105148,-0.8257531093696078,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,314,S1,1,0.7689910769085501,0.6664394042841139,0.8440671631705016,0.4861836591856745,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,315,S1,0,0.7689910769085501,0.685496465412626,0.8909218878228093,0.8975694765242253,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,316,S1,0,0.7689910769085501,0.73854198244485,0.8827825572620499,0.8164251928097461,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,317,S1,1,0.7689910769085501,0.7022515333202741,0.5991511052719074,-0.8006937343657803,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,318,S1,1,0.7689910769085501,0.6315613998439072,0.9412725872779512,1.5717031330797337,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,319,S1,1,0.7689910769085501,0.75171051140047,0.9579503697961183,1.9233223503293315,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,365,S1,1,0.48262266980929935,0.598536746251882,0.8821537852491685,2.082523218364649,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,366,S1,1,0.48262266980929935,0.3844179479517588,0.8252207931079025,1.6216648036167503,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,367,S1,1,0.48262266980929935,0.5384507748181604,0.5412060666294808,0.2347362709919465,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,368,S1,1,0.48262266980929935,0.6186184859778493,0.7969668448747725,1.4369811140909285,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,369,S1,1,0.48262266980929935,0.6726776712316074,0.803222197805094,1.4760935282515393,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,370,S1,0,0.48262266980929935,0.3947591204899349,0.11338934281995693,-1.9870412067832666,82
s1_prior_proxy,prior_sleep_proxy_features_v1.parquet,chrono_tail,chrono_tail_last_20,371,S1,0,0.48262266980929935,0.30954361027217353,0.33510755725284863,-0.6156364131061368,82
