extra_cells,extra_rows,mean_boundary_score,mean_total_weight,mean_route_weight,mean_fusion_weight,mean_family_balance,mean_vote_coverage,mean_abs_delta,route_only_rate,fusion_only_rate,consensus_shadow_rate,iteration,variant
8,5,0.7591743000152752,1.8277716456818618,1.0689500554234521,0.7588215902584095,0.8223276786710529,0.3333333333333333,0.06948866452848525,0.0,0.0,1.0,0,consensus_shadow_plus
8,6,0.7603910233278979,1.8277716456818616,1.0689500554234521,0.7588215902584095,0.8223276786710529,0.3333333333333333,0.07104514786557226,0.0,0.0,1.0,1,consensus_shadow_plus
8,7,0.7430891044205878,1.7923379105561374,1.06676371335437,0.7255741972017675,0.8015829026127914,0.3333333333333333,0.08168139118646983,0.0,0.0,1.0,2,consensus_shadow_plus
8,5,0.7009276781076058,1.7569041754304133,1.0645773712852877,0.6923268041451256,0.7808381265545299,0.3333333333333333,0.06526137328230094,0.0,0.0,1.0,3,consensus_shadow_plus
8,7,0.7336298403813932,1.7923379105561374,1.06676371335437,0.7255741972017675,0.8015829026127914,0.3333333333333333,0.0743257652153928,0.0,0.0,1.0,4,consensus_shadow_plus
8,7,0.7581467045332694,1.7923379105561374,1.06676371335437,0.7255741972017675,0.8015829026127914,0.3333333333333333,0.10094370286305607,0.0,0.0,1.0,5,consensus_shadow_plus
8,5,0.7329353696934691,1.773160750961213,1.0610395338029668,0.7121212171582462,0.7970041407971826,0.3333333333333333,0.08477649183436187,0.0,0.0,1.0,6,consensus_shadow_plus
8,6,0.7769327668860403,1.8277716456818618,1.0689500554234521,0.7588215902584095,0.8223276786710529,0.3333333333333333,0.09220603789497009,0.0,0.0,1.0,7,consensus_shadow_plus
8,6,0.7085475903826349,1.737727015835489,1.0588531917338846,0.6788738241016042,0.7762593647389211,0.3333333333333333,0.08634820624175,0.0,0.0,1.0,8,consensus_shadow_plus
8,5,0.7329353696934691,1.773160750961213,1.0610395338029668,0.7121212171582462,0.7970041407971826,0.3333333333333333,0.08477649183436187,0.0,0.0,1.0,9,consensus_shadow_plus
8,6,0.684129770667308,1.737727015835489,1.0588531917338846,0.6788738241016042,0.7762593647389211,0.3333333333333333,0.05985697037872487,0.0,0.0,1.0,10,consensus_shadow_plus
8,5,0.6924904293925118,1.7569041754304133,1.0645773712852877,0.6923268041451256,0.7808381265545299,0.3333333333333333,0.054468091934223306,0.0,0.0,1.0,11,consensus_shadow_plus
8,6,0.7309815269971204,1.773160750961213,1.0610395338029668,0.7121212171582462,0.7970041407971826,0.3333333333333333,0.08227705455999865,0.0,0.0,1.0,12,consensus_shadow_plus
8,7,0.7364297515760261,1.7923379105561374,1.06676371335437,0.7255741972017675,0.8015829026127914,0.3333333333333333,0.07790752868992953,0.0,0.0,1.0,13,consensus_shadow_plus
