split,source,feature_set,feature_count,health_auc,health_ap,toxic_tail_auc,toxic_tail_ap,selected_gain_sum,selected_cells,selected_positive_gain_rate,accepted_targets,accepted_target_count
chronological_holdout,relative_lifelog_context,listener_support_baseline,34,0.5094554295792391,0.5291484121054588,0.5191643427150936,0.45830487110469664,5.2514557162530044,234,0.5982905982905983,"Q2,S1,S2,S3,S4",5
chronological_holdout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,47,0.5094554295792391,0.5291484121054588,0.5191643427150936,0.45830487110469664,5.2514557162530044,234,0.5982905982905983,"Q2,S1,S2,S3,S4",5
chronological_holdout,transport_rhythm_context,listener_support_baseline,34,0.5094554295792391,0.5291484121054588,0.5191643427150936,0.45830487110469664,5.2514557162530044,234,0.5982905982905983,"Q2,S1,S2,S3,S4",5
chronological_holdout,transport_rhythm_context,transport_rhythm_context_tail_plus_listener,47,0.5094554295792391,0.5291484121054588,0.5191643427150936,0.45830487110469664,5.2514557162530044,234,0.5982905982905983,"Q2,S1,S2,S3,S4",5
chronological_holdout,listener_rhythm_interface,listener_support_baseline,34,0.5094554295792391,0.5291484121054588,0.5191643427150936,0.45830487110469664,5.2514557162530044,234,0.5982905982905983,"Q2,S1,S2,S3,S4",5
chronological_holdout,listener_rhythm_interface,listener_rhythm_interface_tail_plus_listener,47,0.5094554295792391,0.5291484121054588,0.5191643427150936,0.45830487110469664,5.2514557162530044,234,0.5982905982905983,"Q2,S1,S2,S3,S4",5
chronological_holdout,relative_lifelog_context,action_only,31,0.5088434870244395,0.525074521339993,0.5192042312407978,0.45390518649659517,3.399025186522567,117,0.6239316239316239,"Q1,Q2,S2,S3",4
chronological_holdout,relative_lifelog_context,relative_lifelog_context_tail_representation,44,0.5088434870244395,0.525074521339993,0.5192042312407978,0.45390518649659517,3.399025186522567,117,0.6239316239316239,"Q1,Q2,S2,S3",4
chronological_holdout,transport_rhythm_context,action_only,31,0.5088434870244395,0.525074521339993,0.5192042312407978,0.45390518649659517,3.399025186522567,117,0.6239316239316239,"Q1,Q2,S2,S3",4
chronological_holdout,transport_rhythm_context,transport_rhythm_context_tail_representation,44,0.5088434870244395,0.525074521339993,0.5192042312407978,0.45390518649659517,3.399025186522567,117,0.6239316239316239,"Q1,Q2,S2,S3",4
chronological_holdout,listener_rhythm_interface,action_only,31,0.5088434870244395,0.525074521339993,0.5192042312407978,0.45390518649659517,3.399025186522567,117,0.6239316239316239,"Q1,Q2,S2,S3",4
chronological_holdout,listener_rhythm_interface,listener_rhythm_interface_tail_representation,44,0.5088434870244395,0.525074521339993,0.5192042312407978,0.45390518649659517,3.399025186522567,117,0.6239316239316239,"Q1,Q2,S2,S3",4
row_block_holdout,transport_rhythm_context,transport_rhythm_context_tail_representation,44,0.6025975308641975,0.5820296303188868,0.7192792132935788,0.5725836366899272,1.6415367123675724,54,0.7037037037037037,"Q1,Q2,Q3,S1,S4",5
row_block_holdout,transport_rhythm_context,transport_rhythm_context_tail_plus_listener,47,0.6152513983371126,0.5976303842343285,0.7240192474176367,0.584072922359641,1.4027441664159443,207,0.6231884057971014,"Q1,Q2,Q3,S1,S2,S3,S4",7
row_block_holdout,relative_lifelog_context,relative_lifelog_context_tail_representation,44,0.6047578735197783,0.5836047709275074,0.7176412710766625,0.5715974572301945,1.2417619457468263,117,0.6153846153846154,"Q1,Q3,S4",3
row_block_holdout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,47,0.6176408163265307,0.6005134675921695,0.7229092785212643,0.5849336369117557,1.1115132711270808,144,0.6319444444444444,"Q1,Q3,S1,S2,S3,S4",6
row_block_holdout,listener_rhythm_interface,listener_rhythm_interface_tail_plus_listener,47,0.6140744771982867,0.5954987266168115,0.7222790188762763,0.5841244671296418,1.069507042996324,108,0.6203703703703703,"Q1,Q2,Q3,S1,S2,S3,S4",7
row_block_holdout,relative_lifelog_context,listener_support_baseline,34,0.6152256991685563,0.5971419679263477,0.7249075784953315,0.5871655524886599,1.0637549917816014,270,0.6037037037037037,"Q1,Q2,Q3,S1,S2,S3",6
row_block_holdout,transport_rhythm_context,listener_support_baseline,34,0.6152256991685563,0.5971419679263477,0.7249075784953315,0.5871655524886599,1.0637549917816014,270,0.6037037037037037,"Q1,Q2,Q3,S1,S2,S3",6
row_block_holdout,listener_rhythm_interface,listener_support_baseline,34,0.6152256991685563,0.5971419679263477,0.7249075784953315,0.5871655524886599,1.0637549917816014,270,0.6037037037037037,"Q1,Q2,Q3,S1,S2,S3",6
row_block_holdout,relative_lifelog_context,action_only,31,0.6012905013857395,0.5796481992973428,0.7194421176137784,0.5711893100743046,0.7620827306432244,144,0.6041666666666666,"Q1,Q3,S4",3
row_block_holdout,transport_rhythm_context,action_only,31,0.6012905013857395,0.5796481992973428,0.7194421176137784,0.5711893100743046,0.7620827306432244,144,0.6041666666666666,"Q1,Q3,S4",3
row_block_holdout,listener_rhythm_interface,action_only,31,0.6012905013857395,0.5796481992973428,0.7194421176137784,0.5711893100743046,0.7620827306432244,144,0.6041666666666666,"Q1,Q3,S4",3
row_block_holdout,listener_rhythm_interface,listener_rhythm_interface_tail_representation,44,0.601450642479214,0.5786743289445089,0.7171754861662719,0.5709262362142432,0.7334274768831857,135,0.5851851851851851,"Q1,Q3,S1",3
