row,flat_idx,target,q1_shadow_pressure,sign,shadow_step,old_route_energy,new_route_energy,route_energy_delta,coef,public_delta_estimate,public_utility,h088_same_direction,stage_action_count,source_solver_score,solver_score
218,1526,Q1,0.5759079482456668,1,0.08,0.7083027161852378,0.7095004101436543,0.0011976939584165125,0.0,0.0,-0.0,0.0,2,0.0030270550242966795,0.007438492786035689
193,1351,Q1,0.5471141980190692,1,0.5,0.7275923802223138,0.7224156746372729,-0.005176705585040908,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.007383019367200021
112,784,Q1,0.5044102500797414,1,0.08,0.7106593121977259,0.7112490041092441,0.000589691911518142,0.0,0.0,-0.0,0.0,2,0.002501568096369211,0.006534052851565667
159,1113,Q1,0.4471799040255025,1,0.68,0.6364473960500828,0.6281554981682974,-0.008291897881785415,0.0,0.0,-0.0,0.0,2,0.001307219433709221,0.006245171051901229
200,1400,Q1,0.47186565331934893,1,0.08,0.7160439521923733,0.7166717225742499,0.0006277703818766689,0.0,0.0,-0.0,0.0,2,0.0019528462796980623,0.006109114668405316
36,252,Q1,-0.47685480768822286,-1,-0.08,0.604694761317696,0.6078129176884298,0.003118156370733871,0.000538830425471846,-4.310643403774768e-05,4.310643403774768e-05,0.004256130980366785,2,0.00041641749011993296,0.005915227360218157
17,119,Q1,0.5331047478828884,1,0.08,0.5998845836447629,0.6002963766539323,0.0004117930091693811,0.0,0.0,-0.0,0.03973057698352289,2,0.0022001951946957633,0.005070832458857989
161,1127,Q1,0.3340127070097678,1,0.68,0.6477562496689714,0.6369425419626719,-0.010813707706299525,0.0,0.0,-0.0,0.0,2,0.0009209516820926898,0.004904938467695603
130,910,Q1,0.05846454468387034,1,0.68,0.8519387987442989,0.7730061257880579,-0.07893267295624096,0.0,0.0,-0.0,0.0,2,0.002505188077391173,0.004865790668653539
217,1519,Q1,0.36764598428979317,1,0.08,0.6496540942788326,0.6513437706122784,0.0016896763334458553,0.0,0.0,-0.0,0.0,2,0.000870633182929066,0.004709542576887428
184,1288,Q1,0.5543333829566831,1,0.08,0.6449262285364982,0.643219931295513,-0.001706297240985144,0.0,0.0,-0.0,0.05702608322751482,2,0.003972627595496256,0.004651037487009168
162,1134,Q1,0.26725532908171956,1,0.5,0.6677074125918944,0.6624284567871497,-0.005278955804744689,0.0,0.0,-0.0,0.0,2,0.0014031133206517,0.003749526536569404
182,1274,Q1,-0.22298211930542206,-1,-0.68,0.7400859875143342,0.7291116116020142,-0.010974375912319978,0.0,-0.0,0.0,0.0,2,0.007782287613863309,0.0034733262422180573
189,1323,Q1,0.24319885190195287,1,0.5,0.7283267606581202,0.7242979749069937,-0.004028785751126529,0.0,0.0,-0.0,0.0,2,0.0010662875320726255,0.003371615077550003
93,651,Q1,0.17447171600596936,1,0.68,0.7250821130437425,0.7120711107678119,-0.01301100227593055,0.0,0.0,-0.0,0.0,2,0.0016212776294163031,0.0029455150652406984
212,1484,Q1,0.4141739329883608,1,0.08,0.6140032871939056,0.6140492666716029,4.597947769724442e-05,0.0,0.0,-0.0,0.05369630061126493,2,0.0014222048990704522,0.0028915511366633274
5,35,Q1,0.15643419071202327,1,0.68,0.66328445979773,0.6483932657503855,-0.014891194047344514,0.0,0.0,-0.0,0.0,2,0.0033153422931835826,0.002809644240864809
109,763,Q1,-0.14942755966155788,-1,-0.68,0.7120670213107225,0.7021811140523633,-0.00988590725835925,0.0,-0.0,0.0,0.0,2,0.0023179366081776866,0.0024577844213390224
229,1603,Q1,0.46518470633364944,1,0.08,0.7455537782859901,0.7468555963367137,0.0013018180507236021,0.0,0.0,-0.0,0.07892222943062277,2,0.0019265219030863247,0.0023322173667979875
23,161,Q1,0.11030744208223943,1,0.68,0.6655199174568162,0.6552757602389541,-0.010244157217862093,0.0,0.0,-0.0,0.0,2,0.0022356328210072886,0.001967810738808445
234,1638,Q1,-0.12166593877528674,-1,-0.34,0.6948942344077553,0.6921555102184175,-0.002738724189337849,0.0,-0.0,0.0,0.0,2,0.003873938366154057,0.0017260078311073727
94,658,Q1,0.09713229253934634,1,0.5,0.6456793390044692,0.6395787755126258,-0.006100563491843403,0.0,0.0,-0.0,0.0,2,0.0011885694632208126,0.0015805433893189699
100,700,Q1,-0.18664592978301728,-1,-0.08,0.6772244021652037,0.6775350799627535,0.0003106777975497854,0.0,-0.0,0.0,0.018715257002936192,2,0.0006729070290592967,0.0015454214193794439
56,392,Q1,-0.12405107937374861,-1,-0.08,0.6168104138467501,0.6195002728660601,0.00268985901931007,0.0,-0.0,0.0,0.0,2,0.0012640827108297535,0.0015013979380108478
129,903,Q1,0.12366905934649786,1,0.08,0.8195714688999696,0.8091121418659658,-0.010459327034003763,0.0,0.0,-0.0,0.015376458625538603,2,0.0015650421991679866,0.0014388976181472606
25,175,Q1,0.1159182866427246,1,0.08,0.6343531446808838,0.6367613591777153,0.0024082144968314845,0.0,0.0,-0.0,0.0,2,0.0026538883935871265,0.0014080829474840237
137,959,Q1,0.07290323375198522,1,0.68,0.9349353991574215,0.8470659180786309,-0.08786948107879067,0.0,0.0,-0.0,0.010706595229312166,2,0.001849728459556485,0.001295198760661983
75,525,Q1,0.07932365386391617,1,0.08,0.6569998297056866,0.6588820815720016,0.0018822518663149657,0.0,0.0,-0.0,0.0,2,0.0010745522064396433,0.0009534430986954275
95,665,Q1,-0.06101204007207804,-1,-0.08,0.5943171685167,0.5925692233111691,-0.0017479452055308986,0.0,-0.0,0.0,0.0026405691861541847,2,0.001653902904278021,0.000762354212839206
