source,feature,probe,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
only_event__cls_plus_behavior__transformer_logreg_c0p1_w0p1,only_event__cls_plus_behavior,transformer_logreg_c0p1_w0p1,0.6250015251769729,0.6735294272502031,0.69279339894929,0.6699113628080539,0.5766539482735515,0.5798190104732643,0.533524285688557,0.6487792427958903
no_sleep__phone__abs_plus_subrel_train__transformer_ridge_resid_a5_w0p1,no_sleep__phone__abs_plus_subrel_train,transformer_ridge_resid_a5_w0p1,0.6250070415378658,0.6716933787035413,0.6926072646487567,0.6772379622003055,0.5728223863563514,0.5784138827777962,0.5355439852742728,0.6467304308040367
no_sleep__cls_plus_event__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__cls_plus_event__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6250991743861646,0.6742221050952512,0.6939584583294984,0.6740905234901247,0.5748595971223555,0.579061203481649,0.5319915076844466,0.6475108254998262
no_sleep__cls_plus_mobility__transformer_logreg_c0p1_w0p1,no_sleep__cls_plus_mobility,transformer_logreg_c0p1_w0p1,0.6251150349080146,0.6726086845632224,0.6915290927246102,0.6759662877743795,0.5746077799480458,0.5780664915175718,0.5334814976032983,0.6495454102249744
full__cls__transformer_ridge_resid_a5_w0p1,full__cls,transformer_ridge_resid_a5_w0p1,0.6251234303706521,0.672253593972758,0.6983281077044633,0.6741801451657047,0.5734990435330447,0.5771856432351661,0.5332539258293385,0.6471635531540897
no_sleep__phone__subrel_train__transformer_ridge_resid_a5_w0p1,no_sleep__phone__subrel_train,transformer_ridge_resid_a5_w0p1,0.625132358521639,0.6717477278086474,0.6943355436886559,0.6761845933224332,0.5723623195778579,0.5788295863691494,0.5359951457385834,0.6464715931461459
only_event__cls_plus_event__subrel_train__transformer_logreg_c0p1_w0p1,only_event__cls_plus_event__subrel_train,transformer_logreg_c0p1_w0p1,0.6251597995482207,0.6723817247233125,0.6883598398238672,0.6676618567415681,0.5769129986272569,0.5833782868259543,0.5402080042384482,0.6472158858571379
only_event__cls_plus_behavior__subrel_train__transformer_logreg_c0p1_w0p1,only_event__cls_plus_behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6251597995482207,0.6723817247233125,0.6883598398238672,0.6676618567415681,0.5769129986272569,0.5833782868259543,0.5402080042384482,0.6472158858571379
only_event__cls_plus_all_groups__subrel_train__transformer_logreg_c0p1_w0p1,only_event__cls_plus_all_groups__subrel_train,transformer_logreg_c0p1_w0p1,0.6251597995482207,0.6723817247233125,0.6883598398238672,0.6676618567415681,0.5769129986272569,0.5833782868259543,0.5402080042384482,0.6472158858571379
full__behavior__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,full__behavior__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6251801552697407,0.6766927366617357,0.6932170824342567,0.6713916146905838,0.5761314464344943,0.5813286599972841,0.532312617923204,0.6451869287466269
no_sleep__cls__transformer_ridge_resid_a5_w0p1,no_sleep__cls,transformer_ridge_resid_a5_w0p1,0.62518121352425,0.6732155875214286,0.6981298640083662,0.6741667948672445,0.5732512803207399,0.576780080616586,0.5344841894945939,0.6462406978407912
no_sleep__cls_plus_phone__subrel_train__transformer_ridge_resid_a5_w0p1,no_sleep__cls_plus_phone__subrel_train,transformer_ridge_resid_a5_w0p1,0.6251921131798847,0.670787547706384,0.694412013104166,0.6735551960361865,0.5713468856889765,0.5811992533764596,0.5365430100946844,0.6485008862523362
no_sleep__behavior__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__behavior__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6252255372740346,0.6743980255560036,0.6942420027660778,0.6711586165201127,0.5730603934115417,0.5803464496710636,0.5327239445197567,0.650649328473687
only_cross_modal__cls__transformer_logreg_c0p1_w0p1,only_cross_modal__cls,transformer_logreg_c0p1_w0p1,0.6252397010974841,0.6719387919605357,0.6965761252854934,0.6740021061132264,0.5740214545590583,0.5778856845580324,0.5336021378137243,0.6486516073923181
full__behavior__transformer_logreg_c0p1_w0p1,full__behavior,transformer_logreg_c0p1_w0p1,0.6252495402308788,0.67635173914555,0.6906600912090937,0.6725196592608815,0.5770900743868612,0.5802990521216242,0.5330071865724426,0.646818978919698
no_sleep__phone__transformer_ridge_resid_a5_w0p1,no_sleep__phone,transformer_ridge_resid_a5_w0p1,0.6252504472723047,0.6707643804787975,0.6935721650212998,0.6781394051850633,0.572346125543529,0.5791499461366826,0.5348905052784811,0.6478906032622803
only_event__cls_plus_behavior__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_event__cls_plus_behavior__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6253244641966094,0.6732219230908882,0.6930704742104666,0.6694859836178534,0.5752751457339246,0.583274844835348,0.5354377985352009,0.6475050793525842
only_event__cls_plus_all_groups__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_event__cls_plus_all_groups__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6253244641966094,0.6732219230908882,0.6930704742104666,0.6694859836178534,0.5752751457339246,0.583274844835348,0.5354377985352009,0.6475050793525842
only_event__cls_plus_event__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_event__cls_plus_event__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6253244641966094,0.6732219230908882,0.6930704742104666,0.6694859836178534,0.5752751457339246,0.583274844835348,0.5354377985352009,0.6475050793525842
full__cls__abs_plus_subrel_train__transformer_ridge_resid_a5_w0p1,full__cls__abs_plus_subrel_train,transformer_ridge_resid_a5_w0p1,0.6253636044600838,0.6721878017775834,0.6993429922066733,0.676067565634602,0.570955574578154,0.5787510515420432,0.533693699298272,0.6465465461832577
full__physio__subrel_train__transformer_ridge_resid_a5_w0p1,full__physio__subrel_train,transformer_ridge_resid_a5_w0p1,0.625416932745041,0.6710272179349225,0.7038717331710932,0.6737991088732003,0.5694802339712892,0.5811277233443347,0.5288626263602445,0.6497498855602026
no_sleep__cls__abs_plus_subrel_train__transformer_ridge_resid_a5_w0p1,no_sleep__cls__abs_plus_subrel_train,transformer_ridge_resid_a5_w0p1,0.6254392571053983,0.6739659249228799,0.6990756716600327,0.675426605623493,0.5711031559980992,0.5785532934563741,0.5354030086028359,0.6445471394740727
no_sleep__cls__subrel_train__transformer_ridge_resid_a5_w0p1,no_sleep__cls__subrel_train,transformer_ridge_resid_a5_w0p1,0.6254661514969901,0.6733672960314625,0.6981801882176459,0.6747512675549547,0.5723612396653203,0.5788972594668609,0.5355924184725415,0.6451133910701454
only_cross_modal__cls_plus_mobility__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__cls_plus_mobility__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6254794514126959,0.6736771030762091,0.6963723964308547,0.6745136943690465,0.5748862851759359,0.5797361474322567,0.5320623148659331,0.6471082185386346
full__cls__subrel_train__transformer_ridge_resid_a5_w0p1,full__cls__subrel_train,transformer_ridge_resid_a5_w0p1,0.6256023903502117,0.672400657614678,0.6987311784902669,0.6750607808833881,0.572306925265087,0.5796382855667993,0.5346392064013905,0.6464396982298724
only_cross_modal__cls_plus_behavior__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__cls_plus_behavior__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6256331378495071,0.6765582692033523,0.6925344442854854,0.6694844218648844,0.575749608389482,0.5813012645241799,0.5322776926438022,0.6515262640353638
full__cls_plus_body__subrel_train__transformer_logreg_c0p1_w0p1,full__cls_plus_body__subrel_train,transformer_logreg_c0p1_w0p1,0.6256621407988777,0.6702755080418025,0.6922074891195478,0.6727763965348046,0.5773674337935132,0.5804555497095197,0.5380907548591944,0.6484618535337616
only_cross_modal__cls__abs_plus_subrel_train__transformer_ridge_resid_a5_w0p1,only_cross_modal__cls__abs_plus_subrel_train,transformer_ridge_resid_a5_w0p1,0.6256683669065365,0.6713983537193183,0.699870092981085,0.6781288560543456,0.5715522326892574,0.5786690929300249,0.5351541199488637,0.6449058200228607
only_cross_modal__cls_plus_all_groups__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__cls_plus_all_groups__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.625684021089652,0.6775220820909221,0.6922073992536021,0.6698525598380822,0.5750924617593235,0.5812636696069702,0.5322639041473536,0.6515860709313105
full__physio__abs_plus_subrel_train__transformer_ridge_resid_a5_w0p1,full__physio__abs_plus_subrel_train,transformer_ridge_resid_a5_w0p1,0.6256922296621336,0.6715774786099229,0.7046100913655258,0.6752515267168199,0.5698268747655061,0.5800467363783468,0.5275535876634214,0.6509793121353914
no_sleep__all_groups__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__all_groups__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6257096017630183,0.6830652996167558,0.6915525056691504,0.6743967974311709,0.5734859453164493,0.5813349211129483,0.5295659612334076,0.6465657819612459
full__behavior__subrel_train__transformer_logreg_c0p1_w0p1,full__behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6257421067498402,0.676775843411545,0.6895115412539493,0.668741001395461,0.5752541355094124,0.5828956022553622,0.5404323398629037,0.6465842835602487
full__cls_plus_behavior__subrel_train__transformer_logreg_c0p1_w0p1,full__cls_plus_behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6257531448960053,0.6737160240905816,0.6899935375197621,0.6695860293156706,0.574908821001624,0.5826822545528137,0.5417014309832028,0.6476839168083827
no_sleep__cls_plus_mobility__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__cls_plus_mobility__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6258284099870333,0.6733513656919201,0.6933003500662069,0.6755518628344459,0.5746238699407505,0.5814275893255846,0.5345331960046982,0.6480106360456267
full__cls_plus_body__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,full__cls_plus_body__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6258522682694682,0.6706354361200225,0.698324448641696,0.6757648309975781,0.5761729013548368,0.577811884975787,0.5335178465605651,0.6487385292357915
only_cross_modal__cls_plus_mobility__subrel_train__transformer_ridge_resid_a5_w0p1,only_cross_modal__cls_plus_mobility__subrel_train,transformer_ridge_resid_a5_w0p1,0.6258523478386671,0.6735490200157696,0.6978567954267632,0.6733107751766922,0.5754156562513264,0.58058096272366,0.5340435945261729,0.6462096307502844
only_cross_modal__cls__subrel_train__transformer_ridge_resid_a5_w0p1,only_cross_modal__cls__subrel_train,transformer_ridge_resid_a5_w0p1,0.6258638350005598,0.6718650079014931,0.6990730258595178,0.6769419687131053,0.5728809464038348,0.579037493670636,0.5359149626587372,0.6453334397965934
full__physio__transformer_logreg_c0p1_w0p1,full__physio,transformer_logreg_c0p1_w0p1,0.6258765566928043,0.6719046866439449,0.700761076893798,0.6732998652548887,0.5763814658594597,0.580168604004803,0.5301361795054081,0.6484840186873273
no_sleep__event__subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__event__subrel_train,transformer_logreg_c0p1_w0p1,0.6258925936268201,0.673173976064622,0.6940548712277333,0.6734937156819655,0.5770007121011254,0.5799650147270222,0.537054037201369,0.6465058283839037
no_sleep__behavior__subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6259171274230038,0.6744129258496692,0.688991241525059,0.6693288765091548,0.5745044509659174,0.583634210566213,0.5415167932948582,0.6490313932501539
only_event__behavior__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_event__behavior__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.625920631593261,0.6738686886114242,0.6972922707109639,0.669966361340356,0.5768577356822956,0.5822937154452452,0.5345542801073466,0.6466113692551954
only_event__event__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_event__event__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.625920631593261,0.6738686886114242,0.6972922707109639,0.669966361340356,0.5768577356822956,0.5822937154452452,0.5345542801073466,0.6466113692551954
only_event__all_groups__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_event__all_groups__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.625920631593261,0.6738686886114242,0.6972922707109639,0.669966361340356,0.5768577356822956,0.5822937154452452,0.5345542801073466,0.6466113692551954
no_sleep__cls_plus_behavior__subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__cls_plus_behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6259463823232145,0.6717052843340513,0.6886961090914862,0.6686255610598432,0.5747740754828582,0.5843550404764447,0.5435581605617917,0.6499104452560257
no_sleep__all_groups__transformer_logreg_c0p1_w0p1,no_sleep__all_groups,transformer_logreg_c0p1_w0p1,0.625997878587461,0.6807068836935777,0.6898715986579508,0.6758102283203885,0.5735306893372442,0.5814975527758512,0.5317449190285077,0.6488232782987067
no_sleep__event__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__event__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.625998635329424,0.6748234531416272,0.6975532942467637,0.6763978448967113,0.577161908598688,0.5780871390101517,0.531185044067613,0.6467817633444136
only_event__event__transformer_logreg_c0p1_w0p1,only_event__event,transformer_logreg_c0p1_w0p1,0.6260838527504232,0.6738286535595845,0.6971179264835238,0.6710769982566974,0.5762561065096737,0.5817105138639824,0.5353880836793267,0.647208686900173
only_event__all_groups__transformer_logreg_c0p1_w0p1,only_event__all_groups,transformer_logreg_c0p1_w0p1,0.6260838527504232,0.6738286535595845,0.6971179264835238,0.6710769982566974,0.5762561065096737,0.5817105138639824,0.5353880836793267,0.647208686900173
only_event__behavior__transformer_logreg_c0p1_w0p1,only_event__behavior,transformer_logreg_c0p1_w0p1,0.6260838527504232,0.6738286535595845,0.6971179264835238,0.6710769982566974,0.5762561065096737,0.5817105138639824,0.5353880836793267,0.647208686900173
only_event__behavior__subrel_train__transformer_logreg_c0p1_w0p1,only_event__behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6261182903554124,0.6735768536875527,0.694597976607663,0.6689070226728379,0.5771080305113975,0.5832789709857461,0.5392969442781169,0.6460622337445735
only_event__event__subrel_train__transformer_logreg_c0p1_w0p1,only_event__event__subrel_train,transformer_logreg_c0p1_w0p1,0.6261182903554124,0.6735768536875527,0.694597976607663,0.6689070226728379,0.5771080305113975,0.5832789709857461,0.5392969442781169,0.6460622337445735
only_event__all_groups__subrel_train__transformer_logreg_c0p1_w0p1,only_event__all_groups__subrel_train,transformer_logreg_c0p1_w0p1,0.6261182903554124,0.6735768536875527,0.694597976607663,0.6689070226728379,0.5771080305113975,0.5832789709857461,0.5392969442781169,0.6460622337445735
only_cross_modal__behavior__transformer_logreg_c0p1_w0p1,only_cross_modal__behavior,transformer_logreg_c0p1_w0p1,0.6261402624846951,0.6810084710845724,0.6923417783406641,0.6697294082554346,0.5768350892249907,0.5793384670330721,0.5336279389034033,0.6501006845507286
no_sleep__event__transformer_logreg_c0p1_w0p1,no_sleep__event,transformer_logreg_c0p1_w0p1,0.626179517891843,0.6737286935412322,0.696311041131638,0.6761218589223008,0.5769505633289446,0.5790746167053699,0.5329374563728145,0.6481323952406018
no_sleep__cls_plus_mobility__subrel_train__transformer_ridge_resid_a5_w0p1,no_sleep__cls_plus_mobility__subrel_train,transformer_ridge_resid_a5_w0p1,0.626206087017061,0.6739551463715782,0.6962029830149221,0.6747583538313724,0.5759160452936799,0.5824424486673347,0.5335661340545884,0.646601497885952
only_cross_modal__all_groups__transformer_logreg_c0p1_w0p1,only_cross_modal__all_groups,transformer_logreg_c0p1_w0p1,0.6262236532930239,0.6810375701947087,0.6917971696612468,0.6712388804216805,0.5757725928998595,0.5792104329039264,0.5338554936729635,0.6506534332967819
only_cross_modal__cls_plus_all_groups__subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__cls_plus_all_groups__subrel_train,transformer_logreg_c0p1_w0p1,0.6262343885466957,0.6772786351399237,0.6863549521941337,0.6667334432832693,0.5753110980121946,0.5830717910637471,0.5437397289933381,0.6511510711402626
no_sleep__cls_plus_all_groups__subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__cls_plus_all_groups__subrel_train,transformer_logreg_c0p1_w0p1,0.6262649119299477,0.6776450908647971,0.6869620728824664,0.6718044199748806,0.574360479796969,0.5844614034969419,0.5427482912932667,0.6458726252003124
only_cross_modal__cls_plus_behavior__subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__cls_plus_behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.626285913467533,0.6767780130180584,0.6873938847120153,0.6664302672448015,0.5763517951068824,0.5827591138640285,0.5435352699115796,0.6507530504153657
only_cross_modal__behavior__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__behavior__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6265035292431139,0.6822032036020996,0.6945089232628199,0.667682819047709,0.5763567388959301,0.5813236738918452,0.5320778565530654,0.6513714894483287
only_cross_modal__all_groups__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__all_groups__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.626554214942237,0.6812735833187701,0.6941911649557996,0.6698368479172202,0.5759906547111119,0.5814781260656214,0.5315646646010349,0.6515444630261004
only_cross_modal__behavior__subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__behavior__subrel_train,transformer_logreg_c0p1_w0p1,0.6265706951414227,0.6802581742763171,0.6904858546701088,0.6659229045027504,0.5754132224852151,0.5821286363430642,0.5414626498404496,0.6503234238720534
no_sleep__mobility__transformer_logreg_c0p1_w0p1,no_sleep__mobility,transformer_logreg_c0p1_w0p1,0.6266357212996528,0.6754444407450819,0.6929850286117788,0.6767951309060378,0.5777837666811391,0.5799793577763219,0.5349323009794984,0.6485300233977117
only_cross_modal__all_groups__subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__all_groups__subrel_train,transformer_logreg_c0p1_w0p1,0.6266610658543751,0.6801377921044749,0.6891681278674815,0.6670821676498624,0.5747765160100735,0.5825548856216288,0.542034833471758,0.6508731382553467
full__body__transformer_logreg_c0p1_w0p1,full__body,transformer_logreg_c0p1_w0p1,0.6267396108175307,0.6743565917466691,0.6989746507950446,0.6751633396172347,0.5797950285505794,0.5788955297805104,0.5312271111528798,0.6487650240797974
no_sleep__mobility__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,no_sleep__mobility__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6267709546402686,0.6767144961272793,0.6945012108691994,0.6760038663771563,0.5786011118140327,0.5813431205196528,0.533416834049855,0.646816042724704
only_cross_modal__mobility__abs_plus_subrel_train__transformer_logreg_c0p1_w0p1,only_cross_modal__mobility__abs_plus_subrel_train,transformer_logreg_c0p1_w0p1,0.6267847504869429,0.6785329820228778,0.6980300889840919,0.6722695901946638,0.5780608593610067,0.5799613199481898,0.5343098164134161,0.6463285964843547
only_cross_modal__mobility__transformer_logreg_c0p1_w0p1,only_cross_modal__mobility,transformer_logreg_c0p1_w0p1,0.6267888513564552,0.6767116034867222,0.6953111081445488,0.6753214716784742,0.5784357972790304,0.5782222395404043,0.5372445831248475,0.6462751562411597
