row,target,base_prob,posterior_prob,posterior_minus_base,logit_delta_to_posterior,direction_consistency,cell_score,memory_disagrees_h012,memory_agrees_h012,memory_alignment_q,private_safe_score,posterior_gain,row_full_reliability_q,score_identity_combo,score_no_h012_combo,score_joint_vector_cell,score_public_row_subset,score_memory_public_combo,target_i,h012_prob,e247_prob,q_prob,h012_abs_logit_delta,q_abs_logit_delta,h012_changed,h012_reproduction_error,cell_score_rank,q_abs_rank,h012_abs_rank,posterior_gain_rank,anti_memory_rank,identity_phase_score,memory_conflict_phase_score,route_translator_score
43,Q1,0.8189517048060737,0.999999,0.1810472951939262,12.306248264261804,1.0,12.306248264261804,True,False,0.0325271059216013,0.2526074272067419,0.1996814317688206,0.0401606425702811,0.7733314285714284,0.7081428571428572,0.3554285714285714,0.9862857142857144,0.6431657142857143,0,0.999959881588841,0.8189517048060737,0.999999,8.61437378498321,12.306248264261805,True,5.3290705182007514e-14,1.0,0.9994285714285714,0.9994285714285714,0.9982857142857143,0.6634285714285715,0.8452471428571429,0.9096758857142858,0.865655542857143
96,Q3,0.8110532326067973,0.999999,0.1889457673932026,12.35864118912439,0.9629629629629628,11.900913737675335,True,False,0.0341951626355296,0.5192213738267784,0.2093721829654711,0.570281124497992,0.7241942857142857,0.6459085714285715,0.3411428571428571,0.8662857142857143,0.6308342857142857,2,0.9999592460567452,0.8110532326067973,0.999999,8.651048832386786,12.35864118912439,True,2.859934511434403e-13,0.9994285714285714,1.0,1.0,0.9988571428571429,0.6622857142857143,0.8185914285714286,0.9015053714285716,0.8439294984126984
205,S1,0.8964994588929626,0.999999,0.1034995411070374,11.656588709246376,1.0,11.656588709246376,True,False,0.0175145954962468,0.5425870982000294,0.1092164149319814,0.6506024096385542,0.8090514285714286,0.7598914285714284,0.3685714285714285,0.9902857142857144,0.7712742857142858,3,0.999966985574648,0.8964994588929626,0.999999,8.159612096475124,11.656588709246375,True,2.6627589022609754e-12,0.9988571428571429,0.9982857142857143,0.9982857142857143,0.996,0.6737142857142857,0.8559771428571429,0.9163739428571429,0.9006090285714285
61,S4,0.1028056146852608,1e-06,-0.1028046146852608,-11.649076982436323,1.0,11.649076982436323,True,False,0.0283569641367806,0.6215882081522939,0.1084416393548165,0.7871485943775101,0.6930342857142858,0.6087485714285714,0.3,0.7582857142857143,0.6079657142857142,6,3.2940112962205446e-05,0.1028056146852608,1e-06,8.154353887705426,11.649076982436323,True,0.0,0.9982857142857143,0.9977142857142857,0.9977142857142857,0.9954285714285714,0.6662857142857143,0.7932014285714287,0.8963597714285715,0.8346763428571429
31,S2,0.8975215018504467,0.999999,0.1024774981495533,11.645525482788116,1.0,11.645525482788116,True,False,0.0316930775646372,0.3095489263456962,0.1080771439671571,0.1566265060240964,0.7850285714285714,0.7293942857142858,0.364,0.9422857142857144,0.6925828571428572,4,0.9999670949632326,0.8975215018504467,0.999999,8.151867837949908,11.645525482788115,True,1.7710277688820497e-12,0.9977142857142857,0.9971428571428571,0.9971428571428571,0.9948571428571429,0.664,0.8439142857142857,0.9104502857142857,0.8785995428571429
32,S2,0.8977243342839673,0.999999,0.1022746657160327,11.643318287045156,1.0,11.643318287045156,True,False,0.0300250208507089,0.3800556752005267,0.1078512010994055,0.3012048192771084,0.72748,0.66052,0.3502857142857143,0.7342857142857143,0.6286971428571428,4,0.9999671167436616,0.8977243342839673,0.999999,8.150322800936276,11.643318287045155,True,4.668265773943858e-12,0.9971428571428571,0.9965714285714286,0.9965714285714286,0.9942857142857143,0.6651428571428571,0.8063842857142857,0.9011625142857143,0.8503074285714286
140,S2,0.8996859486983174,0.999999,0.1003130513016825,11.621769579291678,1.0,11.621769579291678,True,False,0.0250208507089241,0.3327684793021994,0.1056687153005476,0.216867469879518,0.7996171428571428,0.7473257142857143,0.3657142857142857,0.9942857142857144,0.7171257142857143,4,0.9999673286286056,0.8996859486983174,0.999999,8.135238705506039,11.621769579291678,True,1.865174681370263e-12,0.9965714285714286,0.996,0.996,0.9937142857142857,0.6685714285714286,0.8524471428571427,0.9129901714285714,0.8867950857142857
59,Q1,0.9115016775244916,0.999999,0.0884973224755083,11.483399720173344,1.0,11.483399720173344,True,False,0.030859049207673,0.6135927283496269,0.0926224626376061,0.7670682730923695,0.7519657142857142,0.6832514285714285,0.3371428571428571,0.9342857142857144,0.7064114285714287,0,0.9999686570433794,0.9115016775244916,0.999999,8.038379804118703,11.483399720173345,True,2.637889906509372e-12,0.996,0.9954285714285714,0.9954285714285714,0.9925714285714285,0.6645714285714286,0.8299628571428571,0.9043945142857143,0.8692258285714286
79,Q1,0.8779389671604185,0.999999,0.1220600328395814,11.84245366901804,0.9629629629629628,11.403844273869224,True,False,0.0216847372810675,0.3051072782166796,0.1301350034040695,0.1686746987951807,0.7573085714285716,0.692462857142857,0.352,0.9022857142857142,0.6407828571428571,0,0.999965092483008,0.8779389671604185,0.999999,8.289717568315384,11.84245366901804,True,2.7569058147491887e-12,0.9954285714285714,0.9988571428571429,0.9988571428571429,0.9971428571428571,0.6708571428571428,0.8302414285714286,0.9066093714285715,0.8553961269841269
147,S2,0.9236325918727226,0.999999,0.0763664081272773,11.322751203173777,1.0,11.322751203173777,True,False,0.018348623853211,0.4663154482692284,0.0794031196234219,0.4979919678714859,0.7836114285714286,0.7269085714285715,0.3468571428571428,0.9662857142857144,0.7180571428571428,4,0.99997013173659,0.9236325918727226,0.999999,7.925925842221301,11.322751203173777,True,3.410605131648481e-13,0.9948571428571429,0.9942857142857143,0.9942857142857143,0.9914285714285714,0.6731428571428572,0.8419599999999999,0.9103035428571429,0.8812740571428571
101,S1,0.9240664616589852,0.999999,0.0759325383410147,11.316584022856777,1.0,11.316584022856777,True,False,0.0258548790658882,0.4435868704964475,0.0789335466163076,0.4377510040160642,0.67384,0.5957142857142858,0.3234285714285714,0.5702857142857143,0.5722285714285714,3,0.9999701869447448,0.9240664616589852,0.999999,7.921608815999578,11.316584022856777,True,1.652011860642233e-13,0.9942857142857143,0.9937142857142857,0.9937142857142857,0.9908571428571429,0.668,0.771117142857143,0.8916544,0.8232754285714285
