score_name,target_group,curve,n,best_candidate_id,best_pre_state_mean,best_pre_state_margin_vs_h012_pred,best_phase_loss_margin_vs_h012,best_changed_cells_vs_h012,best_max_abs_prob_vs_h012
anchor,all,actual,1,anchor_h012_actual,0.5633770634293422,0.0,0.0,0,0.0
identity_phase_score,all,uniform,63,identity_phase_score_all_k120_a0.7_uniform,0.573188862391072,0.00981179896172979,0.004348954645366084,1080,0.18890601344994795
identity_phase_score,all,consistency,63,identity_phase_score_all_k120_a0.7_consistency,0.5732098932668191,0.009832829837476909,0.004353301576498736,1104,0.18890601344994795
identity_phase_score,all,score_soft,70,identity_phase_score_all_k120_a0.8_score_soft,0.573392426477115,0.01001536304777273,0.004416024928001212,1200,0.18890601344994795
identity_phase_score,all,target_route,63,identity_phase_score_all_k120_a0.7_target_route,0.5734741102752475,0.010097046845905289,0.00438353466247882,1200,0.18890601344994795
identity_phase_score,Q3S,score_soft,56,identity_phase_score_Q3S_k120_a0.8_score_soft,0.5744272375596119,0.011050174130269652,0.004578746231314825,1200,0.18962275842507526
identity_phase_score,Q3S,uniform,49,identity_phase_score_Q3S_k120_a0.7_uniform,0.574595428324153,0.011218364894810762,0.004527048458350857,1080,0.18962275842507526
identity_phase_score,Q3S,consistency,49,identity_phase_score_Q3S_k120_a0.7_consistency,0.5746134193623572,0.011236355933014974,0.0045301633692503614,1099,0.18962275842507526
identity_phase_score,Q3S,target_route,49,identity_phase_score_Q3S_k120_a0.7_target_route,0.5747988434184195,0.01142177998907723,0.004527957223311997,1200,0.18962275842507526
cell_score,S2S4,uniform,28,cell_score_S2S4_k400_a0.7_uniform,0.5751510769277891,0.011774013498446867,0.004658659625833559,802,0.29411027902876097
cell_score,S2S4,consistency,28,cell_score_S2S4_k400_a0.7_consistency,0.5752014095958434,0.011824346166501187,0.00466391564285388,940,0.29411027902876097
route_translator_score,S2S4,uniform,21,route_translator_score_S2S4_k400_a0.7_uniform,0.5752578245735803,0.011880761144238083,0.004661261210612217,824,0.29411027902876097
