flat_idx,row,target,target_idx,candidate_sign,teacher_has_action,teacher_logit_move,teacher_sign,lrj_has_cell,lrj_sign,lrj_teacher_sign_match,responsibility_score,selection_score,source_consensus_rank,listener_benefit_rank,human_state_responsibility,h088_safe_rank,source_support,source_move_abs_mean,sign_margin,base_prob,toxic_same_weight,toxic_opp_weight,toxic_abs_weight,toxic_same_rank,toxic_opp_rank,toxic_safety_rank,agreement_bonus,amp,decoded_logit_move,action_source,extra_score
37,5,Q3,2,1,True,1.4806648788912005,1,True,1,True,0.5728722892235816,0.8203939745075319,0.640258918296893,0.6799021864211738,0.3117995444191344,0.9234752589182968,5.0,0.0534261150178856,0.5728722892235816,0.5251374051887717,0.32791783778807215,0.39617109577520326,0.7240889335632756,0.6894553881807648,0.20046349942062572,0.3105446118192352,1.0,1.0821978353136956,1.6023723267610723,teacher_toxicity_gated,
39,5,S2,4,1,True,1.156807505380315,1,True,1,True,0.5915682145295096,0.8235225955967554,0.6618699654775604,0.6695281933256618,0.3723576309794988,0.9234752589182968,9.0,0.0093697778968978,0.5915682145295096,0.5497473648760006,0.18378625844274854,0.76495063609524,0.9487368945379886,0.4947856315179606,0.2954808806488992,0.5052143684820394,1.0,1.1250251817795125,1.3014375740243933,teacher_toxicity_gated,
60,8,S2,4,1,True,0.6106241140096569,1,True,1,True,0.6258025999178398,0.853534183082271,0.6306214039125431,0.7047065592635213,0.5665375854214123,0.9234752589182968,8.0,0.0089468036017376,0.6258025999178398,0.571821952388274,0.39526643729077104,0.0281400794103569,0.42340651670112794,0.7439165701042874,0.03707995365005794,0.25608342989571264,1.0,1.0702163752905205,0.6534999259604005,teacher_toxicity_gated,
71,10,Q2,1,-1,True,-0.6198789591592779,-1,True,-1,True,0.7287750595144068,0.972885283893395,0.932422324510932,0.6728883774453395,0.4209111617312072,0.9234752589182968,9.0,0.1686031032126793,0.7287750595144068,0.5036388558656353,0.0,3.1440055925521295,3.1440055925521295,0.0220162224797219,0.6431054461181923,0.9779837775202781,1.0,1.22,-0.756252330174319,teacher_toxicity_gated,
122,17,S1,3,1,True,0.9581431158859135,1,True,1,True,0.5495083996011182,0.7544611819235225,0.5658860759493671,0.6932681242807825,0.4822095671981777,0.7859608745684695,6.0,0.0258051975124208,0.5495083996011182,0.814314102085822,0.06337649005229884,1.7804687528441716,1.8438452428964702,0.14947856315179606,0.4298957126303592,0.8505214368482039,1.0,1.1899915860720824,1.1401822461571254,teacher_toxicity_gated,
139,19,S4,6,1,True,0.9842402996008779,1,True,1,True,0.6548780328588201,0.8772885283893395,0.6821001150747986,0.7942174913693902,0.6811389521640091,0.7261219792865363,9.0,0.0231615450922395,0.6548780328588201,0.6116864391533945,0.033079655597184565,2.9541858178490474,2.987265473446232,0.06720741599073002,0.6234067207415991,0.93279258400927,1.0,1.2033041268249622,1.1843404142971736,teacher_toxicity_gated,
164,23,S1,3,1,True,0.5260352035114938,1,True,1,True,0.5762715993522828,0.8176129779837775,0.6710817031070195,0.7502301495972383,0.2982346241457858,0.7710011507479861,8.0,0.0412662250442719,0.5762715993522828,0.5226845176938223,0.20137107026127238,0.5641952916665122,0.7655663619277846,0.5237543453070683,0.24913093858632676,0.4762456546929317,1.0,1.106454136092284,0.5820338266554387,teacher_toxicity_gated,
167,23,S4,6,1,True,1.259674189907575,1,True,1,True,0.5244979842443229,0.7013904982618773,0.6061449942462601,0.6375431530494822,0.3697380410022779,0.7560414269275029,8.0,0.0306349614740514,0.5244979842443229,0.4919517385756492,0.027989299501986514,1.8972333173950393,1.925222616897026,0.06025492468134415,0.4495944380069525,0.9397450753186558,1.0,1.2072272307243046,1.5207129838970035,teacher_toxicity_gated,
174,24,S4,6,-1,True,-0.5772205359072677,-1,True,-1,True,0.4979219404720825,0.6266280417149479,0.5562945914844649,0.6773820483314154,0.2183029612756264,0.8250863060989644,7.0,0.0177905375727399,0.4979219404720825,0.2857725149935417,0.19927219995915368,2.553365838511593,2.7526380384707463,0.5191193511008111,0.5573580533024334,0.4808806488991889,1.0,1.1118006472457387,-0.6417541654252324,teacher_toxicity_gated,
177,25,Q3,2,-1,True,-0.1906763328726703,-1,True,-1,True,0.476821985283224,0.599837775202781,0.4920943613348676,0.5812025316455698,0.333006833712984,0.9234752589182968,2.0,0.0411756302112575,0.476821985283224,0.5568442417683024,0.12436507497289723,0.7647614755033213,0.8891265504762186,0.33719582850521435,0.2943221320973349,0.6628041714947857,1.0,1.1596949384423165,-0.22112637811317803,teacher_toxicity_gated,
181,25,S4,6,1,True,1.4814788903706895,1,True,1,True,0.387989265848678,0.4187485515643105,0.3740678941311852,0.3863636363636363,0.4726993166287015,0.9234752589182968,4.0,0.0233887166316685,0.387989265848678,0.5094418267160243,0.11034426569676026,0.46736301425966303,0.5777072799564233,0.30011587485515645,0.21668597914252608,0.6998841251448435,1.0,1.1678525282453294,1.730148867661495,teacher_toxicity_gated,
190,27,Q2,1,-1,True,-0.9205827069099282,-1,True,-1,True,0.7528812206397997,0.9651216685979142,0.8740736478711161,0.7142002301495972,0.6184054669703872,0.9234752589182968,8.0,0.128957985151616,0.7528812206397997,0.6544527640464474,0.03670878531404542,2.925801553494568,2.962510338808613,0.0776361529548088,0.6152954808806489,0.9223638470451911,1.0,1.2167980670634058,-1.1201632583399983,teacher_toxicity_gated,
210,30,Q1,0,-1,True,-0.4902386708218792,-1,True,-1,True,0.3465582213986325,0.3306836616454229,0.1907710011507479,0.4684177215189873,0.6632346241457859,0.7698504027617952,1.0,0.022347480529036,0.3465582213986325,0.3647736144742344,0.07234575525669773,1.1084976495669403,1.180843404823638,0.17265353418308227,0.3464658169177289,0.8273464658169177,1.0,1.1836042547006655,-0.5802485766035753,teacher_toxicity_gated,
242,34,S2,4,-1,True,-1.7329295518000791,-1,True,-1,True,0.3799599095008474,0.3951100811123986,0.2731242807825086,0.4487744533947065,0.6547266514806378,0.8020713463751439,4.0,0.0270083937830915,0.3799599095008474,0.8984507302522194,0.014056952876006168,1.9666772826169887,1.9807342354929949,0.04866743916570104,0.46349942062572425,0.951332560834299,1.0,1.2134588710935572,-2.102838737611988,teacher_toxicity_gated,
