candidate_id,route_id,row,subject_id,sleep_date,route_name,targets,target_group_key,n_cells,q2_cells,s_cells,value_mode,route_score,assignment_route_score,outside_h069_cells,outside_h070_cells,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_h085_score,mean_h082_cell,mean_h076_hit,mean_h071_hit,mean_hard_confidence,mean_hard_combined,mean_resp_action,mean_resp_lift,source_agrees_h085_rate,mean_bad_same_rank,posterior_delta_sum,hard_delta_sum,source_proxy_sum,resp_delta_sum,mean_abs_move,max_abs_move,source_agree_rate,posterior_gain_rank,hard_gain_rank,source_gain_rank,resp_gain_rank,assignment_rank,route_score_rank,outside_rank,shortcut_avoid_rank,bad_avoid_rank,h082_rank,hard_conf_rank,scale_rank,mode_bonus,value_law_score,dual_pareto,posterior_positive_penalty,hard_positive_penalty,source_positive_penalty,dual_score,subject_id_state,sleep_date_state,lifelog_date,family_top,family_badnight_aftereffect,family_nocturnal_awake,family_bedtime_arousal,family_social_load,family_routine_pressure,family_recovery_rest,family_cashflow_stress,family_measurement_confidence,family_weekend_rhythm,family_body_fatigue,family_isolation_cocoon,family_routine_anchor,arousal_pressure,recovery_pressure,routine_calendar_pressure,objective_measure_pressure,prev_state_delta,next_state_delta,two_sided_state_delta,state_acceleration,subject_state_novelty,transition_energy_raw,calendar_shock_score,social_arousal_score,public_transition_score,private_stable_score,objective_body_score,calendar_q2_score,lifestyle_head,lifestyle_head_score,lifestyle_head_margin,human_route_support,human_route_support_rank,human_best_family,has_q2,has_q,is_objective_route,is_full_state_route,is_recovery_route,posterior_mode,private_mode,posterior_gain_pos,hard_gain_pos,source_gain_pos,resp_gain_pos,source_safe,hard_safe,posterior_safe,public_head_score,private_head_score,objective_head_score,calendar_q2_head_score,decoder_head,decoder_head_score,decoder_head_margin,h089_action_score,h088_cell_overlap_ratio,h087_cell_overlap_ratio,outside_h088_row,outside_h087_row,white_space_rank,white_state_score
h090_white_mixed_c760_r175_q105_6748b5dc,r087_q3_s_stage,87,id04,2024-09-20,q3_s_stage,"Q3,S1,S2,S3,S4",0011111,5,0,4,hard_binary_edge,2.121265695502467,0.8515579710144929,5,1,0.3166857142857142,0.6184377142857141,0.668777142857143,0.6346402171428572,0.6,0.2,1.0,0.6512270230205548,0.44121371428571426,0.5305108114285715,1.1471210695242504,1.0,0.4283428571428571,-0.010281434837734249,-0.008585112964567376,-1.651071918071357e-06,-1.0129744745768196e-05,0.02901222793097713,0.08584385390504679,1.0,0.9523370233702337,0.9950287002870029,0.5973247232472325,0.985649856498565,0.9158466584665846,0.9181529315293153,0.8643142681426814,0.7188909389093892,0.6603116031160312,0.44190754407544075,0.35162976629766296,0.7898472734727348,0.03,0.9507134071340714,1.0,0.0,0.0,0.0,0.9507134071340714,id04,2024-09-20,2024-09-19,cashflow_stress,0.3327504,0.340648,0.3432976,0.4899184,0.506744,0.48212079999999996,0.5334476800000001,0.26360992,0.31758182400000007,0.4379512000000001,0.4207576,0.45244959999999995,0.37665360000000003,0.45177599999999996,0.45259116800000004,0.34740304000000005,0.0817722356117302,0.06841124044111109,0.0757597877849516,0.12893657472617465,0.06591029324135983,0.32356,0.372,0.37580952,0.34397958240000004,0.4863100416,0.3500648128,0.4564274803200001,private_stable,0.4863100416,0.029882561279999942,1.2307115398802047,0.9220992209922099,cashflow_stress,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.010281434837734249,0.008585112964567376,1.651071918071357e-06,1.0129744745768196e-05,1.0,1.0,1.0,0.5411442261282821,0.7587661162110373,0.6471150047816844,0.5664461059164261,private_stable,0.7587661162110373,0.11165111142935291,0.8326601922038921,0.2,0.2,0.0,0.0,0.821930094300943,0.8193556786957643
h090_white_mixed_c760_r175_q105_6748b5dc,r158_q2_s3_tail,158,id07,2024-07-20,q2_s3_tail,"Q2,S3",0100010,2,1,1,triad_consensus,1.0450171462693782,0.4468795289855072,2,2,0.4492642857142856,0.4610628571428571,0.3965171428571429,0.48624539999999994,1.0,0.5,0.0,0.7263938726510303,0.43551428571428574,0.5258478285714285,1.036102463897742,1.0,0.38099999999999995,-0.0005445843224664015,-0.00048425904845800227,-7.687839236746125e-05,-4.3177579621262085e-07,0.10546154603034733,0.15832715197053837,1.0,0.38325133251332516,0.5629356293562936,0.9860086100861009,0.4218942189421894,0.4265067650676507,0.38776137761377616,0.4061859368593686,0.4299917999179992,0.7522550225502255,0.8060680606806068,0.6730217302173022,0.32982267322673225,0.06,0.6819854448544486,1.0,0.0,0.0,0.0,0.6819854448544486,id07,2024-07-20,2024-07-19,measurement_confidence,0.4466656000000001,0.4369696,0.4491780000000001,0.4380416,0.5810768000000001,0.38754720000000004,0.5298752,0.6735539199999999,0.296929248,0.49233279999999996,0.40114479999999997,0.3666,0.44271370000000004,0.38509733333333335,0.46929374933333334,0.53428544,0.0454282457312562,0.08332445396167848,0.062481539434946234,0.09045388013737912,0.04877961899502989,0.19476000000000002,0.372,0.40875646600000004,0.28459197131999997,0.5270629739199999,0.5465771775999999,0.4676342406400001,objective_body,0.5465771775999999,0.01951420368000001,0.3747515488759713,0.4520807708077081,cashflow_stress,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0005445843224664015,0.00048425904845800227,7.687839236746125e-05,4.3177579621262085e-07,1.0,1.0,1.0,0.5465863340330808,0.6556137671247495,0.5986524560461567,0.6518159575207572,private_stable,0.6556137671247495,0.0037978096039923415,0.6235578412153109,0.0,0.0,1.0,1.0,0.9636377613776138,0.6792184526622007
h090_white_mixed_c760_r175_q105_6748b5dc,r203_q_subjective,203,id09,2024-08-08,q_subjective,"Q1,Q2,Q3",1110000,3,1,0,source_mean,1.2508748993786003,0.5416259057971013,3,2,0.5777952380952381,0.5052285714285715,0.7310171428571429,0.34852241904761905,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.606030055187131,0.3934552380952381,0.3567634285714285,1.0378611889988476,0.3333333333333333,0.5408571428571428,-0.007230429026412577,0.014475921796794244,-6.7277747635520624e-06,-4.83474372665923e-06,0.08776566248659413,0.2632969874597824,0.3333333333333333,0.887069495694957,0.010941984419844198,0.8982933579335793,0.9114647396473965,0.5394628946289463,0.5362341123411234,0.6163386633866339,0.2606088560885609,0.43434809348093484,0.3134481344813448,0.18972939729397295,0.5386941369413694,0.03,0.3282277572775727,0.0,0.0,1.0,0.0,0.3282277572775727,id09,2024-08-08,2024-08-07,social_load,0.44603200000000004,0.465088,0.5473608000000001,0.7023808000000001,0.42870879999999995,0.44572720000000005,0.387328,0.37999795199999997,0.39494380800000006,0.4008584,0.4958528,0.4513712,0.5402154000000001,0.4643170666666667,0.40366020266666663,0.415314784,0.13470427605414267,0.026789245962350192,0.08614251251283607,0.12979072431401464,0.06242740420345719,0.39355999999999997,0.372,0.549222132,0.40864444984,0.47175852576000005,0.42105534976000003,0.39473702144,private_stable,0.47175852576000005,0.050703176000000016,0.5804250515081955,0.6009122591225913,social_load,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.007230429026412577,0.0,6.7277747635520624e-06,4.83474372665923e-06,1.0,0.0,1.0,0.6882681790650298,0.1915700956533793,0.4369006188363992,0.6307819280030071,public_transition,0.6882681790650298,0.05748625106202265,0.5614400005319827,0.0,0.0,1.0,1.0,0.9636377613776138,0.6720998855978391
h090_white_mixed_c760_r175_q105_6748b5dc,r044_q_subjective,44,id02,2024-09-30,q_subjective,"Q1,Q2,Q3",1110000,3,1,0,source_mean,1.0958504424833824,0.4861548913043478,3,2,0.5737666666666666,0.4729980952380952,0.5486571428571428,0.32272375238095236,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5670320161460715,0.36482666666666663,0.3291740571428572,0.9608449784829007,0.3333333333333333,0.5419999999999999,-0.010051639175955751,0.01780845000234188,-7.016411461673786e-06,-7.0044310136681844e-06,0.09783821228965683,0.2935146368689705,0.3333333333333333,0.9487238622386224,0.00740569905699057,0.9049559245592456,0.9652777777777778,0.47170971709717097,0.4325030750307503,0.6163386633866339,0.26476014760147604,0.43163181631816316,0.3134481344813448,0.1000410004100041,0.5386941369413694,0.03,0.34380893808938084,0.0,0.0,1.0,0.0,0.34380893808938084,id02,2024-09-30,2024-09-29,isolation_cocoon,0.2587136,0.28232,0.31111920000000004,0.4073232000000001,0.3588512,0.617456,0.48168639999999996,0.311757824,0.7296167680000001,0.5609752,0.7532384000000001,0.6836368000000002,0.31486900000000007,0.6847770666666667,0.5233847893333333,0.38501767466666664,0.07227190597629332,0.23847727904325644,0.14706432385642673,0.24633474477066686,0.13429527990581228,0.7778,0.846,0.37494947600000006,0.66099980952,0.5312604937600001,0.3968356531199999,0.5721528422400001,public_transition,0.66099980952,0.08884696727999997,0.4990142149165667,0.5323390733907339,social_load,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.010051639175955751,0.0,7.016411461673786e-06,7.0044310136681844e-06,1.0,0.0,1.0,0.7412695137925477,0.20329829982951703,0.42466530697264904,0.6932266158080944,public_transition,0.7412695137925477,0.04804289798445327,0.5653959707230855,0.0,0.0,1.0,1.0,0.9636377613776138,0.6691083505310391
h090_white_mixed_c760_r175_q105_6748b5dc,r010_full_state,10,id01,2024-08-13,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,h085_q,1.0207285898456713,0.4804483695652174,7,6,0.6934530612244899,0.3320138775510203,0.5984514285714286,0.18354048979591836,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.701942355418063,0.45372734693877553,0.33782558367346943,1.0694787195197057,0.2857142857142857,0.6664489795918367,-0.0067789834885629285,0.012466302662069717,-7.028653950200219e-06,-4.528401957841133e-06,0.042278145674566156,0.2313037790016533,0.2857142857142857,0.875820008200082,0.01460639606396064,0.9058271832718328,0.8978577285772857,0.46432964329643295,0.3702849528495285,0.987110496104961,0.16723042230422303,0.24753997539975403,0.3028392783927839,0.5822570725707257,0.9577439524395244,0.01,0.32896935219352197,0.0,0.0,1.0,0.0,0.32896935219352197,id01,2024-08-13,2024-08-12,measurement_confidence,0.5019856,0.4586736,0.6453688,0.6236368000000001,0.5374384,0.45360960000000006,0.5762323199999999,0.6723553280000001,0.47501260799999995,0.5500032,0.395836,0.460336,0.5574162,0.4365938666666667,0.5295611093333333,0.5603440426666667,0.10949695117571517,0.08713531998955008,0.0994342171419409,0.1636323365194984,0.05777112074074073,0.41580000000000006,0.076,0.56076938,0.44154193880000003,0.50643381408,0.56700377344,0.44943164543999997,objective_body,0.56700377344,0.06056995935999998,0.8054136075519999,0.8318470684706847,routine_pressure,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0067789834885629285,0.0,7.028653950200219e-06,4.528401957841133e-06,1.0,0.0,1.0,0.7175639112222877,0.22110706099316768,0.5021073387301576,0.6675840759727654,public_transition,0.7175639112222877,0.04997983524952232,0.581984198881951,0.2857142857142857,0.0,0.0,1.0,0.8392271422714227,0.6674722871278428
h090_white_mixed_c760_r175_q105_6748b5dc,r150_q_subjective,150,id06,2024-08-24,q_subjective,"Q1,Q2,Q3",1110000,3,1,0,source_mean,1.0310565159411131,0.4331521739130435,2,2,0.6743,0.5156152380952381,0.6654571428571429,0.2944813142857143,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7736388695131634,0.7447542857142858,0.5005033523809524,1.1833065384837982,0.3333333333333333,0.6791428571428572,-0.0387895439705101,0.04224583287246697,-1.2090622410274305e-05,-3.426433951738938e-05,0.2703923716165596,0.8111771148496788,0.3333333333333333,0.9972324723247232,0.0021012710127101273,0.956129561295613,0.9980524805248052,0.4085178351783518,0.3757687576875769,0.4061859368593686,0.18076055760557608,0.23482984829848297,0.3134481344813448,0.8000717507175071,0.5386941369413694,0.03,0.354171279212792,0.0,0.0,1.0,0.0,0.354171279212792,id06,2024-08-24,2024-08-23,nocturnal_awake,0.5376704000000001,0.6659952,0.6632316,0.6599919999999999,0.6350224000000001,0.4009096,0.5464972800000001,0.239064384,0.44097580799999997,0.4389472000000001,0.3811767999999999,0.3572528,0.6317223000000001,0.37977973333333326,0.5408318293333334,0.4480022613333334,0.08927253687760309,0.07745502868668706,0.08395465819169087,0.12672814448721242,0.06879251399192934,0.35268000000000005,0.592,0.616782878,0.45436547156,0.40712130319999995,0.41835658112,0.5560794854400002,calendar_q2,0.5560794854400002,0.10171401388000018,0.6612045471742688,0.6707154571545716,social_load,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0387895439705101,0.0,1.2090622410274305e-05,3.426433951738938e-05,1.0,0.0,1.0,0.7429448814477949,0.17617185631465354,0.44780960576448187,0.708674958628936,public_transition,0.7429448814477949,0.03426992281885888,0.5787752012317675,0.0,0.3333333333333333,1.0,0.0,0.8786131611316114,0.6651107674674911
h090_white_mixed_c760_r175_q105_6748b5dc,r103_full_state,103,id04,2024-10-26,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,h085_hard_bridge,0.8184639345351162,0.4030163043478261,6,7,0.6809836734693878,0.3746179591836734,0.3724114285714286,0.16139259591836735,0.14285714285714285,0.14285714285714285,0.0,0.6846922339618305,0.5312857142857143,0.26022631836734694,1.0120971641282925,0.14285714285714285,0.7083265306122449,-0.002154046082874913,-0.0013909628575141852,-1.608614566930997e-06,-1.3087743602516717e-06,0.24113642563003881,1.450184886886019,0.14285714285714285,0.6010147601476015,0.7780852808528085,0.5912515375153752,0.6103423534235343,0.3605473554735547,0.24953874538745388,0.940780032800328,0.17640426404264042,0.21028085280852804,0.28900164001640016,0.502050020500205,0.9577439524395244,0.04,0.705139401394014,1.0,0.0,0.0,0.0,0.705139401394014,id04,2024-10-26,2024-10-25,cashflow_stress,0.43146399999999996,0.460192,0.4587724,0.4062352,0.4754384,0.5743288,0.6061856,0.586460224,0.268893408,0.567768,0.5618416,0.5476800000000001,0.4391659,0.5612834666666667,0.4501724693333333,0.5381400746666667,0.06521429065990463,0.07514658052968064,0.06968382110130383,0.1289199304488445,0.05244740863774547,0.27444,0.846,0.41277879,0.3708841466,0.6114118286400001,0.53861558912,0.56467150144,private_stable,0.6114118286400001,0.0467403272000001,0.7155411461952,0.7339073390733908,cashflow_stress,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.002154046082874913,0.0013909628575141852,1.608614566930997e-06,1.3087743602516717e-06,1.0,1.0,1.0,0.5831349836313325,0.7421914862713768,0.49591322814007843,0.7216246881033761,private_stable,0.7421914862713768,0.020566798168000666,0.6333248086936504,0.2857142857142857,0.0,0.0,1.0,0.8392271422714227,0.6593396499806724
h090_white_mixed_c760_r175_q105_6748b5dc,r226_full_state,226,id09,2024-09-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,source_mean,1.0191925882758732,0.4939809782608695,6,6,0.745669387755102,0.442829387755102,0.4964914285714285,0.199710481632653,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.7255678506121362,0.6371804081632654,0.205384587755102,0.9735381125137915,0.2857142857142857,0.7113469387755103,-0.013366832219310343,0.022105078114060928,-7.380829469518807e-06,-8.865882892575756e-06,0.05314853112293966,0.3692850015988871,0.2857142857142857,0.9759122591225913,0.0036900369003690036,0.9152829028290282,0.9792947929479294,0.4832410824108241,0.3689011890118901,0.940780032800328,0.1340713407134071,0.20710332103321039,0.3028392783927839,0.6693316933169332,0.9577439524395244,0.03,0.36100451004510037,0.0,0.0,1.0,0.0,0.36100451004510037,id09,2024-09-21,2024-09-20,routine_anchor,0.44406560000000006,0.5373648,0.5588332,0.5450512000000001,0.42955040000000005,0.5725304,0.46408704,0.517434112,0.43655807999999996,0.4088304,0.5858056,0.5936463999999999,0.5213287,0.5839941333333333,0.44339850666666675,0.4878764373333333,0.04249135431513172,0.0819508503624849,0.060248127536440654,0.08397257193687589,0.02510356092420589,0.19868,0.436,0.496242046,0.31120137492,0.62012126224,0.48857302016,0.44591635840000005,private_stable,0.62012126224,0.13154824208,0.7568679361344,0.7823390733907339,social_load,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.013366832219310343,0.0,7.380829469518807e-06,8.865882892575756e-06,1.0,0.0,1.0,0.6813261755063567,0.2492877111853251,0.47311000930622454,0.6740895241356228,public_transition,0.6813261755063567,0.007236651370733815,0.5816988889275936,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8196750717507175,0.6587436726407547
h090_white_mixed_c760_r175_q105_6748b5dc,r121_q_subjective,121,id05,2024-11-13,q_subjective,"Q1,Q2,Q3",1110000,3,1,0,h085_q,0.9457673755532696,0.4142934782608696,3,2,0.6330142857142858,0.4767695238095238,0.503257142857143,0.41807013333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6386217688441084,0.4739314285714286,0.3755094857142858,1.0369551319920527,1.0,0.6581904761904761,-0.010043080479881783,0.012475820859190856,-1.520716786134691e-05,-6.633953128245671e-06,0.10792751512975239,0.2885683742521013,1.0,0.9482882328823288,0.014503895038950389,0.9656621566215662,0.9607421074210742,0.3780750307503075,0.31836818368183684,0.6163386633866339,0.2128946289462894,0.25553505535055354,0.3134481344813448,0.30232677326773266,0.5386941369413694,0.01,0.34141348913489133,0.0,0.0,1.0,0.0,0.34141348913489133,id05,2024-11-13,2024-11-12,body_fatigue,0.3517032,0.3111896,0.5777760000000001,0.47719200000000006,0.5377296,0.37930959999999997,0.6072620800000001,0.250814272,0.309957312,0.6444135999999999,0.4185512,0.38227839999999996,0.42946520000000005,0.3933797333333333,0.48498299733333344,0.40213915733333333,0.16122842944589602,0.14190445325500786,0.15253264015999635,0.3005644382564594,0.09665954480544187,0.8178,0.076,0.493956216,0.62298713232,0.32620053824,0.39977155455999996,0.43219766016000005,public_transition,0.62298713232,0.19078947215999997,0.5574020452029094,0.5815908159081591,cashflow_stress,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.010043080479881783,0.0,1.520716786134691e-05,6.633953128245671e-06,1.0,0.0,1.0,0.7600619755844132,0.1469981278516638,0.4363958832859473,0.6557740802231578,public_transition,0.7600619755844132,0.10428789536125549,0.5642593800853186,0.0,0.3333333333333333,1.0,0.0,0.8786131611316114,0.650836370857347
h090_white_mixed_c760_r175_q105_6748b5dc,r104_q3_s_stage,104,id04,2024-10-28,q3_s_stage,"Q3,S1,S2,S3,S4",0011111,5,0,4,hard_binary_edge,1.8172111275497012,0.7520878623188405,5,3,0.3800542857142857,0.4394525714285714,0.651837142857143,0.5182922342857144,0.6,0.2,1.0,0.6125344985828493,0.3520982857142857,0.40854773714285714,0.9888937908302342,1.0,0.47800000000000004,-0.000531722976197746,-0.00037735337540695246,4.182631395077772e-07,-3.0295397149713026e-07,0.01868382907932303,0.07372083443356478,0.8,0.380740057400574,0.5187064370643707,0.05391553915539155,0.38115006150061503,0.8129868798687987,0.8231344813448135,0.8643142681426814,0.5667281672816729,0.5580668306683068,0.44190754407544075,0.20920459204592046,0.7898472734727348,0.03,0.3981513940139402,1.0,0.0,0.0,1.0,0.3981513940139402,id04,2024-10-28,2024-10-27,weekend_rhythm,0.3928304,0.3641568,0.40198559999999994,0.346648,0.4645760000000001,0.5890584,0.45514304,0.37070681600000005,0.650167552,0.5469847999999999,0.5613448,0.5520240000000001,0.3764052,0.5674757333333333,0.5232955306666668,0.4272828053333333,0.07514658052968064,0.12740808643072954,0.09866425818515265,0.19541346162707682,0.05350448981786107,0.51156,0.846,0.385716008,0.52515739376,0.52587033792,0.43599277567999994,0.57049409536,calendar_q2,0.57049409536,0.04462375743999991,1.3679678456862676,0.9357831078310783,body_fatigue,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.000531722976197746,0.00037735337540695246,0.0,3.0295397149713026e-07,1.0,1.0,1.0,0.44151270191722514,0.685990908674073,0.6120792821485842,0.4364295545380212,private_stable,0.685990908674073,0.07391162652548877,0.585522914432741,0.2,0.2,0.0,0.0,0.821930094300943,0.6498236895145926
