row,subject_id,sleep_date,lifelog_date,target,current_prob,listener_prob,listener_logit_step,listener_gain,listener_aux,known_bad_same_direction,known_bad_opposite_direction,known_bad_abs_movement,row_state_route,row_state_rank,current_best_action_cell,q2_frozen_penalty,risk_s1s4_penalty,no_cohort_score,no_cohort_rank
0,id01,2024-07-31,2024-07-30,Q1,0.1839999885504578,0.1854371762717269,0.009543269190823045,3.9622793475135865e-06,0.5490857142857143,0.4919321823769951,0.0,0.4919321823769951,True,0.836,True,0.0,0.0,-0.09154285714285715,0.18742857142857142
0,id01,2024-07-31,2024-07-30,Q2,0.5115819275521561,0.4864500056521516,-0.10054925037235884,0.0007296858673370155,0.5871714285714286,0.05627813030137173,0.06681084108587332,0.12308897138724505,True,0.836,False,1.0,0.0,-0.06905142857142854,0.21257142857142858
0,id01,2024-07-31,2024-07-30,Q3,0.5074404548458739,0.5135619962451818,0.024497277959774803,4.329955330395485e-05,0.5517142857142857,0.7512498572437902,0.0,0.7512498572437902,True,0.836,True,0.0,0.0,0.011280000000000012,0.3057142857142857
0,id01,2024-07-31,2024-07-30,S1,0.5202725253271271,0.52357043643751,0.013217098705293376,1.258568591955278e-05,0.4231428571428571,0.5062776439207339,0.0,0.5062776439207339,True,0.836,True,0.0,1.0,-0.14605714285714289,0.15142857142857144
0,id01,2024-07-31,2024-07-30,S2,0.4579375217389834,0.4596904216883933,0.0070595070804452265,3.5733381289482224e-06,0.5074285714285715,0.4431278772463181,0.0,0.4431278772463181,True,0.836,True,0.0,0.0,-0.09669142857142854,0.18228571428571427
0,id01,2024-07-31,2024-07-30,S3,0.8508786159626692,0.8503544989480489,-0.004124699784230579,6.243738581157565e-07,0.3922285714285714,0.35746259677560066,0.0,0.35746259677560066,True,0.836,True,0.0,0.0,-0.1470285714285714,0.14971428571428572
0,id01,2024-07-31,2024-07-30,S4,0.5084298008946088,0.5087811200493267,0.00140569306526854,1.4259801273119876e-07,0.3453714285714285,0.04460416854450429,0.3023316479090778,0.34693581645358207,True,0.836,True,0.0,1.0,0.07544000000000002,0.37485714285714283
1,id01,2024-08-01,2024-07-31,Q1,0.0950246972067914,0.1053362535521843,0.11448052792752206,0.00034338337440070754,0.7694000000000001,0.08204415101269324,0.3623171275872519,0.4443612785999451,False,0.412,False,0.0,0.0,0.40069714285714286,0.7954285714285714
1,id01,2024-08-01,2024-07-31,Q2,0.5142003796073951,0.5181754970799629,0.015917238489441293,1.8269299452922105e-05,0.2008571428571428,0.0,2.9604214912826166e-11,2.9604214912826166e-11,False,0.412,False,1.0,0.0,-0.46685714285714286,0.032
1,id01,2024-08-01,2024-07-31,Q3,0.510501737615549,0.4721808014898611,-0.15340496092091793,0.0016972340874906733,0.5351428571428571,0.0,0.11035108638111407,0.11035108638111407,False,0.412,False,0.0,0.0,0.7111314285714285,0.9742857142857143
1,id01,2024-08-01,2024-07-31,S1,0.223901638829074,0.2030504378939282,-0.12426455820084747,0.0007438376466643026,0.3969428571428571,0.0,0.07833483236122829,0.07833483236122829,False,0.412,False,0.0,1.0,0.5119542857142858,0.9057142857142857
1,id01,2024-08-01,2024-07-31,S2,0.467637104525372,0.4614801470816216,-0.024752514513276674,4.3999372496106304e-05,0.2471428571428571,0.0,0.06577539729172871,0.06577539729172871,False,0.412,False,0.0,0.0,0.26610285714285714,0.6005714285714285
1,id01,2024-08-01,2024-07-31,S3,0.8477592475098434,0.8432616780888157,-0.034433876103226346,4.480478760993112e-05,0.4705142857142857,0.1932765985582583,0.0,0.1932765985582583,False,0.412,False,0.0,0.0,-0.058285714285714274,0.2297142857142857
1,id01,2024-08-01,2024-07-31,S4,0.3729978985430439,0.3640886079729325,-0.03828485987382535,9.840982282249833e-05,0.4965142857142857,0.0,0.3983826127845762,0.3983826127845762,False,0.412,False,0.0,1.0,0.3397028571428571,0.696
2,id01,2024-08-02,2024-08-01,Q1,0.1032837510399468,0.0998835570903304,-0.03725964392279213,3.649325602561593e-05,0.5154857142857143,0.048595994816818866,0.21531293036150645,0.2639089251783253,False,0.412,False,0.0,0.0,0.21622857142857138,0.5365714285714286
2,id01,2024-08-02,2024-08-01,Q2,0.536621580933206,0.5558338665885816,0.07752166666760774,0.0004298138537058849,0.2544285714285714,0.06391462957139699,1.3354045647062662e-10,0.06391462970493744,False,0.412,False,1.0,0.0,-0.3919085714285715,0.046285714285714284
2,id01,2024-08-02,2024-08-01,Q3,0.5682112561937659,0.5617335946194031,-0.026356080184703284,4.931091557835998e-05,0.1798,0.07723421222599602,0.0,0.07723421222599602,False,0.412,False,0.0,0.0,0.015725714285714287,0.312
2,id01,2024-08-02,2024-08-01,S1,0.2518576456277656,0.2451144903873105,-0.03611144215387263,7.020831127368954e-05,0.4549142857142857,0.05202433889140656,0.29269837671424703,0.3447227156056536,False,0.412,False,0.0,1.0,0.16568000000000005,0.472
2,id01,2024-08-02,2024-08-01,S2,0.4522512987540221,0.4455001466865816,-0.027290354708841058,5.318775763396566e-05,0.3001428571428571,0.0352041967105734,0.1483497598933009,0.1835539566038743,False,0.412,False,0.0,0.0,0.19974857142857141,0.5165714285714286
2,id01,2024-08-02,2024-08-01,S3,0.8949298069616637,0.9236454381120364,0.350823838166197,0.002839623276938985,0.9285428571428572,0.3654594726171827,0.5852415579676411,0.9507010305848238,False,0.412,False,0.0,0.0,0.49817142857142865,0.8982857142857142
2,id01,2024-08-02,2024-08-01,S4,0.4013011799248306,0.3577349856861712,-0.18516211497787877,0.0023210790209915455,0.6734285714285715,0.16958828392152053,0.29530171686814133,0.46489000078966186,False,0.412,False,0.0,1.0,0.39585142857142847,0.7868571428571428
3,id01,2024-08-03,2024-08-02,Q1,0.6612812262919237,0.6608201989248288,-0.0020575824816981836,2.73923543736565e-07,0.2133428571428571,0.1517875201629516,0.0,0.1517875201629516,True,0.844,True,0.0,0.0,-0.1289028571428571,0.15714285714285714
3,id01,2024-08-03,2024-08-02,Q2,0.6600442750657125,0.6926705483094857,0.14914265429842044,0.0013991085263493908,0.6592571428571428,0.13192467018427279,0.23366783746967645,0.36559250765394924,True,0.844,False,1.0,0.0,-0.06249142857142864,0.22457142857142856
3,id01,2024-08-03,2024-08-02,Q3,0.5825405612758282,0.5792881428578803,-0.013359593966736472,1.254868654831931e-05,0.4633428571428571,0.44921066049113717,0.0,0.44921066049113717,True,0.844,True,0.0,0.0,-0.050537142857142836,0.23885714285714285
3,id01,2024-08-03,2024-08-02,S1,0.8856649411247233,0.8844569257457948,-0.011875042482112352,4.145264845545338e-06,0.4051428571428571,0.5592521902013432,0.0,0.5592521902013432,True,0.844,True,0.0,1.0,-0.19677714285714287,0.12228571428571429
3,id01,2024-08-03,2024-08-02,S2,0.5721461430128739,0.5695620616481524,-0.010548170953480596,7.871514306034832e-06,0.4362857142857143,0.2979932809359747,0.09894811837595185,0.39694139931192657,True,0.844,True,0.0,0.0,-0.06318857142857137,0.22342857142857142
3,id01,2024-08-03,2024-08-02,S3,0.8471588175105197,0.8455634161020195,-0.012269205744215528,5.655986191011042e-06,0.5615428571428571,0.4387038760039652,0.0,0.4387038760039652,True,0.844,True,0.0,0.0,-0.0683428571428571,0.21485714285714286
3,id01,2024-08-03,2024-08-02,S4,0.6214483717332009,0.6176549412028199,-0.016093913419436112,1.7634047557946175e-05,0.3555142857142857,0.6455099299569109,0.0,0.6455099299569109,True,0.844,True,0.0,1.0,-0.14616571428571434,0.15085714285714286
4,id01,2024-08-04,2024-08-03,Q1,0.5445439902464404,0.5326634679936281,-0.04780938377707533,0.0001640607342801026,0.2444,0.03308147922599958,0.0,0.03308147922599958,False,0.412,False,0.0,0.0,0.2282971428571429,0.5508571428571428
4,id01,2024-08-04,2024-08-03,Q2,0.5395147550620563,0.5521281148030351,0.05088357035821836,0.00018525491159437912,0.3202857142857143,0.1015855621222585,0.0,0.1015855621222585,False,0.412,False,1.0,0.0,-0.5540571428571429,0.017142857142857144
4,id01,2024-08-04,2024-08-03,Q3,0.5388232923930961,0.555674747689608,0.06801990191435092,0.0003308077197750059,0.2333428571428571,0.029817424953774152,0.0,0.029817424953774152,False,0.412,False,0.0,0.0,0.30054857142857144,0.6468571428571429
4,id01,2024-08-04,2024-08-03,S1,0.7815781459655472,0.7547452215988463,-0.1508041811650176,0.0011761323675237856,0.6057142857142858,0.12364345276389033,0.06807412382885691,0.19171757659274724,False,0.412,False,0.0,1.0,0.29100000000000004,0.6314285714285715
4,id01,2024-08-04,2024-08-03,S2,0.6868186532777408,0.7164580494875096,0.14167172744319312,0.0012068911775737767,0.7743142857142857,0.14717369794506308,0.27119712229880544,0.4183708202438685,False,0.412,False,0.0,0.0,0.4344685714285714,0.8348571428571429
4,id01,2024-08-04,2024-08-03,S3,0.8598191584284451,0.8720138621192446,0.10509458878246258,0.0003677374938209077,0.6753428571428572,0.11224574114352492,0.23688199660054754,0.34912773774407246,False,0.412,False,0.0,0.0,0.3268342857142857,0.6834285714285714
4,id01,2024-08-04,2024-08-03,S4,0.6844363334065584,0.688231211890839,0.01762782484129144,1.9305757023801995e-05,0.3312,0.04442780495334242,0.2781567444513266,0.322584549404669,False,0.412,False,0.0,1.0,0.07089142857142854,0.37257142857142855
5,id01,2024-08-06,2024-08-05,Q1,0.1250884806363739,0.0964201095576012,-0.29254831565414263,0.002376219721748729,0.6729999999999999,0.16542532252719533,0.2128570421002296,0.3782823646274249,False,0.412,False,0.0,0.0,0.4699428571428572,0.8708571428571429
5,id01,2024-08-06,2024-08-05,Q2,0.5429948329009698,0.5375392540093037,-0.021964998426492632,3.460646515440757e-05,0.2641142857142857,3.9086234249197105e-12,0.0,3.9086234249197105e-12,False,0.412,False,1.0,0.0,-0.4703771428571429,0.030857142857142857
