route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,family_badnight_aftereffect,family_nocturnal_awake,family_bedtime_arousal,family_social_load,family_routine_pressure,family_recovery_rest,family_cashflow_stress,family_measurement_confidence,family_weekend_rhythm,family_body_fatigue,family_isolation_cocoon,family_routine_anchor,family_max_score,family_top,human_route_support,human_route_support_rank,human_best_family,human_best_family_contrib,h071_selected_route,h071_row_route_overlap,assignment_rank_h072,public_rank_h072,invariant_rank_h072,gain_rank_h072,shortcut_avoid_rank_h072,novelty_h071_rank,h072_route_score,mean_h073_bridge_cell_score,sum_h073_bridge_cell_score,mean_story_action_energy,mean_story_to_h068_selected,mean_story_to_h068_health,mean_story_route_shortcut,h073_bridge_rank,h073_story_rank,h073_shortcut_avoid_rank,h073_assignment_rank,h073_public_rank,h073_invariant_rank,h073_route_score,mean_h074_cell_score,sum_h074_cell_score,mean_h074_positive_energy,mean_h074_negative_space,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_h074_bad_margin_rank,mean_h074_e216_opp_rank,h074_route_score,mean_h075_transport_cell_score,sum_h075_transport_cell_score,mean_h075_transport_alignment,mean_h075_transport_gain_rank,mean_h075_inverse_align,mean_h075_mirror_gain,mean_h075_hybrid_gain,mean_h075_edge_gain,h075_route_score,h076_policy,h076_decoder,h076_decoder_scale,sum_h076_public_contrib,sum_h076_value_gain,mean_h076_public_action_gain,mean_h076_value_gain,mean_h076_cell_score,mean_h076_public_gain_rank,mean_h076_value_gain_rank,mean_h076_delta_abs_rank,positive_public_cells,h076_value_action_rank,h076_value_posterior_rank,h076_support_rank,h076_route_score,route_action_gain,h078_route_pick_score,candidate_id
r164_q2_s3_tail,164,id07,2024-07-26,q2_s3_tail,"Q2,S3",2,1,1,1.0232121366372524,0.9023342857142856,0.4511671428571428,0.5129614108274039,0.5824914285714285,0.3701928571428571,0.4046914285714286,0.5127371428571428,0.0032063267027249,0.0064126534054499,1,2,1,0,100010,"1,5",0.3831521739130434,0.3154438405797101,0.6000905797101449,0.435516304347826,0.6470816,0.5751999999999999,0.522262,0.4895424,0.5477040000000001,0.3134208,0.7966867200000001,0.638699904,0.335773536,0.5641856,0.40212,0.3179999999999999,0.7966867200000001,cashflow_stress,0.4839049254662446,0.5262681159420289,cashflow_stress,0.182919270912,0.0,0.0,0.4221014492753623,0.3736413043478261,0.4782608695652174,0.8265398550724637,0.6000905797101449,0.4139492753623188,0.5061692416463768,0.38562,0.77124,0.2048457142857142,0.427681749550987,0.3150897938938419,0.502039183510693,0.3722826086956521,0.3269927536231884,0.338768115942029,0.4221014492753623,0.3736413043478261,0.4782608695652174,0.3901811594202898,0.5344571428571429,1.0689142857142857,0.4986828571428571,0.1790857142857143,0.658,0.305,0.6765714285714286,0.5934285714285714,0.4950588768115943,0.5000885714285714,1.0001771428571429,0.6765714285714286,0.5677142857142857,0.1997314405719431,0.0025645822230175,0.0030571417558264,0.0025645822230175,0.5393251811594204,q2_tail_stage_soft,soft_edge,0.88,-0.0004191219145467,-0.0040675604371724,0.0002095609572733,-0.0020337802185862,0.0702177396878483,0.8642001114827202,0.5043199554069119,0.9133221850613156,2,0.9981884057971014,0.1317934782608695,0.5166893115942028,0.2928876811594202,0.0004191219145467,0.6996666666666667,h078_route_cascade_soft_d02ba5ca
r069_s23_core,69,id03,2024-08-29,s23_core,"S2,S3",2,0,2,1.0773215280004134,0.7927114285714287,0.3963557142857143,0.3763571250612876,0.4979771428571428,0.3619071428571428,0.2343057142857142,0.4190971428571428,0.000159909211235,0.0003198184224701,2,2,1,0,110,"4,5",0.427536231884058,0.46875,0.6159420289855072,0.4281702898550725,0.4073816,0.4187352000000001,0.5984456,0.5066144,0.4475088,0.3310120000000001,0.49681856,0.383679424,0.28999824,0.5804832,0.3205768,0.3238016,0.5984456,bedtime_arousal,0.1345370940416,0.228713768115942,body_fatigue,0.0475996224,0.0,1.0,0.4139492753623188,0.0706521739130434,0.2785326086956521,0.269927536231884,0.6159420289855072,0.4139492753623188,0.1922225351884058,0.4915828571428572,0.9831657142857144,0.4703828571428571,0.4619460671339994,0.429244251793018,0.3601572412983726,0.4891304347826087,0.8464673913043478,0.6585144927536232,0.4139492753623188,0.0706521739130434,0.2785326086956521,0.485865036231884,0.5196485714285713,1.0392971428571427,0.4804828571428571,0.0992828571428571,0.534,0.3892857142857143,0.5051428571428571,0.6508571428571428,0.4057540760869564,0.2065714285714285,0.4131428571428571,0.5051428571428571,0.2377142857142857,0.1318277517282695,-0.0031416102829466,-0.0005987185673664,-0.0030612596226579,0.3186956521739131,objective_stage_edge,soft_edge,0.8,-0.0005224944792378,-0.0221210696802176,0.0002612472396189,-0.0110605348401088,-0.657936872909699,0.5390886287625418,0.0429208472686733,0.8388377926421404,1,1.0,0.0466485507246376,0.398161231884058,0.1808027173913043,0.0005224944792378,0.623,h078_route_cascade_soft_d02ba5ca
r060_s_stage,60,id03,2024-08-18,s_stage,"S1,S2,S3,S4",4,0,4,1.2230640451473145,1.506554285714286,0.3766385714285715,0.3404066234304815,0.51206,0.3414571428571428,0.2878085714285713,0.2590971428571428,0.0003949532912418,0.0015798131649674,4,3,1,1,1111,"3,4,5,6",0.5267210144927537,0.7373188405797102,0.6634963768115942,0.5527989130434782,0.594568,0.3459216,0.4845488,0.4647088,0.6600064,0.3091952,0.49786368,0.5160759039999999,0.720281344,0.6919728,0.315916,0.3002736,0.720281344,weekend_rhythm,0.7706439686577929,0.7957427536231884,body_fatigue,0.1699353392457143,0.0,1.0,0.5665760869565217,0.1281702898550724,0.0473278985507246,0.4583333333333333,0.6634963768115942,0.6283967391304348,0.5352027283292754,0.4090014285714286,1.6360057142857145,0.30408,0.3635213834071376,0.4122368313358036,0.3406977571731163,0.5797101449275363,0.5258152173913043,0.7115036231884058,0.5665760869565217,0.1281702898550724,0.0473278985507246,0.4844089673913043,0.4801657142857142,1.920662857142857,0.4493771428571428,0.075605,0.5,0.4202857142857142,0.4885714285714285,0.4638571428571428,0.4501336050724637,0.1979742857142856,0.7918971428571427,0.4885714285714285,0.4151428571428571,0.1174617672121267,-0.0006888480558756,0.0001434298325025,-0.0005444561722013,0.3913473731884058,objective_stage_edge,soft_edge,0.84,-0.0002861887314597,-0.0265413511203283,7.15471828649348e-05,-0.006635337780082,-0.6714625139353401,0.565182552954292,0.0960493311036789,0.9115802675585284,2,0.9968297101449276,0.0701992753623188,0.454855072463768,0.1974054347826088,0.0002861887314597,0.5916666666666667,h078_route_cascade_soft_d02ba5ca
r122_q2_s3_tail,122,id05,2024-11-14,q2_s3_tail,"Q2,S3",2,1,1,1.1818185915761918,1.1019742857142856,0.5509871428571428,0.6283628393988324,0.6597657142857143,0.3376071428571428,0.43336,0.6462571428571428,0.0017906578859019,0.0035813157718038,1,2,0,0,100010,"1,5",0.4968297101449275,0.3154438405797101,0.6743659420289855,0.4993795289855072,0.6037888,0.4991823999999999,0.661624,0.7215616000000001,0.6411376000000001,0.45196,0.4961055999999999,0.54421888,0.5949713279999999,0.7652656,0.422696,0.4789584,0.7652656,body_fatigue,0.4430040766710791,0.4968297101449275,cashflow_stress,0.1139058457599999,0.0,1.0,0.5,0.427536231884058,0.7447916666666666,0.646286231884058,0.6743659420289855,0.4139492753623188,0.5441843880869565,0.4502228571428571,0.9004457142857143,0.1519028571428571,0.3057586916144606,0.3661589115639492,0.3385543370362841,0.4451992753623188,0.2477355072463768,0.7205615942028986,0.5,0.427536231884058,0.7447916666666666,0.4688066123188406,0.5792057142857143,1.1584114285714286,0.60102,0.1142342857142857,0.5391428571428571,0.4258571428571429,0.5442857142857143,0.5347142857142857,0.4851177536231885,0.2556199999999999,0.5112399999999999,0.5442857142857143,0.7808571428571428,0.1922970693754883,-0.0002532936454603,0.0013270120667539,0.0003356666426558,0.4776721014492753,q2_tail_stage_soft,soft_edge,0.88,-0.0002322823117375,-0.0081361738818848,0.0001161411558687,-0.0040680869409424,-0.6180190914158306,0.564799331103679,0.0519788182831661,0.9133221850613156,1,0.9959239130434784,0.1154891304347826,0.4696603260869565,0.2094844202898549,0.0002322823117375,0.47633333333333333,h078_route_cascade_soft_d02ba5ca
r004_q2_s3_tail,4,id01,2024-08-04,q2_s3_tail,"Q2,S3",2,1,1,1.0109015141487636,0.7884599999999999,0.3942299999999999,0.4535799822559753,0.5121657142857142,0.3938214285714285,0.3266457142857142,0.5410571428571428,0.0004740179412078,0.0009480358824157,1,2,0,0,100010,"1,5",0.3740942028985507,0.3154438405797101,0.5471014492753623,0.3786005434782609,0.3671368,0.4221256,0.6269760000000001,0.5926160000000001,0.4198624000000001,0.5078176,0.80282688,0.2227055359999999,0.7175570560000001,0.5252728,0.5201608,0.5606048,0.80282688,cashflow_stress,0.4407771909009497,0.495018115942029,cashflow_stress,0.184329051648,0.0,1.0,0.34375,0.1970108695652173,0.5486865942028986,0.3772644927536231,0.5471014492753623,0.4139492753623188,0.4289165919478261,0.4401857142857144,0.8803714285714288,0.4021142857142856,0.4492189377872084,0.3520997330379536,0.4200576540370304,0.4334239130434782,0.7346014492753623,0.4895833333333333,0.34375,0.1970108695652173,0.5486865942028986,0.461551177536232,0.4737028571428571,0.9474057142857142,0.50946,0.0232942857142857,0.4562857142857143,0.4798571428571428,0.5074285714285715,0.5227142857142857,0.3310009057971014,0.1606742857142856,0.3213485714285712,0.5074285714285715,0.5377142857142857,0.1358687110446922,-0.0004467798780684,0.0002580806834311,-0.0002814933214525,0.3245448369565216,q2_tail_stage_soft,soft_edge,0.88,-0.0003078687497236,-0.015055276519035,0.0001539343748618,-0.0075276382595175,-0.6951916109253067,0.5364409141583054,0.0403428093645484,0.9133221850613156,1,0.9968297101449276,0.0742753623188405,0.3272327898550725,0.1438789855072462,0.0003078687497236,0.47366666666666657,h078_route_cascade_soft_d02ba5ca
r080_s_stage,80,id04,2024-09-10,s_stage,"S1,S2,S3,S4",4,0,4,1.379861916575886,1.7171085714285717,0.4292771428571429,0.3808523377161958,0.4901457142857143,0.3565785714285714,0.4408099999999999,0.1379771428571428,0.0008817062577796,0.0035268250311186,4,4,2,0,1111,"3,4,5,6",0.6209239130434783,0.8054800724637681,0.6268115942028986,0.6439764492753624,0.4034671999999999,0.377312,0.4427648,0.440712,0.405224,0.444864,0.3794822399999999,0.42048832,0.3355141439999999,0.5108776,0.461952,0.4615536,0.5108776,body_fatigue,0.6679390818017444,0.6788949275362319,measurement_confidence,0.1365688724043636,1.0,1.0,0.6770833333333334,0.4420289855072464,0.0029438405797101,0.6422101449275363,0.6268115942028986,0.6283967391304348,0.5625590375072463,0.5653257142857144,2.2613028571428577,0.6175257142857142,0.4959818871968747,0.4605945516058637,0.3744951724077345,0.7821557971014492,0.9719202898550724,0.6132246376811594,0.6770833333333334,0.4420289855072464,0.0029438405797101,0.6768999094202899,0.5493514285714286,2.1974057142857144,0.5564485714285714,-0.0158842857142856,0.4107142857142857,0.4934285714285714,0.3865714285714285,0.3502142857142857,0.4706046195652173,0.2585042857142857,1.0340171428571427,0.3865714285714285,0.6748571428571428,0.0515378326498415,0.0005476417912794,0.0008048146389032,0.000870260514671,0.4424524456521739,objective_stage_edge,soft_edge,0.84,-0.0002540119195048,-0.0296325540317852,6.350297987620655e-05,-0.0074081385079463,-0.7626780239687849,0.3176909141583054,0.0874790969899665,0.9115802675585284,1,0.9954710144927535,0.0552536231884058,0.4693070652173913,0.1338368659420289,0.0002540119195048,0.43800000000000006,h078_route_cascade_soft_d02ba5ca
r177_s_stage,177,id07,2024-08-28,s_stage,"S1,S2,S3,S4",4,0,4,1.325107866575886,1.6029171428571432,0.4007292857142858,0.3625780520019102,0.4240742857142857,0.4394607142857143,0.4502328571428571,0.3400171428571428,0.0004154003773426,0.0016616015093705,4,4,0,0,1111,"3,4,5,6",0.5878623188405797,0.8054800724637681,0.458786231884058,0.5899501811594202,0.54904,0.4203711999999999,0.5581172,0.52912,0.6071440000000001,0.3358888,0.5828416000000001,0.686100224,0.326770752,0.5545543999999999,0.4340616,0.3319408,0.686100224,measurement_confidence,0.7503366114644805,0.7767210144927537,measurement_confidence,0.2228359968430545,1.0,1.0,0.6168478260869565,0.463768115942029,0.134963768115942,0.4660326086956521,0.458786231884058,0.6283967391304348,0.5722115878133335,0.4524685714285715,1.8098742857142864,0.3276885714285714,0.3740474635663019,0.4396213402944363,0.3574770817494599,0.6490036231884058,0.5801630434782609,0.6634963768115942,0.6168478260869565,0.463768115942029,0.134963768115942,0.5680887681159421,0.5197028571428571,2.0788114285714285,0.5411471428571429,-0.043515,0.4001428571428571,0.5605,0.3942857142857142,0.434,0.4070720108695652,0.1838828571428571,0.7355314285714285,0.3942857142857142,0.4425714285714285,0.0738105648549962,-0.0019054904421525,-0.0001254089688717,-0.0015264135750545,0.3315602355072464,objective_stage_edge,soft_edge,0.84,-0.0002709921780565,-0.0345843365493044,6.774804451413866e-05,-0.0086460841373261,-0.815595039018952,0.2840370680044593,0.0721502229654403,0.9115802675585284,1,0.9963768115942028,0.0289855072463768,0.3960778985507245,0.0915721920289855,0.0002709921780565,0.40800000000000003,h078_route_cascade_soft_d02ba5ca
r158_q2_s3_tail,158,id07,2024-07-20,q2_s3_tail,"Q2,S3",2,1,1,1.0450171462693782,0.8294314285714285,0.4147157142857142,0.4395785536845467,0.5418228571428572,0.4492642857142856,0.4610628571428571,0.3965171428571429,0.0023757042694247,0.0047514085388494,2,2,1,0,100010,"1,5",0.3990036231884058,0.46875,0.4402173913043478,0.4468795289855072,0.4466656000000001,0.4369696,0.4491780000000001,0.4380416,0.5810768000000001,0.3875472,0.5298752,0.6735539199999999,0.296929248,0.4923327999999999,0.4011447999999999,0.3666,0.6735539199999999,measurement_confidence,0.3747515488759713,0.4560688405797101,cashflow_stress,0.12165934592,0.0,0.0,0.4370471014492754,0.4841485507246377,0.2192028985507246,0.7377717391304348,0.4402173913043478,0.4139492753623188,0.4495444479652173,0.44682,0.89364,0.3732857142857143,0.5889140958308277,0.3375103175743363,0.5653039956255104,0.4415760869565217,0.6752717391304348,0.2418478260869565,0.4370471014492754,0.4841485507246377,0.2192028985507246,0.4557925724637681,0.5206,1.0412,0.5240742857142857,0.0803457142857142,0.5694285714285714,0.381,0.5377142857142857,0.6102857142857143,0.4247509057971014,0.2320257142857143,0.4640514285714286,0.5377142857142857,0.6002857142857143,0.1817884700758798,0.0011629115605289,0.0020931212157349,0.0011680523407653,0.4258605072463768,q2_tail_stage_soft,soft_edge,0.88,-0.0001793355393445,-0.0076323492968954,8.966776967226889e-05,-0.0038161746484477,0.0385608277591973,0.8370958751393534,0.4586120401337792,0.9133221850613156,2,0.9945652173913044,0.1182065217391304,0.4402989130434782,0.2340257246376811,0.0001793355393445,0.38233333333333336,h078_route_cascade_soft_d02ba5ca
r012_s_stage,12,id01,2024-08-15,s_stage,"S1,S2,S3,S4",4,0,4,1.481375016575886,1.982454285714286,0.4956135714285715,0.5042580520019102,0.5505057142857144,0.454875,0.3802442857142856,0.6085171428571429,0.0014961272616923,0.0059845090467692,3,3,1,1,1111,"3,4,5,6",0.6721014492753623,0.6632699275362319,0.4288949275362319,0.632336956521739,0.5835264,0.4082112,0.6163148,0.7554368000000001,0.6348688,0.3894712,0.5553004800000001,0.6884101119999999,0.4484699519999999,0.7730728000000001,0.440172,0.426312,0.7730728000000001,body_fatigue,0.8612466902247697,0.8781702898550725,measurement_confidence,0.2235862169669818,0.0,1.0,0.6671195652173914,0.3192934782608695,0.671875,0.8084239130434783,0.4288949275362319,0.6283967391304348,0.679963267594203,0.5304000000000001,2.1216000000000004,0.38482,0.3494347322574651,0.4564357229777293,0.2646989996252396,0.7332427536231884,0.6965579710144928,0.8808876811594203,0.6671195652173914,0.3192934782608695,0.671875,0.6772395833333332,0.5733657142857143,2.293462857142857,0.6160742857142858,-0.0595957142857143,0.3682857142857142,0.5702142857142858,0.3337142857142857,0.4391428571428571,0.4481317934782608,0.0855742857142857,0.3422971428571428,0.3337142857142857,0.7354285714285714,0.0577678191885491,0.0007846501623861,0.001331242928536,0.001484482482487,0.3353691123188406,objective_stage_edge,soft_edge,0.84,-0.0001869855355861,-0.0187773719026812,4.6746383896547e-05,-0.0046943429756703,-0.1173090858416945,0.9569397993311036,0.2804835562987737,0.9115802675585284,4,0.9941123188405796,0.1191123188405797,0.3991032608695653,0.1678556159420292,0.0001869855355861,0.30900000000000005,h078_route_cascade_soft_d02ba5ca
r086_q2_s3_tail,86,id04,2024-09-19,q2_s3_tail,"Q2,S3",2,1,1,0.5291097039137174,0.3740857142857141,0.187042857142857,0.2328599822559753,0.3275885714285714,0.5854428571428572,0.1436742857142857,0.4614571428571429,0.0013952012936701,0.0027904025873402,2,2,0,0,100010,"1,5",0.1096014492753623,0.46875,0.2644927536231884,0.2203170289855072,0.3668008,0.4082504,0.4640072,0.5398544000000001,0.5521904000000001,0.5748616,0.4401984,0.360835136,0.317811648,0.495664,0.6731872,0.5521328,0.6731872,isolation_cocoon,0.3454821596270504,0.4406702898550724,cashflow_stress,0.1010695526399999,0.0,1.0,0.1580615942028985,0.0190217391304347,0.3691123188405797,0.5801630434782609,0.2644927536231884,0.4139492753623188,0.3144238889275362,0.2554,0.5108000000000001,0.2241257142857143,0.3943548184069121,0.3352788481315589,0.4293299980172763,0.1893115942028985,0.3614130434782608,0.4696557971014493,0.1580615942028985,0.0190217391304347,0.3691123188405797,0.2531974637681159,0.2873371428571428,0.5746742857142857,0.3951657142857143,-0.2053542857142857,0.2279999999999999,0.6191428571428572,0.1788571428571428,0.2282857142857143,0.0440806159420289,-0.2566857142857143,-0.5133714285714286,0.1788571428571428,0.5765714285714286,0.0,0.0,0.0010743383013827,0.0013952012936701,-0.2155593297101449,q2_tail_stage_soft,soft_edge,0.88,-0.0003095589611825,-0.0190078210134911,0.0001547794805912,-0.0095039105067455,-0.5672784280936455,0.9931020066889632,0.0304487179487179,0.9133221850613156,2,0.9972826086956522,0.0493659420289855,0.115919384057971,0.054498188405797,0.0003095589611825,0.2403333333333333,h078_route_cascade_soft_d02ba5ca
