source_file,row,subject_id,sleep_date,lifelog_date,target_index,target,flat_idx,h057_prob,source_move,old_prob,new_prob,amp,route_mode,route_score,spec
submission_h075_antibad_transport_f6863945_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,0,Q1,917,0.1393062550493462,0.28567472954701456,0.1393062550493462,0.162705759952302,0.64,no_pre_safe,4.3656943345280075,route_responsibility_upside
submission_h075_antibad_transport_f6863945_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,3,S1,920,0.4449659218740104,-0.0971999946117515,0.4449659218740104,0.42965967278496936,0.64,no_pre_safe,4.3656943345280075,route_responsibility_upside
submission_h075_antibad_transport_f6863945_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,5,S3,922,0.9517175149417152,0.017595005716246614,0.9517175149417152,0.9522323391613147,0.64,no_pre_safe,4.3656943345280075,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,138,id06,2024-07-18,2024-07-17,0,Q1,966,0.3894243550190952,0.12103978864931364,0.3894243550190952,0.4079933260657097,0.64,no_pre_safe,2.9980053371169832,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,138,id06,2024-07-18,2024-07-17,2,Q3,968,0.4927743691253319,-0.2439910426970276,0.4927743691253319,0.4538668832961739,0.64,no_pre_safe,2.9980053371169832,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,138,id06,2024-07-18,2024-07-17,4,S2,970,0.9601512571487648,0.007684532250833875,0.9601512571487648,0.9603390024555567,0.64,no_pre_safe,2.9980053371169832,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,98,id04,2024-10-19,2024-10-18,1,Q2,687,0.4631417001415242,-0.4246079449397575,0.4631417001415242,0.39664831616416685,0.64,no_pre_safe,2.9705010744295923,route_responsibility_upside
submission_h075_antibad_transport_f6863945_uploadsafe.csv,194,id08,2024-09-09,2024-09-08,1,Q2,1359,0.7100675875039203,-0.2830199800956832,0.7100675875039203,0.6714122791559973,0.64,q_route,2.9483873401389027,route_responsibility_upside
submission_h075_antibad_transport_f6863945_uploadsafe.csv,91,id04,2024-09-25,2024-09-24,1,Q2,638,0.517487560784734,-0.2950632605530781,0.517487560784734,0.4703195108010076,0.64,q_route,2.5905965800666637,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,14,id01,2024-09-02,2024-09-01,0,Q1,98,0.2549100024552317,-0.11374113958447762,0.2549100024552317,0.2413323467796723,0.64,no_pre_safe,2.5888872871794324,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,14,id01,2024-09-02,2024-09-01,1,Q2,99,0.5814373972533974,-0.049780265822212066,0.5814373972533974,0.5736643375730404,0.64,no_pre_safe,2.5888872871794324,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,14,id01,2024-09-02,2024-09-01,2,Q3,100,0.5883167242663031,-0.11286576505389145,0.5883167242663031,0.5707169912989898,0.64,no_pre_safe,2.5888872871794324,route_responsibility_upside
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,14,id01,2024-09-02,2024-09-01,5,S3,103,0.8398878980738034,0.17927236686836467,0.8398878980738034,0.8547221756396656,0.64,no_pre_safe,2.5888872871794324,route_responsibility_upside
