source,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
best__absolute_plus_deviation__c0.3_b0.2,0.6229613176952576,0.6689861051722832,0.7020978592408005,0.6741574430886071,0.5709585946396454,0.5775006583045229,0.5239268911855993,0.6431016722353451
best_plus_routine_regularity__deviation__c0.03_b0.2,0.6237748709431087,0.6692926682180808,0.7018463657556148,0.6714960148330212,0.5686173980160291,0.5744331100598646,0.5436029603765026,0.6371355793426473
best__absolute_plus_deviation__c0.1_b0.2,0.6237927803338889,0.6700346459207199,0.7010001209828194,0.6736543305290845,0.570926638022677,0.5773858608726387,0.530509557959145,0.6430383080501377
best__deviation__c0.3_b0.2,0.6240101458125175,0.6684858700909789,0.7005359830135,0.6709453564867801,0.5722806991144583,0.5788038606570198,0.5319263483329497,0.6450929029919353
best__absolute__c0.3_b0.2,0.6241173933055804,0.6684824693681113,0.6960139424354125,0.6715958320010429,0.5767896497254626,0.57712377584321,0.5353697319901312,0.6434463517756924
routine_regularity__deviation__c0.03_b0.2,0.6242596077172039,0.6704594668885914,0.700338099803804,0.6717549043653461,0.5711466699208549,0.5744832508214112,0.5452100314891392,0.6364248307312809
best_plus_routine_regularity__deviation__c0.03_b0.1,0.6244662078337401,0.6701216710474638,0.7019537670005135,0.6735371806562386,0.5708575171195132,0.5758437850899556,0.5381924406858631,0.6407570932366327
routine_regularity__deviation__c0.1_b0.1,0.6245901650832762,0.6724496291282177,0.7014819248995587,0.6733016717150784,0.5700537856234733,0.5744385146990582,0.5409885939445346,0.6394170355730128
best__absolute_plus_deviation__c0.3_b0.1,0.6246402437204839,0.6703870520810266,0.7028804579912902,0.6753899056246451,0.5725652829206151,0.5782982172544664,0.5283124809539718,0.644648309217372
best_plus_routine_regularity__deviation__c0.1_b0.1,0.6247052170741358,0.6714761937604425,0.7029525435031025,0.6728687997962634,0.5690985885611837,0.5755899105264937,0.540507218111133,0.640443265260332
best_plus_routine_regularity__absolute_plus_deviation__c0.03_b0.1,0.6247291025872429,0.6693891560179638,0.703684986639373,0.6743420592807544,0.5690831462826701,0.5762397013455302,0.5398153230758905,0.6405493454685187
best_plus_routine_regularity__absolute_plus_deviation__c0.03_b0.2,0.6247402473648108,0.6684427161126274,0.7056695643528231,0.6736138377768259,0.565616360449594,0.57559839465709,0.5471043595999923,0.6371364986047239
routine_regularity__deviation__c0.03_b0.1,0.6247691471328862,0.6708130415813798,0.7012633003236128,0.6737835230273171,0.5722745243610166,0.5757817498286992,0.5390257264682774,0.6404421643399006
best__absolute__c0.1_b0.2,0.6248055077107109,0.6690211013852839,0.695985553273431,0.6722815756692752,0.5765698767452224,0.5785418448526426,0.5375898762311342,0.6436487258179873
best__absolute__c0.3_b0.1,0.6249111866265454,0.6698847948479304,0.6995458522566016,0.6740936711983416,0.5753749930363661,0.5775081864713353,0.5334034961742707,0.6445673124009722
best__deviation__c0.1_b0.2,0.6249596685358976,0.6693083850507102,0.6980632857197336,0.6714859185179932,0.5726232263945995,0.580821999862295,0.537460926778204,0.6449539374277473
routine_regularity__deviation__c0.1_b0.2,0.6249675290144977,0.674716911258959,0.7019309482282792,0.6719756067634197,0.5680754317567327,0.5729970086235125,0.5497037084973015,0.6353730879732791
best__deviation__c0.3_b0.1,0.6250272612527505,0.6700725952765982,0.7019563241492567,0.6737967235018937,0.5730418893912356,0.5785956079132961,0.5321986578591992,0.6455290306777747
routine_regularity__deviation__c0.3_b0.1,0.6250674778208701,0.6744408059045987,0.7020286031423724,0.6734327311345869,0.5685874814104817,0.5740419133982941,0.5438211588807048,0.6391196508750517
routine_regularity__absolute_plus_deviation__c0.03_b0.1,0.6251086232786098,0.6701023955350918,0.7024239700786749,0.6746117139309187,0.5706512129115837,0.5764107863637469,0.5413360180914507,0.6402242660388024
