Q1,Q2,Q3,S1,S2,S3,S4
0.4847885611657737,0.50364590060784,0.43539549867503163,0.6075072870845984,0.5564206683143147,0.6226541664511807,0.5425226905829259
0.4329097658945946,0.38932447525647956,0.44692652398406607,0.5424556508049164,0.6682073446478609,0.7977233783626171,0.651914592402909
0.5202141671254066,0.4801656837481629,0.6125535779602783,0.6573879898747729,0.6849377198618016,0.8241782817243574,0.6595935246797507
0.49846420624042426,0.5922346840809872,0.5715836514061222,0.6299646006271918,0.7401399190073764,0.7885400339747525,0.629433258934378
0.36192494552486093,0.6304112838201704,0.567868583700983,0.48091745306914513,0.5478320045751008,0.7026197278869274,0.4469322231058038
0.4274777706371156,0.6042014129088377,0.6039393034874088,0.537774457685261,0.5846666873067783,0.7159181027015936,0.5690932506932854
0.47095689565507726,0.5725691763022585,0.5738868412728233,0.5520540418243665,0.6147136414710682,0.6689336763157403,0.5974168855151989
0.47032489371018804,0.5380028787334754,0.4944495639421191,0.551536003190289,0.6707044713600409,0.6851051133420246,0.6343373953214104
0.5892574647780027,0.5106119464444258,0.5699301990231855,0.48705855151525634,0.5581944378404354,0.7901722154328994,0.5560815640903007
0.5140159821108915,0.4846091513928909,0.540620337163557,0.5745438368569484,0.5206807531623089,0.7581243147202029,0.44302989297363304
0.43890200160822723,0.5248473649604855,0.676973585984829,0.574849402148951,0.5453017123943021,0.7860873863823064,0.4992875970746787
0.2919471524346467,0.6870782114090852,0.5641755054662212,0.5267457086105692,0.5592206197288174,0.7224685503949276,0.4459426340738526
0.4016239295573306,0.5244079437079121,0.6147116839624271,0.5060153674428309,0.5273760451018089,0.7582281304246097,0.4846684923584083
0.3563718355985034,0.5378744535046248,0.6714112616046998,0.4372725880409339,0.5289920363780828,0.7568460054437457,0.4130423970401253
0.4148178001350009,0.4709927808808042,0.4015465473492529,0.5317320559815184,0.561636152492858,0.8174337818623234,0.4546961972326651
0.49266331198317864,0.46658745688250486,0.5420021260370922,0.47364452723883604,0.5284824465796205,0.8075375431574806,0.5232256698931356
0.5446324011630204,0.49437528764551986,0.5467667228118882,0.6906267817703805,0.6032494652734615,0.7088768848472884,0.43620725144064176
0.3825499037999039,0.6783759744662314,0.7046071195503194,0.6838720241053184,0.5337152123635929,0.7408739193068333,0.5021992775278951
0.45660253326919986,0.3260701626941318,0.5870170466555803,0.541072161690114,0.6765951808163978,0.7993070046073996,0.5354323856134713
0.4616137566137565,0.2827132776809122,0.5668469065536716,0.5076258275037338,0.5769899121724188,0.7195373975777142,0.49464449717030906
0.3325661375661375,0.31831407756009455,0.36576136015467686,0.5297330148223017,0.4934094631296488,0.7417082752818651,0.44350376543787196
0.4402028218694886,0.3670974919212454,0.5543762381413612,0.5714511953119281,0.556537918745419,0.8392464787994958,0.4278765330312026
0.3388492063492064,0.6788168913437896,0.7355010276893257,0.7022494490123852,0.5393516031717331,0.6824566337921725,0.46378758741839815
0.3719775132275134,0.30482935202054295,0.48604630180362185,0.4930160003533578,0.5789894696125251,0.7770085541661427,0.4607837092154641
0.4333884479717813,0.22798086877951676,0.6160593833031407,0.5464468583073488,0.5414831606803978,0.6946048869955032,0.45212344609459065
0.5892402769222456,0.370266496834605,0.47550107100584954,0.5452882068979493,0.622728018010643,0.7692169746502233,0.5210752139329601
0.5597576887055856,0.7302747240782079,0.7156728023285018,0.6409891653774917,0.5421183668007382,0.6082669075676752,0.2977440380434599
0.37891574640482933,0.678783623982026,0.6094787867924091,0.4907266512087494,0.5108751756915514,0.6027565807717081,0.41371488702721193
0.6063196895205057,0.728452932232163,0.5308657768244135,0.551143948160456,0.41620086213369945,0.5433809492817542,0.5405465993669407
0.47474164421291515,0.6829098767211076,0.6152435845807451,0.6056607542533785,0.5767705344855961,0.5668353657044874,0.480326010790914
0.5680934448380476,0.4241382743631781,0.5077898512653274,0.4924982122135282,0.5778732754310455,0.5652954268404787,0.6267145915174284
0.5886157634259204,0.5368107574739857,0.5349584551189177,0.5657926142578004,0.488567892093346,0.6271970972469384,0.5089644074304934
0.5323447575873371,0.5417872986290875,0.3924822939939277,0.6466363971641403,0.5537728382015508,0.6543769897321626,0.5930814692161582
0.5268615835482392,0.41181806985100466,0.5386120900727748,0.4075430750869289,0.46987951690633695,0.6199013305958513,0.40570805490614903
0.4202352791600056,0.5323029700297933,0.5923650392020504,0.4801191556273082,0.46503578216363955,0.636022101690238,0.3928718911666415
0.29503724654657887,0.596959770364739,0.46450947489343875,0.41173871629667674,0.4507818185175699,0.5488066415723031,0.3580513770269474
