stress,fold,n,spearman,top10_gain_mean,all_gain_mean,top10_lift,top10_good_rate,all_good_rate,family
row_time_fold_overall,-1.0,151200,0.021090879281611775,0.004574032435799103,0.00014827395591354348,0.004425758479885559,0.5712301587301587,0.5502380952380952,
row_time_fold,0.0,31920,0.0029088097733764922,-0.007311331903924124,-0.002109751051873901,-0.005201580852050223,0.5529448621553885,0.5471177944862156,
row_time_fold,1.0,30576,0.0014374798271053137,0.006946832367406185,-0.004530227292655132,0.011477059660061318,0.5987573577501635,0.553506017791732,
row_time_fold,2.0,29568,0.04508749082756591,0.019895290098168743,-0.0010495597211759252,0.02094484981934467,0.6158268515387216,0.5481601731601732,
row_time_fold,3.0,30576,-0.0038834850871255146,0.0003401018377185702,0.0010891013714118116,-0.0007489995336932414,0.5542838456507522,0.5480115122972266,
row_time_fold,4.0,28560,0.06728297957579751,0.036531818278297046,0.00791356875747928,0.028618249520817766,0.6102941176470589,0.5547619047619048,
leave_family_out,,12600,0.240729871820696,0.04877076148031579,-0.0073746277511011335,0.056145389231416924,0.557936507936508,0.45492063492063495,global_prior
leave_family_out,,12600,0.36802531869264515,0.09162663002127017,-0.005731437446737283,0.09735806746800744,0.7984126984126985,0.5365079365079365,knn_all_k16
leave_family_out,,12600,0.4228963289064122,0.09661528005906077,-0.00046041982474248345,0.09707569988380325,0.8174603174603174,0.5146031746031746,knn_all_k40
leave_family_out,,12600,0.31563912296140956,0.06587041894498485,-0.006922431228439743,0.0727928501734246,0.6801587301587302,0.49873015873015875,knn_body_calendar_k32
leave_family_out,,12600,0.3193266458943297,0.09189630236936797,-0.003061143197135753,0.09495744556650372,0.7587301587301587,0.5377777777777778,knn_quality_k24
leave_family_out,,12600,0.35899871159791163,0.09537745826404719,-0.006697335519079771,0.10207479378312695,0.7468253968253968,0.5123809523809524,knn_sleep_k24
leave_family_out,,12600,0.4175686853258414,0.09647337057082787,-0.0030645640767372794,0.09953793464756515,0.7904761904761904,0.5149206349206349,knn_social_sleep_k32
leave_family_out,,12600,0.36428977620309944,0.14529211535347022,-0.009218720227187158,0.15451083558065737,0.8357142857142857,0.6,subject_knn_all_k10
leave_family_out,,12600,0.41191022930992405,0.15733754071765235,-0.00027782851833891745,0.15761536923599126,0.8468253968253968,0.6003174603174604,subject_knn_social_sleep_k12
leave_family_out,,12600,0.5141964187267168,0.17519960219245176,0.0152863613878373,0.15991324080461447,0.9095238095238095,0.6028571428571429,subject_prior
leave_family_out,,12600,0.4190479859446448,0.1845503971015049,0.012259573052306192,0.1722908240491987,0.8865079365079365,0.6180952380952381,subject_time_decay14
leave_family_out,,12600,0.46963647917262535,0.17694226159147147,0.017041860820318555,0.15990040077115292,0.9119047619047619,0.6117460317460317,subject_time_decay35
