cell_key,row,subject_id,target,expert,expert_family,expert_pred,selection_score,true_gain,model_name,feature_view,law_name
31:Q1,31,id01,Q1,global_prior,prior,0.4909090909090909,-0.015366770825398394,-0.18407555855914104,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
31:Q2,31,id01,Q2,global_prior,prior,0.5636363636363636,-0.015366770825398394,0.06074643703130589,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
31:Q3,31,id01,Q3,global_prior,prior,0.6,-0.015366770825398394,-0.0036798569584006735,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
31:S1,31,id01,S1,global_prior,prior,0.6840909090909091,-0.015366770825398394,-0.10089743295399956,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
31:S2,31,id01,S2,global_prior,prior,0.6545454545454545,-0.015366770825398394,-0.06101546580191353,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
31:S3,31,id01,S3,subject_prior,prior,0.9032258064516129,0.03876014094388085,0.023226850609816496,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
31:S4,31,id01,S4,global_prior,prior,0.5613636363636364,-0.015366770825398394,-0.1610776200654609,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:Q1,32,id01,Q1,global_prior,prior,0.4909090909090909,-0.015366770825398394,-0.18407555855914104,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:Q2,32,id01,Q2,global_prior,prior,0.5636363636363636,-0.015366770825398394,-0.044619146652093766,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:Q3,32,id01,Q3,global_prior,prior,0.6,-0.015366770825398394,0.00554530071642545,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:S1,32,id01,S1,global_prior,prior,0.6840909090909091,-0.015366770825398394,-0.06341067652786836,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:S2,32,id01,S2,global_prior,prior,0.6545454545454545,-0.015366770825398394,0.013655278380958424,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:S3,32,id01,S3,subject_prior,prior,0.9032258064516129,0.03876014094388085,0.06791837607765983,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
32:S4,32,id01,S4,global_prior,prior,0.5613636363636364,-0.015366770825398394,-0.13581025818525216,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
33:Q1,33,id01,Q1,global_prior,prior,0.4909090909090909,-0.015366770825398394,0.08190411358984762,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
33:Q2,33,id01,Q2,global_prior,prior,0.5636363636363636,-0.015366770825398394,-0.02902923010107117,tree_depth2_leaf28,minimal_hsjepa_law,minimal_hsjepa_law__tree_depth2_leaf28
