cell_key,row,subject_id,target,selected_expert,expert_family,selection_score,true_gain,row_episode_score,row_episode_route,expert_matches_row_episode_route,family_matches_row_episode,raw_pred,selected_pred,switched,law_name,action_space_policy,selection_policy,selection_param,metric_row,surprise_calendar_rhythm,surprise_calendar_rhythm_rank,surprise_phone_device,surprise_phone_device_rank,surprise_body_sleep_activity,surprise_body_sleep_activity_rank,surprise_app_social_context,surprise_app_social_context_rank,surprise_mobility_environment,surprise_mobility_environment_rank,masked_surprise_energy_mean,masked_surprise_energy_max,masked_surprise_energy_disagreement,masked_surprise_energy_mean_rank,masked_surprise_energy_max_rank,masked_surprise_energy_disagreement_rank,target_surprise_rank,target_surprise_shift,target_surprise_direction,action_move_sign,surprise_action_direction_agrees,surprise_responsibility_score,surprise_veto_keep
81:S3,81,id02,S3,subject_prior,prior,0.2134875843943635,0.1477899995318422,0.0464624430135372,subject_prior,1.0,1.0,0.815984555984556,0.945945945945946,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,81,0.4508802261991886,0.0155555555555555,1.1189313758709905,0.2066666666666666,1.338823764093806,0.4777777777777778,1.0136480668828975,0.2222222222222222,1.5806516896209175,0.7066666666666667,-0.3332040183544814,-0.3028597238548197,0.0233623054934726,0.1333333333333333,0.24,0.4311111111111111,0.4777777777777778,0.1504424778761062,1.0,1.0,True,0.28833333333333333,True
83:S2,83,id02,S2,global_prior,prior,0.2134875843943635,-0.2807091405691488,0.0529508090514914,subject_prior,0.0,1.0,0.8505405405405406,0.642369020501139,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,83,0.7001485854152385,0.1155555555555555,0.8749096393006096,0.1177777777777777,1.6528821735851935,0.62,0.7636819131933575,0.0822222222222222,1.520382900086554,0.6844444444444444,-0.3370644417828708,-0.3044884377384864,0.032210759930726,0.08,0.2066666666666666,0.6666666666666666,0.6666666666666666,0.0707964601769911,1.0,-1.0,False,0.344,True
83:S3,83,id02,S3,subject_prior,prior,0.2134875843943635,0.1167631477556378,0.0529508090514914,subject_prior,1.0,1.0,0.8416988416988418,0.945945945945946,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,83,0.7001485854152385,0.1155555555555555,0.8749096393006096,0.1177777777777777,1.6528821735851935,0.62,0.7636819131933575,0.0822222222222222,1.520382900086554,0.6844444444444444,-0.3370644417828708,-0.3044884377384864,0.032210759930726,0.08,0.2066666666666666,0.6666666666666666,0.62,0.1504424778761062,1.0,1.0,True,0.323,True
86:S2,86,id02,S2,global_prior,prior,0.2134875843943635,-0.3104940093399945,0.0404757272990562,subject_prior,0.0,1.0,0.8762548262548262,0.642369020501139,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,86,1.4880684925181211,0.7266666666666667,3.658984524534069,0.8488888888888889,1.6996223049822023,0.6488888888888888,0.8081312439236407,0.1022222222222222,4.7343489715270435,0.9,-0.2858782573393961,-0.2176336792037343,0.0603261513616744,0.7666666666666667,0.7622222222222222,0.94,0.94,0.0707964601769911,1.0,-1.0,False,0.8446666666666667,True
86:S3,86,id02,S3,global_prior,prior,0.2134875843943635,1.811828390949747,0.0404757272990562,subject_prior,0.0,1.0,0.9445559845559846,0.6605922551252847,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,86,1.4880684925181211,0.7266666666666667,3.658984524534069,0.8488888888888889,1.6996223049822023,0.6488888888888888,0.8081312439236407,0.1022222222222222,4.7343489715270435,0.9,-0.2858782573393961,-0.2176336792037343,0.0603261513616744,0.7666666666666667,0.7622222222222222,0.94,0.6488888888888888,0.1504424778761062,1.0,-1.0,False,0.7136666666666667,True
407:Q1,407,id09,Q1,core_knn_blend,core_geometry,-0.011150673704464,0.0299073686337673,0.0383654809819797,core_knn_blend,1.0,1.0,0.4235023041474655,0.4363594470046083,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,407,0.8358189929221111,0.1911111111111111,1.2883983841382396,0.2777777777777778,1.502437369233791,0.5577777777777778,0.9773634381969842,0.1911111111111111,0.9253432609766132,0.2466666666666666,-0.3318078345918682,-0.3073434340824238,0.0209227270989097,0.16,0.1555555555555555,0.36,0.2777777777777778,-0.1150442477876106,-1.0,1.0,False,0.21300000000000002,False
407:Q2,407,id09,Q2,core_knn_blend,core_geometry,-0.011150673704464,-0.0611206008537748,0.0383654809819797,core_knn_blend,1.0,1.0,0.349447004608295,0.3880184331797235,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,407,0.8358189929221111,0.1911111111111111,1.2883983841382396,0.2777777777777778,1.502437369233791,0.5577777777777778,0.9773634381969842,0.1911111111111111,0.9253432609766132,0.2466666666666666,-0.3318078345918682,-0.3073434340824238,0.0209227270989097,0.16,0.1555555555555555,0.36,0.1911111111111111,0.1681415929203539,1.0,1.0,True,0.174,True
407:Q3,407,id09,Q3,core_knn_blend,core_geometry,-0.011150673704464,-0.0416913807426228,0.0383654809819797,core_knn_blend,1.0,1.0,0.3702764976958525,0.3959907834101382,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,407,0.8358189929221111,0.1911111111111111,1.2883983841382396,0.2777777777777778,1.502437369233791,0.5577777777777778,0.9773634381969842,0.1911111111111111,0.9253432609766132,0.2466666666666666,-0.3318078345918682,-0.3073434340824238,0.0209227270989097,0.16,0.1555555555555555,0.36,0.2777777777777778,-0.1769911504424778,-1.0,1.0,False,0.21300000000000002,True
407:S1,407,id09,S1,core_knn_blend,core_geometry,-0.011150673704464,0.0612952188283199,0.0383654809819797,core_knn_blend,1.0,1.0,0.6101843317972351,0.6487557603686636,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,407,0.8358189929221111,0.1911111111111111,1.2883983841382396,0.2777777777777778,1.502437369233791,0.5577777777777778,0.9773634381969842,0.1911111111111111,0.9253432609766132,0.2466666666666666,-0.3318078345918682,-0.3073434340824238,0.0209227270989097,0.16,0.1555555555555555,0.36,0.16,-0.1238938053097344,-1.0,1.0,False,0.16000000000000003,True
407:S2,407,id09,S2,core_knn_blend,core_geometry,-0.011150673704464,0.0303614180506961,0.0383654809819797,core_knn_blend,1.0,1.0,0.8341474654377881,0.8598617511520739,True,route_tree_depth3_leaf24,episode_family_space_q90,topfrac,0.06,407,0.8358189929221111,0.1911111111111111,1.2883983841382396,0.2777777777777778,1.502437369233791,0.5577777777777778,0.9773634381969842,0.1911111111111111,0.9253432609766132,0.2466666666666666,-0.3318078345918682,-0.3073434340824238,0.0209227270989097,0.16,0.1555555555555555,0.36,0.36,0.0707964601769911,1.0,1.0,True,0.25,False
