flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,h086_resp_weight,h086_resp_raw,h086_resp_prior,h086_resp_lift,h086_resp_rank,h086_resp_lift_rank,h086_equation_alignment,h086_equation_energy,h086_resp_action_score
0,0,id01,2024-07-31,2024-07-30,Q1,0,0.1839999885504578,0.1859798815132273,1.3017998536424267e-05,0.1591257142857143,0.5036571428571429,-0.1510166,0.9116857142857144,0.9942857142857144,0.2134978285714286,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499457217892925,0.0,0.9737142857142858,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8172142857142858,0.1858650434947901,0.0123733648689019,1.0511792181644442e-05,0.0123733648689019,0.0,0.0,0.0,-0.0032268,0.0005836784565496757,0.0005883686077251582,0.0005714285714285715,1.0214372989619325,0.8514285714285714,0.8514285714285714,0.20366289931395715,0.03421307899338078,0.41282651428571426
1,0,id01,2024-07-31,2024-07-30,Q2,1,0.5115819275521561,0.4775824655365743,0.0023125216531759,0.1259428571428571,0.4736571428571429,-0.0460250285714285,0.7735428571428572,0.6874285714285714,0.1180232,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869968896571707,0.0,0.7965714285714286,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8397771428571429,0.4776006984229093,-0.1359932153812446,0.0021022875873502,0.1359932153812446,0.0,0.0,0.0,0.3049137142857142,0.0005902585216819575,0.0005950015470039304,0.0005714285714285715,1.0329524129434255,0.8828571428571429,0.8828571428571429,-0.4254751752005561,0.0016145458245555616,0.5157017142857143
2,0,id01,2024-07-31,2024-07-30,Q3,2,0.5074404548458739,0.5133172079218004,6.909740307792234e-05,0.3005542857142858,0.5036571428571429,-0.0219920857142856,0.9201714285714286,0.9251428571428572,0.3105197142857142,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041965822744746,0.0,0.9102857142857144,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7726714285714287,0.5132638483263192,0.0233038274108901,6.174263694425086e-05,0.0233038274108901,0.0,0.0,0.0,0.0813703428571428,0.0005106624187526189,0.0005147658491888654,0.0005714285714285715,0.893659232817083,0.03142857142857143,0.03142857142857143,0.1257828979531003,0.005354439282557689,-0.005922057142857123
3,0,id01,2024-07-31,2024-07-30,S1,3,0.5202725253271271,0.5236101888857627,2.2320883022897146e-05,0.3296457142857143,0.5036571428571429,0.0592980571428572,0.8507142857142858,0.7537142857142857,0.3292734857142856,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166282513857259,0.0,0.8897142857142857,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7491228571428571,0.5235613297393008,0.0131805908137017,1.9721885885504165e-05,0.0131805908137017,0.0,0.0,0.0,0.0527636571428571,0.0005472298175587486,0.0005516270855121595,0.0005714285714285715,0.9576521807278099,0.08857142857142856,0.08857142857142856,0.4134929081993978,0.001238760382243569,-0.010265371428571424
4,0,id01,2024-07-31,2024-07-30,S2,4,0.4579375217389834,0.4595176418504327,5.0282614352248345e-06,0.1648057142857142,0.5036571428571429,-0.1114952857142858,0.8619714285714286,0.9091428571428573,0.233862,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2929973533633028,0.0011657617239995,0.944,0.1714285714285714,0.1788571428571428,0.0,0.0,,-0.7983685714285714,0.4594282813963785,0.0060040412579413,4.072805451005301e-06,0.0060040412579413,0.0,0.0,0.0,-0.0196798285714285,0.000535851903195157,0.0005401577438604298,0.0005714285714285715,0.9377408305915246,0.05885714285714286,0.05885714285714286,0.614352917387907,0.007407626505731086,-0.039994742857142856
5,0,id01,2024-07-31,2024-07-30,S3,5,0.8508786159626692,0.8502111327255205,1.7535158101100734e-06,0.1642228571428571,0.5036571428571429,-0.088057,0.8957142857142857,0.9148571428571428,0.2343970285714285,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834216980183262,0.0,0.9394285714285714,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8465971428571429,0.850292916497796,-0.0046085597225591,1.2287199184224384e-06,0.0046085597225591,0.0,0.0,0.0,-0.0750613142857142,0.000571888184205213,0.0005764835945879267,0.0005714285714285715,1.0008043223591228,0.684,0.684,0.7228747766671246,0.0034503452428939077,0.30075817142857153
6,0,id01,2024-07-31,2024-07-30,S4,6,0.5084298008946088,0.5091151839410136,9.39781743536372e-07,0.1482914285714285,0.5036571428571429,0.3172508,0.4932142857142857,0.1785714285714285,0.2109301714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856015952715258,0.1785714285714285,0.7337142857142858,0.736,0.0,0.0,,-0.5764400000000001,0.5091619162848676,0.0029293686324129,9.75802112446189e-07,0.0029293686324129,0.0,0.0,0.0,0.0957847428571428,0.0005517773937720853,0.0005562112037970482,0.0005714285714285715,0.9656104391011492,0.108,0.108,0.502682123038882,0.0035766477083310536,0.06880068571428571
7,1,id01,2024-08-01,2024-07-31,Q1,0,0.0950246972067914,0.1051360141203324,0.0005765310429176,0.5242228571428572,0.6062771428571428,0.4069644,0.4877857142857143,0.1785714285714285,0.31004,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3776312767034819,0.1785714285714285,0.9051428571428572,0.9057142857142856,0.0,0.0,,-0.5504600000000002,0.1052379713993245,0.1134372121353926,0.0005340016309016,0.1134372121353926,0.0,0.0,0.0,0.0049907142857142,0.0005457461458669254,0.0005501314917689887,0.0005714285714285715,0.9550557552671193,0.084,0.084,0.7623623927188314,0.0042872194041132464,0.0965973142857143
8,1,id01,2024-08-01,2024-07-31,Q2,1,0.5142003796073951,0.5181404945598331,3.107903929888689e-05,0.3565942857142857,0.6062771428571428,0.2217184571428571,0.6337571428571429,0.1785714285714285,0.0574332571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384691606116536,0.1785714285714285,0.4091428571428571,0.4628571428571428,0.0,0.0,,-0.7202942857142858,0.5181432426920123,0.0157880505321077,2.8321742742143385e-05,0.0157880505321077,0.0,0.0,0.0,-0.2050924285714286,0.0005686665453091223,0.0005732360681962707,0.0005714285714285715,0.995166454290964,0.5748571428571428,0.5748571428571428,0.40563665068565324,0.0007090544710698474,0.23552188571428562
9,1,id01,2024-08-01,2024-07-31,Q3,2,0.510501737615549,0.4722836185897635,0.0029222569675849,0.7297200000000001,0.6062771428571428,0.5101276000000001,0.3991571428571429,0.1785714285714285,0.4472328571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1374595294662841,0.1785714285714285,0.6508571428571429,0.6628571428571428,0.0,0.0,,-0.4987228571428572,0.4722428045473029,-0.1531561802731933,0.0026652279336811,0.1531561802731933,0.0,0.0,0.0,0.1353853428571428,0.0005386647274680606,0.0005429931705969364,0.0005714285714285715,0.942663273069106,0.06571428571428571,0.06571428571428571,0.5932020221985358,0.0058331849633317286,0.1638226857142858
