flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,h086_resp_weight,h086_resp_raw,h086_resp_prior,h086_resp_lift,h086_resp_rank,h086_resp_lift_rank,h086_equation_alignment,h086_equation_energy,h086_resp_action_score,candidate_id
968,138,id06,2024-07-18,2024-07-17,Q3,2,0.4927743691253319,0.4321963733197079,0.0073676515867672,0.9622742857142856,0.804777142857143,0.8663614285714285,0.1166428571428571,0.1785714285714285,0.8454457142857141,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2479050465070215,-4.869222831107984e-06,-0.0073187635516054,1.0,1.0,1.0,0.0,0.0,0.5367815247005342,0.1785714285714285,0.9417142857142856,0.9417142857142856,0.0,0.0,,0.9483,0.4320185470214157,-0.2447157089969817,0.0067477844803295,0.2447157089969817,1.0,0.0,1.0,0.8549366857142857,0.0007550391546993877,0.0007611062756273764,0.0005714285714285715,1.3213185207239284,0.9914285714285714,0.9914285714285714,0.7421036097512338,0.03541870523430551,0.9632077714285715,h086_resp_cell_all_c760_a090_df95467d
611,87,id04,2024-09-20,2024-09-19,Q3,2,0.5262087064141104,0.4031233706084962,0.0304304469211165,0.9348114285714284,0.668777142857143,0.7881529714285713,0.1240714285714285,0.1785714285714285,0.8152031428571428,1.0,0.0,0,22.0,22.431145652442883,4.0,1.0,-0.4072494561356441,-3.989143441440897e-06,-0.0251820984505949,1.0,1.0,1.0,1.0,0.0,0.9885766213058652,0.1785714285714285,0.9634285714285714,0.9634285714285714,1.0,1.0,episode_neighbor_q061,0.9533771428571428,0.402804564604696,-0.4987239277818407,0.0278729823035501,0.4987239277818407,1.0,0.0,1.0,0.8573636571428571,0.0010115451373047112,0.0010196734133470179,0.0005714285714285715,1.7702039902832445,0.9982857142857143,0.9982857142857143,0.8022865849717844,0.10148813727219173,0.9528608000000002,h086_resp_cell_all_c760_a090_df95467d
696,99,id04,2024-10-20,2024-10-19,S1,3,0.8934898455052352,0.8587259520627866,0.0058257971844545,0.9298857142857142,0.850937142857143,0.8727941142857143,0.0350714285714285,0.1785714285714285,0.8796946285714287,1.0,0.0,0,23.0,21.62115831398056,4.0,1.0,-0.2813973391071742,-2.7377805693174696e-06,-0.0050959595142602,1.0,1.0,1.0,1.0,0.0,0.5366966914999547,0.1785714285714285,0.9411428571428572,0.9411428571428572,1.0,1.0,episode_neighbor_q061,0.97028,0.8585559798831585,-0.3235467781362273,0.0053217626047106,0.3235467781362273,1.0,0.0,1.0,0.8792041142857142,0.0006840008631040468,0.0006894971554823581,0.0005714285714285715,1.197001510432082,0.9771428571428571,0.9771428571428571,0.7508383003819002,0.012191676919057984,0.9505657142857145,h086_resp_cell_all_c760_a090_df95467d
1035,147,id06,2024-08-21,2024-08-20,S4,6,0.9780412979073642,0.9935494323404732,0.0077285250950121,0.8813599999999999,0.920377142857143,0.8830274857142857,0.0335,0.1785714285714285,0.8490305142857144,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,1.2574985491553623,-1.913659426005037e-06,-0.0077073418657896,1.0,1.0,1.0,0.0,0.0,1.4115710139943694,0.1785714285714285,0.9702857142857144,0.9702857142857144,0.0,0.0,,0.9457742857142856,0.993970012914206,1.3085737846322243,0.0077367329067216,1.3085737846322243,1.0,0.0,1.0,0.8777486857142855,0.0006523648018112968,0.0006576068824598538,0.0005714285714285715,1.1416384031697693,0.96,0.96,0.9635016154171602,0.019718779052995825,0.9486580571428572,h086_resp_cell_all_c760_a090_df95467d
1037,148,id06,2024-08-22,2024-08-21,Q2,1,0.8053003646868163,0.9628488305379768,0.1105033489324301,0.8638971428571429,0.6861771428571428,0.6628999428571428,0.1626999999999999,0.1785714285714285,0.4325049142857143,1.0,0.0,0,18.0,16.53958230005816,3.0,1.0,1.8547468195542176,-1.2717062596274388e-05,-0.1086181927647715,1.0,1.0,1.0,0.0,0.0,0.6330857555516178,0.1785714285714285,0.9531428571428572,0.9531428571428572,0.0,0.0,,0.8549685714285714,0.963038986719369,1.8404729412771692,0.0917965839499687,1.8404729412771692,1.0,0.0,1.0,0.8372039428571427,0.0011130380365503764,0.0011219818592954243,0.0005714285714285715,1.9478165639631586,0.9994285714285714,0.9994285714285714,0.8986358126142939,0.043245705107722236,0.9467253714285715,h086_resp_cell_all_c760_a090_df95467d
1058,151,id06,2024-08-25,2024-08-24,Q2,1,0.7887665583504021,0.8939212069770993,0.0388066273187455,0.8718171428571428,0.6780171428571429,0.6627762857142857,0.2207,0.1785714285714285,0.4391017142857142,1.0,0.0,0,18.0,16.53958230005816,3.0,1.0,0.8239590193456945,-1.4995373348382966e-05,-0.0378919142634243,1.0,1.0,1.0,0.0,0.0,0.3289713175168496,0.1785714285714285,0.8765714285714286,0.8777142857142857,0.0,0.0,,0.8432771428571427,0.8940264418548975,0.8150392138745413,0.0358722820858198,0.8150392138745413,1.0,0.0,1.0,0.8293441714285714,0.0008392826828184858,0.0008460267430407054,0.0005714285714285715,1.46874469493235,0.996,0.996,0.7348325439909772,0.016878995862841216,0.9420426285714286,h086_resp_cell_all_c760_a090_df95467d
1439,205,id09,2024-08-10,2024-08-09,S2,4,0.9120536048553756,0.9524343227195132,0.012027099290587,0.8584742857142857,0.8066571428571427,0.8175920571428572,0.0274428571428571,0.1785714285714285,0.8632620000000001,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.6490062439222484,-1.5318121967302172e-06,-0.0118541525444851,1.0,1.0,1.0,0.0,0.0,1.0589320542453886,0.1785714285714285,0.9657142857142856,0.9657142857142856,0.0,0.0,,0.9371514285714284,0.952741774956126,0.6647459101616455,0.0112790081547887,0.6647459101616455,1.0,0.0,1.0,0.8606127999999998,0.0006684961072955168,0.0006738678111304873,0.0005714285714285715,1.1698681877671544,0.9685714285714285,0.9685714285714285,0.9435114948642572,0.03526516890537378,0.9415397714285716,h086_resp_cell_all_c760_a090_df95467d
1051,150,id06,2024-08-24,2024-08-23,Q2,1,0.7826729064812187,0.8890395806448228,0.038696627560558,0.8696228571428573,0.6454571428571428,0.6460857714285715,0.1875571428571428,0.1785714285714285,0.4369724571428571,1.0,0.0,0,18.0,16.53958230005816,3.0,1.0,0.8111771148496788,-1.2090637315308223e-05,-0.0378268725621978,1.0,1.0,1.0,0.0,0.0,0.383302184101118,0.1785714285714285,0.9074285714285716,0.908,0.0,0.0,,0.8421114285714285,0.8891621715628077,0.8009002084388852,0.0357672166944475,0.8009002084388852,1.0,0.0,1.0,0.8277746857142857,0.0008833395809819989,0.0008904376606311666,0.0005714285714285715,1.545844266718498,0.9965714285714286,0.9965714285714286,0.7435382503627729,0.020611651795964782,0.9396833142857144,h086_resp_cell_all_c760_a090_df95467d
1136,162,id07,2024-07-24,2024-07-23,Q3,2,0.5480080654984324,0.604765518231246,0.0065655413443055,0.9641142857142858,0.6345771428571428,0.7854725142857144,0.1170428571428571,0.1785714285714285,0.83372,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2364693808535908,-1.8300853843987567e-05,-0.0065222406295031,1.0,1.0,1.0,0.0,0.0,0.2973616521612993,0.1785714285714285,0.8531428571428571,0.8548571428571429,0.0,0.0,,0.92738,0.6048505095288537,0.2330915163648658,0.0059982327996348,0.2330915163648658,1.0,0.0,1.0,0.8311755999999999,0.0007314988139052967,0.0007373767763063468,0.0005714285714285715,1.280122924334269,0.9868571428571429,0.9868571428571429,0.6572016692830275,0.011782223808225552,0.9384142857142858,h086_resp_cell_all_c760_a090_df95467d
695,99,id04,2024-10-20,2024-10-19,Q3,2,0.794969379005645,0.8217432734441874,0.0022755038269098,0.8957428571428572,0.850937142857143,0.8546126285714286,0.1509571428571428,0.1785714285714285,0.7832234285714286,1.0,0.0,0,23.0,21.62115831398056,4.0,1.0,0.151168330145952,-2.164793769646413e-06,-0.0019968741569194,1.0,1.0,1.0,1.0,0.0,0.4558224887471014,0.1785714285714285,0.9302857142857144,0.9302857142857144,1.0,1.0,episode_neighbor_q061,0.9343200000000002,0.8218741478821989,0.1739526854869439,0.0020966279334593,0.1739526854869439,1.0,0.0,1.0,0.8169941142857142,0.0006812132972003362,0.0006866871900787974,0.0005714285714285715,1.1921232701005884,0.976,0.976,0.6875578618623682,0.017655656227201208,0.9299771428571431,h086_resp_cell_all_c760_a090_df95467d
