route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,family_badnight_aftereffect,family_nocturnal_awake,family_bedtime_arousal,family_social_load,family_routine_pressure,family_recovery_rest,family_cashflow_stress,family_measurement_confidence,family_weekend_rhythm,family_body_fatigue,family_isolation_cocoon,family_routine_anchor,family_max_score,family_top,human_route_support,human_route_support_rank,human_best_family,human_best_family_contrib,h071_selected_route,h071_row_route_overlap,assignment_rank_h072,public_rank_h072,invariant_rank_h072,gain_rank_h072,shortcut_avoid_rank_h072,novelty_h071_rank,h072_route_score,mean_h073_bridge_cell_score,sum_h073_bridge_cell_score,mean_story_action_energy,mean_story_to_h068_selected,mean_story_to_h068_health,mean_story_route_shortcut,h073_bridge_rank,h073_story_rank,h073_shortcut_avoid_rank,h073_assignment_rank,h073_public_rank,h073_invariant_rank,h073_route_score,mean_h074_cell_score,sum_h074_cell_score,mean_h074_positive_energy,mean_h074_negative_space,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_h074_bad_margin_rank,mean_h074_e216_opp_rank,h074_route_score,mean_h075_transport_cell_score,sum_h075_transport_cell_score,mean_h075_transport_alignment,mean_h075_transport_gain_rank,mean_h075_inverse_align,mean_h075_mirror_gain,mean_h075_hybrid_gain,mean_h075_edge_gain,h075_route_score
r138_q3_s_stage,138,id06,2024-07-18,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.6344889197955697,4.382922857142857,0.8765845714285714,0.8859647712475318,0.8650171428571429,0.1056885714285714,0.7949714285714287,0.804777142857143,0.0030232501800058,0.0151162509000294,1,5,2,0,11111,"2,3,4,5,6",0.9954710144927535,0.6632699275362319,0.9750905797101448,0.936503623188406,0.584864,0.4385584,0.6456384000000001,0.51288,0.5897808,0.3353776,0.4961926399999999,0.610395008,0.384324864,0.5659240000000001,0.4391928,0.4067791999999999,0.6456384000000001,bedtime_arousal,1.5957370109182805,0.9728260869565216,bedtime_arousal,0.2304566787315108,0.0,1.0,0.9936594202898552,0.9596920289855072,0.9542572463768116,0.9782608695652174,0.9750905797101448,0.8845108695652174,0.9636238187246376,0.7806537142857144,3.903268571428572,0.4318217142857142,0.3587788025340191,0.4553224307072416,0.1798232744717608,0.9877717391304348,0.7866847826086957,0.9714673913043478,0.9936594202898552,0.9596920289855072,0.9542572463768116,0.940384963768116,0.9129394285714285,4.564697142857143,0.8180765714285716,0.4231925714285715,0.8355428571428571,0.17857142857142858,0.8404571428571428,0.7517142857142858,0.9868161231884058,0.7982617142857142,3.991308571428571,0.8404571428571428,0.7189714285714286,0.7221852448486076,0.0007357228703327235,0.0024911541876578005,0.0005428399819259863,0.8860144927536232
r140_s_stage,140,id06,2024-07-21,s_stage,"S1,S2,S3,S4",4,0,4,2.506139188004457,3.5471714285714286,0.8867928571428572,0.886872337716196,0.8749371428571429,0.0804642857142856,0.7325714285714287,0.846017142857143,0.0017072556585599,0.0068290226342398,1,4,1,0,1111,"3,4,5,6",0.9864130434782608,0.5849184782608695,0.9859601449275364,0.906784420289855,0.4486431999999999,0.4990816,0.6909540000000001,0.7961312,0.7919455999999999,0.3943448,0.5849439999999999,0.1899328,0.8177872,0.5377943999999999,0.3928016,0.3539616,0.8177872,weekend_rhythm,0.7037001348122814,0.7214673913043478,weekend_rhythm,0.15407110848,0.0,1.0,0.9778079710144928,0.9080615942028986,0.9759963768115942,0.84375,0.9859601449275364,0.7701539855072463,0.867540073710145,0.8268485714285715,3.307394285714286,0.5560685714285715,0.3526418205949569,0.6117745877668248,0.1300267298280297,0.9782608695652174,0.9393115942028986,0.9891304347826086,0.9778079710144928,0.9080615942028986,0.9759963768115942,0.9531884057971014,0.9494142857142858,3.797657142857143,0.8259571428571431,0.4993607142857143,0.9207142857142858,0.17857142857142858,0.9214285714285715,0.9242857142857144,0.9797169384057971,0.8366285714285714,3.3465142857142856,0.9214285714285715,0.6971428571428571,2.871207536643816,0.001505183801775026,0.0016591950173602183,0.001536542806549745,0.8762658514492754
r138_full_state,138,id06,2024-07-18,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.7693797691024487,5.810302857142857,0.8300432653061225,0.8563658519438216,0.8303836734693879,0.179,0.7714432653061224,0.8047771428571429,0.0026805308265061,0.0187637157855427,3,7,3,0,1111111,"0,1,2,3,4,5,6",1.0,0.9026268115942028,0.9248188405797102,0.9705797101449276,0.584864,0.4385584,0.6456384000000001,0.51288,0.5897808,0.3353776,0.4961926399999999,0.610395008,0.384324864,0.5659240000000001,0.4391928,0.4067791999999999,0.6456384000000001,bedtime_arousal,0.7603352300288001,0.7853260869565217,routine_pressure,0.1160688614399999,1.0,1.0,1.0,0.9411231884057972,0.9515398550724636,0.9859601449275364,0.9248188405797102,0.9562952898550724,0.9040336919130432,0.7287371428571429,5.10116,0.3899624489795918,0.3812435743019922,0.4225034123459457,0.2310201998675108,0.9995471014492754,0.7083333333333334,0.9311594202898552,1.0,0.9411231884057972,0.9515398550724636,0.9308197463768116,0.8627102040816326,6.038971428571428,0.801566530612245,0.3317685714285714,0.7845714285714286,0.26579591836734695,0.7505306122448979,0.6927346938775509,0.9715692934782607,0.6691085714285715,4.68376,0.7505306122448979,0.7350204081632653,0.5619489157263589,0.0003100635892263782,0.0021288297217042064,0.0004251532755938415,0.875708786231884
r066_recovery_route,66,id03,2024-08-25,recovery_route,"Q1,S2,S3,S4",4,0,3,2.377015095151114,3.5333085714285715,0.8833271428571429,0.8922326530239472,0.8904371428571428,0.1170642857142857,0.7629042857142858,0.7341371428571428,0.0029090705015363,0.0116362820061453,1,4,0,0,1000111,"0,4,5,6",0.9714673913043478,0.5849184782608695,0.96875,0.9062364130434782,0.363336,0.5152,0.4607368,0.4355616,0.3622496,0.3410824,0.75037248,0.2425206399999999,0.6534912639999999,0.4755712,0.5205672,0.3018144,0.75037248,cashflow_stress,0.4844018090101668,0.5267210144927537,isolation_cocoon,0.145758816,0.0,1.0,0.9764492753623188,0.9347826086956522,0.884963768115942,0.9565217391304348,0.96875,0.7701539855072463,0.8050459459768117,0.7607400000000001,3.0429600000000003,0.3694771428571428,0.2840335059884765,0.5308120128427911,0.2055740572690236,0.9470108695652174,0.6671195652173914,0.9583333333333334,0.9764492753623188,0.9347826086956522,0.884963768115942,0.8882336956521739,0.92954,3.71816,0.8169757142857145,0.43451214285714285,0.8650000000000001,0.17857142857142858,0.8662857142857142,0.8361428571428571,0.9643953804347826,0.8038371428571429,3.2153485714285717,0.8662857142857142,0.6765714285714286,0.6343831045092602,0.0003544038964709943,0.0023168034829707247,0.0003544047550817324,0.8669384057971016
r244_q3_s_stage,244,id10,2024-09-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.479576785455389,4.136997142857143,0.8273994285714286,0.8302961998189604,0.849113142857143,0.1543485714285714,0.8134434285714285,0.5386171428571429,0.0038650883247652,0.0193254416238263,1,5,3,0,11111,"2,3,4,5,6",0.9818840579710144,0.6632699275362319,0.9451992753623188,0.9260009057971016,0.4189568000000001,0.4819135999999999,0.5296972,0.5457376,0.416824,0.4924656,0.4595788799999999,0.3899384960000001,0.370071072,0.4807304,0.4175424,0.5493696,0.5493696,routine_anchor,1.4287614873030037,0.9451992753623188,nocturnal_awake,0.2052951935999999,0.0,1.0,0.9877717391304348,0.9719202898550724,0.5378170289855072,0.9864130434782608,0.9451992753623188,0.8845108695652174,0.9053193666376812,0.7852771428571429,3.9263857142857144,0.6006377142857142,0.447936548442083,0.474864187172712,0.1968984786869803,0.9895833333333334,0.9660326086956522,0.9628623188405796,0.9877717391304348,0.9719202898550724,0.5378170289855072,0.9354642210144928,0.8775725714285713,4.387862857142856,0.7989074285714286,0.3140125714285714,0.7444571428571429,0.27085714285714285,0.7393142857142857,0.7485714285714286,0.9310054347826088,0.7605348571428572,3.8026742857142857,0.7393142857142857,0.7816,0.24355796453366416,0.0023566527892072255,0.003512599023580898,0.0023738828330809427,0.8668885869565217
r138_nonq2_full,138,id06,2024-07-18,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.668190970959358,5.018111428571428,0.8363519047619047,0.8509725415642014,0.8171676190476193,0.1727547619047619,0.7757885714285714,0.804777142857143,0.0028143821911058,0.0168862931466353,2,6,2,0,1011111,"0,2,3,4,5,6",0.9963768115942028,0.8054800724637681,0.9284420289855072,0.9535461956521738,0.584864,0.4385584,0.6456384000000001,0.51288,0.5897808,0.3353776,0.4961926399999999,0.610395008,0.384324864,0.5659240000000001,0.4391928,0.4067791999999999,0.6456384000000001,bedtime_arousal,0.7482217488768,0.7753623188405797,isolation_cocoon,0.105406272,0.0,1.0,0.9981884057971014,0.946105072463768,0.9542572463768116,0.9846014492753624,0.9284420289855072,0.9562952898550724,0.9016559745217392,0.7368238095238095,4.420942857142857,0.3844628571428571,0.3559665590059148,0.4475301560993716,0.213492128786855,0.9954710144927535,0.6956521739130435,0.9510869565217392,0.9981884057971014,0.946105072463768,0.9542572463768116,0.927404891304348,0.8699371428571427,5.2196228571428565,0.8080695238095239,0.3244728571428572,0.7701904761904762,0.2803333333333334,0.7301904761904762,0.6644761904761906,0.9638745471014493,0.6621076190476191,3.972645714285714,0.7301904761904762,0.7320000000000001,0.6018210373738396,0.0006131023919439363,0.0023027362937154353,0.0007473736927059767,0.8645720108695653
r054_s_stage,54,id02,2024-10-12,s_stage,"S1,S2,S3,S4",4,0,4,2.4621687594330286,3.400468571428572,0.850117142857143,0.8393694805733389,0.8428457142857144,0.0659999999999999,0.7399357142857143,0.6424971428571429,0.0037811306177578,0.0151245224710312,1,3,1,1,1111,"3,4,5,6",0.9805253623188406,0.46875,0.9941123188405796,0.8970471014492754,0.5454768,0.3949184,0.3871808,0.407808,0.5923632000000001,0.4017312,0.34726848,0.336360704,0.2782241279999999,0.58974,0.4140584,0.4179888,0.5923632000000001,routine_pressure,0.6516507576616729,0.6653079710144928,body_fatigue,0.1448289108571429,0.0,1.0,0.9646739130434784,0.916213768115942,0.7352807971014492,0.978713768115942,0.9941123188405796,0.6283967391304348,0.8201941842898551,0.7733914285714286,3.0935657142857145,0.46878,0.3339718461326798,0.501334125610596,0.1140578733495635,0.9565217391304348,0.845108695652174,0.9941123188405796,0.9646739130434784,0.916213768115942,0.7352807971014492,0.9038745471014492,0.93526,3.74104,0.7830457142857143,0.5270085714285715,0.937142857142857,0.17857142857142858,0.9378571428571428,0.9308571428571429,0.9553102355072464,0.8190628571428571,3.2762514285714284,0.9378571428571428,0.6801428571428572,2.464274559631574,0.002739292905578013,0.0035445787094962188,0.002881504493827037,0.8629415760869567
r062_recovery_route,62,id03,2024-08-20,recovery_route,"Q1,S2,S3,S4",4,0,3,2.3323658951511144,3.456542857142858,0.8641357142857143,0.8711726530239472,0.9005171428571428,0.0771928571428571,0.8086728571428571,0.5570171428571429,0.0025805753792932,0.010322301517173,0,3,1,1,1000111,"0,4,5,6",0.9651268115942028,0.3154438405797101,0.9873188405797102,0.8620425724637681,0.6738704,0.6100768,0.6218564000000001,0.7154256000000001,0.6684367999999999,0.4022136,0.56728064,0.42002496,0.385044576,0.5931816,0.460648,0.4596144,0.7154256000000001,social_load,0.5052247385049542,0.5398550724637681,isolation_cocoon,0.12898144,0.0,1.0,0.9311594202898552,0.9696557971014492,0.5989583333333334,0.9370471014492754,0.9873188405797102,0.6283967391304348,0.7639461931594201,0.7635285714285714,3.054114285714286,0.4434342857142858,0.3388638739459596,0.5223248391395601,0.150089821332326,0.9479166666666666,0.8088768115942029,0.9841485507246376,0.9311594202898552,0.9696557971014492,0.5989583333333334,0.8803464673913044,0.9020828571428571,3.6083314285714283,0.7859214285714287,0.39265714285714287,0.781,0.17857142857142858,0.7875714285714286,0.7904285714285715,0.9256182065217391,0.78523,3.14092,0.7875714285714286,0.8652857142857142,0.26806477240554605,0.0014121268370592133,0.0023099385518467047,0.0014788107406342732,0.8628872282608696
r132_s_stage,132,id06,2024-07-11,s_stage,"S1,S2,S3,S4",4,0,4,2.500186388004457,3.5560485714285717,0.8890121428571429,0.8901609091447674,0.8817171428571428,0.1117749999999999,0.8193271428571428,0.7058171428571429,0.0022355783707087,0.0089423134828348,1,4,1,0,1111,"3,4,5,6",0.9855072463768116,0.5849184782608695,0.9732789855072465,0.912884963768116,0.6844832000000001,0.7165248,0.6097832,0.479664,0.592616,0.569916,0.49835392,0.680078592,0.48586272,0.5608112000000001,0.4352448,0.702464,0.7165248,nocturnal_awake,0.9595042935008066,0.9107789855072465,measurement_confidence,0.2208802528826181,0.0,1.0,0.9809782608695652,0.9764492753623188,0.833786231884058,0.9044384057971014,0.9732789855072465,0.7701539855072463,0.9206008764347826,0.8383157142857145,3.353262857142858,0.5932742857142858,0.4061346799131874,0.5128464918993348,0.1681860575118923,0.9823369565217392,0.9605978260869564,0.9791666666666666,0.9809782608695652,0.9764492753623188,0.833786231884058,0.9533197463768116,0.9326085714285713,3.7304342857142854,0.8389957142857143,0.43696,0.8585714285714285,0.22907142857142856,0.8608571428571429,0.8557142857142856,0.9635235507246377,0.8032314285714285,3.212925714285714,0.8608571428571429,0.6564285714285715,0.42878894199451156,0.001321706024405317,0.002025915899057193,0.0011327398821345466,0.8605185688405796
r195_nonq2_full,195,id08,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.753147387578552,5.144182857142857,0.8573638095238095,0.8757344463261062,0.8760857142857145,0.1602238095238095,0.783092380952381,0.7628571428571429,0.0025737873450357,0.0154427240702142,2,5,1,1,1011111,"0,2,3,4,5,6",0.9995471014492754,0.7373188405797102,0.9393115942028986,0.9458152173913044,0.367312,0.4353248,0.3677416,0.3388008,0.4077904,0.4925452,0.4082527999999999,0.27798032,0.340169088,0.4746064,0.639316,0.52966,0.639316,isolation_cocoon,0.692132105344,0.7078804347826086,isolation_cocoon,0.15343584,0.0,1.0,0.9963768115942028,0.9510869565217392,0.9125905797101448,0.9805253623188406,0.9393115942028986,0.8845108695652174,0.8733116823188406,0.7171038095238096,4.3026228571428575,0.3249047619047619,0.2767556347938808,0.4866394536990799,0.2366346067437038,0.990036231884058,0.572463768115942,0.9225543478260868,0.9963768115942028,0.9510869565217392,0.9125905797101448,0.8945335144927535,0.8711866666666666,5.227119999999999,0.8054952380952383,0.28230809523809525,0.7256190476190475,0.2823809523809524,0.7262857142857143,0.7380952380952381,0.9456204710144925,0.7347438095238094,4.408462857142856,0.7262857142857143,0.7500952380952381,0.18737045879474812,0.0017843168795300401,0.002391598291107013,0.0018479565599436771,0.8601902173913043
