flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score
0,0,id01,2024-07-31,2024-07-30,Q1,0,0.1839999885504578,0.1859798815132273,1.3017998536424267e-05,0.1591257142857143,0.5036571428571429,-0.1510166,0.9116857142857144,0.9942857142857144,0.2134978285714286,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499457217892925,0.0,0.9737142857142858,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8172142857142858,0.1858650434947901,0.012373364868901948,1.0511792181644442e-05,0.012373364868901948,0.0,0.0,0.0,-0.003226800000000002
1,0,id01,2024-07-31,2024-07-30,Q2,1,0.5115819275521561,0.4775824655365743,0.0023125216531759,0.1259428571428571,0.4736571428571429,-0.0460250285714285,0.7735428571428572,0.6874285714285714,0.1180232,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869968896571707,0.0,0.7965714285714286,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8397771428571429,0.47760069842290936,-0.13599321538124465,0.0021022875873502045,0.13599321538124465,0.0,0.0,0.0,0.30491371428571423
2,0,id01,2024-07-31,2024-07-30,Q3,2,0.5074404548458739,0.5133172079218004,6.909740307792234e-05,0.3005542857142858,0.5036571428571429,-0.0219920857142856,0.9201714285714286,0.9251428571428572,0.3105197142857142,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041965822744746,0.0,0.9102857142857144,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7726714285714287,0.5132638483263192,0.023303827410890186,6.174263694425086e-05,0.023303827410890186,0.0,0.0,0.0,0.08137034285714288
3,0,id01,2024-07-31,2024-07-30,S1,3,0.5202725253271271,0.5236101888857627,2.2320883022897146e-05,0.3296457142857143,0.5036571428571429,0.0592980571428572,0.8507142857142858,0.7537142857142857,0.3292734857142856,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166282513857259,0.0,0.8897142857142857,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7491228571428571,0.5235613297393008,0.013180590813701779,1.9721885885504165e-05,0.013180590813701779,0.0,0.0,0.0,0.05276365714285719
4,0,id01,2024-07-31,2024-07-30,S2,4,0.4579375217389834,0.4595176418504327,5.0282614352248345e-06,0.1648057142857142,0.5036571428571429,-0.1114952857142858,0.8619714285714286,0.9091428571428573,0.233862,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2929973533633028,0.0011657617239995,0.944,0.1714285714285714,0.1788571428571428,0.0,0.0,,-0.7983685714285714,0.4594282813963785,0.0060040412579413505,4.072805451005301e-06,0.0060040412579413505,0.0,0.0,0.0,-0.01967982857142854
5,0,id01,2024-07-31,2024-07-30,S3,5,0.8508786159626692,0.8502111327255205,1.7535158101100734e-06,0.1642228571428571,0.5036571428571429,-0.088057,0.8957142857142857,0.9148571428571428,0.2343970285714285,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834216980183262,0.0,0.9394285714285714,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8465971428571429,0.850292916497796,-0.004608559722559136,1.2287199184224384e-06,0.004608559722559136,0.0,0.0,0.0,-0.07506131428571426
6,0,id01,2024-07-31,2024-07-30,S4,6,0.5084298008946088,0.5091151839410136,9.39781743536372e-07,0.1482914285714285,0.5036571428571429,0.3172508,0.4932142857142857,0.1785714285714285,0.2109301714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856015952715258,0.1785714285714285,0.7337142857142858,0.736,0.0,0.0,,-0.5764400000000001,0.5091619162848676,0.0029293686324129015,9.75802112446189e-07,0.0029293686324129015,0.0,0.0,0.0,0.09578474285714286
7,1,id01,2024-08-01,2024-07-31,Q1,0,0.0950246972067914,0.1051360141203324,0.0005765310429176,0.5242228571428572,0.6062771428571428,0.4069644,0.4877857142857143,0.1785714285714285,0.31004,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3776312767034819,0.1785714285714285,0.9051428571428572,0.9057142857142856,0.0,0.0,,-0.5504600000000002,0.10523797139932453,0.1134372121353926,0.0005340016309016149,0.1134372121353926,0.0,0.0,0.0,0.004990714285714293
8,1,id01,2024-08-01,2024-07-31,Q2,1,0.5142003796073951,0.5181404945598331,3.107903929888689e-05,0.3565942857142857,0.6062771428571428,0.2217184571428571,0.6337571428571429,0.1785714285714285,0.0574332571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384691606116536,0.1785714285714285,0.4091428571428571,0.4628571428571428,0.0,0.0,,-0.7202942857142858,0.5181432426920123,0.015788050532107745,2.8321742742143385e-05,0.015788050532107745,0.0,0.0,0.0,-0.2050924285714286
9,1,id01,2024-08-01,2024-07-31,Q3,2,0.510501737615549,0.4722836185897635,0.0029222569675849,0.7297200000000001,0.6062771428571428,0.5101276000000001,0.3991571428571429,0.1785714285714285,0.4472328571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1374595294662841,0.1785714285714285,0.6508571428571429,0.6628571428571428,0.0,0.0,,-0.4987228571428572,0.4722428045473029,-0.15315618027319333,0.00266522793368118,0.15315618027319333,0.0,0.0,0.0,0.13538534285714288
10,1,id01,2024-08-01,2024-07-31,S1,3,0.223901638829074,0.2032059081829756,0.0012609081319008,0.7193542857142858,0.6062771428571428,0.5029532000000001,0.4293857142857142,0.1785714285714285,0.450624342857143,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1306051546836312,0.1785714285714285,0.6365714285714286,0.6502857142857142,0.0,0.0,,-0.50526,0.20317036804346386,-0.12352359257645595,0.0011533214881233045,0.12352359257645595,0.0,0.0,0.0,0.08118637142857144
11,1,id01,2024-08-01,2024-07-31,S2,4,0.467637104525372,0.4611180245134399,8.54050916800908e-05,0.2781885714285714,0.6062771428571428,0.1688716571428571,0.7294285714285715,0.4914285714285714,0.1588019999999999,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100255443019043,0.0579718286780979,0.4982857142857143,0.4708571428571428,0.4828571428571429,0.0,0.0,,-0.7311028571428572,0.46109431403768425,-0.026305154400107444,7.828867375447857e-05,0.026305154400107444,0.0,0.0,0.0,-0.2301223142857143
12,1,id01,2024-08-01,2024-07-31,S3,5,0.8477592475098434,0.8432754302407395,7.726863885287871e-05,0.4342457142857143,0.6062771428571428,0.0348474857142858,0.8555714285714286,0.8108571428571428,0.2567499428571428,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941287683879456,0.0,0.9051428571428572,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.80764,0.8433338177028259,-0.03388797038667635,6.846521952330598e-05,0.03388797038667635,0.0,0.0,0.0,-0.26849202857142856
13,1,id01,2024-08-01,2024-07-31,S4,6,0.3729978985430439,0.3637272985195882,0.0001843739918245,0.3667485714285713,0.6062771428571428,0.3289918285714285,0.5847,0.1785714285714285,0.2207804571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413855795808824,0.1785714285714285,0.8125714285714286,0.8125714285714286,0.0,0.0,,-0.6117914285714287,0.36365866964600246,-0.04014228883681503,0.0001703201029312762,0.04014228883681503,0.0,0.0,0.0,-0.12113808571428572
14,2,id01,2024-08-02,2024-08-01,Q1,0,0.1032837510399468,0.1001592175335198,5.318279986127328e-05,0.5538514285714286,0.7792171428571428,0.6477150285714286,0.2300714285714285,0.1785714285714285,0.4756925714285714,1.0,1.0,0,8.0,7.62151992583664,2.0,1.0,-0.0348330128360837,-2.010323864050516e-07,-5.310231736729903e-05,1.0,0.0,1.0,0.0,0.0,0.1897430513321884,0.1785714285714285,0.7451428571428571,0.748,0.0,0.0,,0.70988,0.10009602831586892,-0.03489863750688027,5.041529235921827e-05,0.03489863750688027,1.0,0.0,1.0,0.49722462857142863
15,2,id01,2024-08-02,2024-08-01,Q2,1,0.536621580933206,0.5558458654282564,0.0007447249253993,0.7797599999999999,0.7792171428571428,0.661777657142857,0.2511571428571429,0.1785714285714285,0.3937283428571428,1.0,0.0,0,7.0,6.690561435404001,2.0,1.0,0.0786817908658617,-2.6445273777210427e-06,-0.0007436821906531,1.0,0.0,1.0,0.0,0.0,0.0290471660734689,0.1785714285714285,0.3657142857142857,0.436,0.0,0.0,,0.7286628571428571,0.5558481765378928,0.07757962942733104,0.0006779832326698765,0.07757962942733104,1.0,0.0,1.0,0.653278457142857
16,2,id01,2024-08-02,2024-08-01,Q3,2,0.5682112561937659,0.5616751943609942,8.69577392894616e-05,0.4468971428571429,0.7792171428571428,0.2867239714285714,0.7020857142857143,0.8725714285714286,0.4364517142857143,1.0,1.0,0,6.0,5.71228967627096,1.0,1.0,-0.026593293919569,-2.6940841888150337e-08,-8.695773928946161e-05,1.0,0.0,0.0,0.0,0.137130550658279,0.0057229714181775,0.8594285714285714,0.212,0.1788571428571428,0.0,0.0,,0.4403914285714285,0.561709162297335,-0.02645532172695425,7.830555159316077e-05,0.02645532172695425,1.0,0.0,1.0,0.33802057142857145
17,2,id01,2024-08-02,2024-08-01,S1,3,0.2518576456277656,0.2450768042172474,0.0001227486531213,0.5332971428571429,0.7792171428571428,0.6391682857142857,0.2037571428571428,0.1785714285714285,0.5183406857142857,1.0,1.0,0,20.0,17.09019982354792,3.0,1.0,-0.0373312223371587,-1.0921241928322861e-07,-0.0001223194961216,1.0,1.0,1.0,0.0,0.0,0.324642745011412,0.1785714285714285,0.872,0.8737142857142857,0.0,0.0,,0.7461514285714285,0.24499533860563602,-0.036755495392641224,0.00011445882552540976,0.036755495392641224,1.0,0.0,1.0,0.5380582857142857
18,2,id01,2024-08-02,2024-08-01,S2,4,0.4522512987540221,0.4449546457295745,0.0001075670855377,0.5118742857142857,0.7792171428571428,0.6286654285714286,0.1671,0.1785714285714285,0.5148900000000001,1.0,1.0,0,21.0,18.02115831398056,3.0,1.0,-0.0303565763062421,-6.394013584017926e-08,-0.0001071949447979,1.0,1.0,1.0,0.0,0.0,0.1349898069008405,0.1785714285714285,0.6434285714285715,0.6571428571428571,0.0,0.0,,0.7262485714285716,0.44490626651808124,-0.029694754332296458,9.919621475751317e-05,0.029694754332296458,1.0,0.0,1.0,0.5264904571428572
19,2,id01,2024-08-02,2024-08-01,S3,5,0.8949298069616637,0.9238245894751468,0.0048590636056385,0.7982857142857144,0.7792171428571428,0.7750060000000001,0.0334714285714285,0.1785714285714285,0.8156345142857143,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.3636414151437421,-1.259540735479484e-06,-0.0048440330571184,1.0,1.0,1.0,0.0,0.0,0.7295960136088543,0.1785714285714285,0.9588571428571429,0.9588571428571429,0.0,0.0,,0.8786828571428572,0.9240185026173097,0.35612558547458173,0.004514841785276669,0.35612558547458173,1.0,0.0,1.0,0.7976782285714286
20,2,id01,2024-08-02,2024-08-01,S4,6,0.4013011799248306,0.357790335207552,0.0039931377581028,0.8997200000000001,0.7792171428571428,0.8234153714285715,0.0468428571428571,0.1785714285714285,0.8275347428571428,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1902980310277415,-3.202930044517123e-06,-0.0039795598290607,1.0,1.0,1.0,0.0,0.0,0.1648598208886935,0.1785714285714285,0.7028571428571428,0.7062857142857143,0.0,0.0,,0.9276428571428572,0.35774209335187696,-0.1851311800290963,0.0036458669388395037,0.1851311800290963,1.0,0.0,1.0,0.8305246857142857
21,3,id01,2024-08-03,2024-08-02,Q1,0,0.6612812262919237,0.6607505674311869,6.284415251522901e-07,0.22168,0.6352171428571428,0.0540208857142856,0.8202285714285715,0.8702857142857143,0.2737499428571429,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0003947053383787,-2.0099085672651102e-10,-1.912793941386918e-07,0.0,0.0,0.0,1.0,0.2000443318371362,0.0,0.9085714285714286,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.2353371428571428,0.6607936120289929,-0.002176199242310939,4.82869929485652e-07,0.002176199242310939,1.0,0.0,1.0,0.11818805714285714
22,3,id01,2024-08-03,2024-08-02,Q2,1,0.6600442750657125,0.6987517935481184,0.0034057974680021,0.7777542857142857,0.6052171428571428,0.5814727428571428,0.1850714285714285,0.1785714285714285,0.385413257142857,1.0,0.0,0,18.0,18.26614025081224,4.0,1.0,0.1541602662756384,-2.7266674632530845e-06,-0.0028701524006941,1.0,1.0,1.0,1.0,0.0,0.2353612239766102,0.1785714285714285,0.804,0.8051428571428572,1.0,1.0,episode_neighbor_q061,0.8055428571428571,0.6988136652020339,0.17816347975515678,0.0031140612614525276,0.17816347975515678,1.0,0.0,1.0,0.7854091428571428
23,3,id01,2024-08-03,2024-08-02,Q3,2,0.5825405612758282,0.5795370659761659,1.8534940263270627e-05,0.2811657142857143,0.6352171428571428,0.1250753999999999,0.8544285714285714,0.9097142857142856,0.3286348571428571,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0020563557839757,-1.3985871682512395e-09,-5.640630085346209e-06,0.0,0.0,0.0,1.0,0.127484423230084,0.0059622151491581,0.8485714285714285,0.2148571428571428,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.28076,0.5795498978772128,-0.012285474336214297,1.6722266778179673e-05,0.012285474336214297,1.0,0.0,1.0,0.1882183428571429
24,3,id01,2024-08-03,2024-08-02,S1,3,0.8856649411247233,0.884269699592085,9.57829480535688e-06,0.3897885714285715,0.6352171428571428,0.0773217714285714,0.9170857142857144,0.872,0.3982313142857143,1.0,1.0,0,3.0,5.4,1.0,1.0,-0.0022843066139102,-1.023657469904827e-08,-2.9117981057794986e-06,0.0,0.0,0.0,1.0,0.2406994082492063,0.0,0.9257142857142856,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.3248571428571428,0.8843360943926344,-0.013056890711447444,7.905920610840056e-06,0.013056890711447444,0.0,1.0,1.0,0.2035336
25,3,id01,2024-08-03,2024-08-02,S2,4,0.5721461430128739,0.5692474001812561,1.715308439897978e-05,0.2180971428571428,0.6352171428571428,0.3477841714285714,0.5611428571428572,0.3691428571428571,0.3218999999999999,1.0,1.0,0,5.0,7.336578103057359,2.0,1.0,-0.0045744897704276,1.6196692702711706e-08,-8.370109973930818e-06,1.0,0.0,0.0,1.0,0.0001871254477728,0.0892358213118884,0.3691428571428571,0.544,0.5702857142857143,1.0,1.0,episode_neighbor_q061,0.3902228571428571,0.5692147500594443,-0.011964698274327223,1.596220063559972e-05,0.011964698274327223,0.0,1.0,1.0,0.3106651428571428
26,3,id01,2024-08-03,2024-08-02,S3,5,0.8471588175105197,0.8457006217293793,8.18971166594018e-06,0.4064057142857143,0.6352171428571428,0.3304578857142856,0.7424857142857143,0.5605714285714286,0.4222368000000001,1.0,1.0,0,3.0,5.4,1.0,1.0,-0.0018696886191682,-1.1270390153788149e-08,-2.4905323716314003e-06,0.0,0.0,0.0,1.0,0.0480622967605667,0.015694640802377,0.7165714285714285,0.2914285714285714,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.4191085714285713,0.845714606638678,-0.011110956362897495,7.309256722265456e-06,0.011110956362897495,1.0,0.0,1.0,0.25120811428571427
