row,target,target_idx_int,base_prob,base_uncertainty,target_peer_margin,target_peer_margin_abs,atlas_action_health,cohort_outlier_score,personal_axis,cohort_axis,axis_disagreement,peer_only_toxicity,q_group_peer_margin,s_group_peer_margin,target_route_margin_q2q3s2,teacher_logit_move,teacher_has_action,teacher_action_sign,flat_idx,target_idx,sign,source_support,source_move_abs_mean,source_move_abs_max,source_move_std,sem_mean,base_mean,sem_min,base_min,sem_pos,base_pos,h088_alignment,source_score,source_score_max,source_support_rank,source_move_abs_mean_rank,source_move_abs_max_rank,source_move_std_rank,sem_mean_rank,base_mean_rank,sem_min_rank,base_min_rank,sem_pos_rank,base_pos_rank,source_score_rank,source_score_max_rank,h088_safe_rank,listener_benefit_rank,source_consensus_rank,human_state_responsibility,responsibility_score,signed_responsibility
0,Q1,0,0.1839999885504578,0.3679999771009156,-0.5377175266978416,0.5377175266978416,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3821981776765376,0.05197895216400912,0.0
0,Q2,1,0.5115819275521561,0.9768361448956877,-0.9426459758347843,0.9426459758347843,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5408200455580865,0.07355152619589977,0.0
0,Q3,2,0.5074404548458739,0.9851190903082523,-0.1938278161257867,0.1938278161257867,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,2,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46748291571753986,0.06357767653758543,0.0
0,S1,3,0.5202725253271271,0.9594549493457458,-1.1040572540486213,1.1040572540486213,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450683371298405,0.07412929384965831,0.0
0,S2,4,0.4579375217389834,0.9158750434779668,1.5364388832539944,1.5364388832539944,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,4,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5509681093394077,0.07493166287015945,0.0
0,S3,5,0.8508786159626692,0.29824276807466155,0.6745594916086408,0.6745594916086408,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3829726651480637,0.052084282460136674,0.0
0,S4,6,0.5084298008946088,0.9831403982107825,1.2351633940581954,1.2351633940581954,0.3272342857142857,0.24091428571428575,0.38142857142857145,0.15571428571428572,0.09571428571428571,0.2042857142857143,0.5620571428571429,0.7282142857142857,0.6088571428571429,0.0,0.0,0.0,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5572892938496583,0.07579134396355354,0.0
1,Q1,0,0.0950246972067914,0.19004939441358282,-0.6079662588203738,0.6079662588203738,0.2938234285714286,0.18031428571428573,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.0,0.0,0.0,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533485193621868,0.048055398633257404,0.0
1,Q2,1,0.5142003796073951,0.9715992407852099,-1.114463825746947,1.114463825746947,0.2938234285714286,0.18031428571428573,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.0,0.0,0.0,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378132118451024,0.07314259681093394,0.0
1,Q3,2,0.510501737615549,0.9789965247689021,-0.740434937708033,0.740434937708033,0.2938234285714286,0.18031428571428573,0.2985714285714286,0.09428571428571429,0.09571428571428571,0.2042857142857143,0.7742142857142859,0.6121428571428571,0.7085285714285715,0.0,0.0,0.0,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173348519362186,0.07035753986332574,0.0
