flat_idx,row,target,target_idx,candidate_sign,teacher_has_action,teacher_logit_move,teacher_sign,lrj_has_cell,lrj_sign,lrj_teacher_sign_match,responsibility_score,selection_score,source_consensus_rank,listener_benefit_rank,human_state_responsibility,h088_safe_rank,source_support,source_move_abs_mean,sign_margin,base_prob,toxic_same_weight,toxic_opp_weight,toxic_abs_weight,toxic_same_rank,toxic_opp_rank,toxic_safety_rank,bad_anchor_same_count,bad_anchor_same_weight,bad_anchor_same_count_rank,bad_anchor_same_weight_rank
14,2,Q1,0,-1,False,0.0,0,True,-1,False,0.4597216016668702,0.5445422943221321,0.5172554660529344,0.718596087456847,0.2308997722095672,0.6144994246260069,5.0,0.0218858538079287,0.4597216016668702,0.1032837510399468,0.0485959948168188,3.955328851702419,4.003924846519238,0.1054461181923522,0.7253765932792584,0.8945538818076477,1,0.048595994816818866,0.22711471610660486,0.10544611819235226
15,2,Q2,1,1,False,0.0,0,True,1,False,0.1498744179827464,0.0509617612977983,0.1923705408515535,0.0362140391254315,0.3699430523917995,0.5074798619102416,2.0,0.0678774951363841,0.1498744179827464,0.536621580933206,0.1181942480337882,0.2329834956905684,0.3511777437243567,0.3232908458864426,0.1390498261877172,0.6767091541135574,2,0.11819424803378822,0.4895712630359212,0.32329084588644263
16,2,Q3,2,-1,False,0.0,0,True,-1,False,0.5396232358931295,0.7279258400926999,0.5368296892980436,0.732451093210587,0.3966628701594533,0.8262370540851554,5.0,0.0170193677143619,0.5396232358931295,0.5682112561937659,2.274068266762359,0.0457837713454207,2.31985203810778,0.9710312862108922,0.0475086906141367,0.0289687137891078,19,2.2740682667623595,0.9791425260718424,0.9710312862108922
17,2,S1,3,-1,False,0.0,0,True,-1,False,0.2472596471081297,0.1377520278099652,0.3218699654775603,0.201915995397008,0.3284738041002278,0.5880322209436133,4.0,0.0594748641477222,0.2472596471081297,0.2518576456277656,0.0520243388914065,5.134131954224673,5.186156293116079,0.1181923522595596,0.8099652375434531,0.8818076477404403,1,0.05202433889140656,0.22711471610660486,0.11819235225955968
18,2,S2,4,-1,False,0.0,0,True,-1,False,0.2596773334225317,0.147369640787949,0.246403912543153,0.2289010356731875,0.4753302961275626,0.7065592635212888,4.0,0.0381750089212453,0.2596773334225317,0.4522512987540221,0.0352041967105734,2.952517725877793,2.987721922588366,0.0718424101969872,0.6222479721900348,0.9281575898030128,1,0.0352041967105734,0.22711471610660486,0.07184241019698726
19,2,S3,5,1,False,0.0,0,True,1,False,0.4749317131975046,0.6638006952491309,0.8068929804372842,0.7382738780207135,0.2894874715261958,0.0529344073647871,7.0,0.318446515795896,0.4749317131975046,0.8949298069616637,0.3654594726171827,12.282231781963782,12.647691254580964,0.7242178447276941,0.936268829663963,0.2757821552723059,1,0.3654594726171827,0.22711471610660486,0.7242178447276941
20,2,S4,6,-1,False,0.0,0,True,-1,False,0.2062702420203782,0.1224565469293163,0.4075776754890679,0.0281818181818181,0.4125512528473804,0.1196777905638665,5.0,0.1762919988995395,0.2062702420203782,0.4013011799248306,0.1695882839215205,3.029497142178699,3.1990854261002197,0.4658169177288528,0.6349942062572422,0.5341830822711471,1,0.16958828392152053,0.22711471610660486,0.46581691772885286
22,3,Q2,1,1,False,-4.440892098500626e-16,0,True,1,False,0.1776705822468686,0.0984704519119351,0.3328653624856156,0.007560414269275,0.3793963553530751,0.2071346375143843,3.0,0.1721216779736478,0.1776705822468686,0.6600442750657125,0.1319246701842727,3.943483745660972,4.075408415845245,0.3568945538818076,0.7242178447276941,0.6431054461181924,1,0.13192467018427279,0.22711471610660486,0.35689455388180763
28,4,Q1,0,-1,False,0.0,0,True,-1,False,0.5613786139512514,0.7887601390498261,0.5825258918296893,0.6268642117376295,0.6767198177676538,0.7249712313003452,6.0,0.0362267560095361,0.5613786139512514,0.5445439902464404,0.5414739944838184,0.1366029798019146,0.678076974285733,0.8076477404403245,0.0950173812282734,0.1923522595596755,9,0.5414739944838183,0.884125144843569,0.8076477404403245
30,4,Q3,2,1,False,0.0,0,True,1,False,0.2403236956996655,0.1298725376593279,0.2069044879171461,0.0986593785960874,0.6536446469248292,0.7456846950517837,2.0,0.0677344395810596,0.2403236956996655,0.5388232923930961,0.2377794947541452,0.8125033202049267,1.050282814959072,0.5805330243337196,0.302433371958285,0.4194669756662804,6,0.23777949475414523,0.7827346465816918,0.5805330243337196
31,4,S1,3,-1,False,0.0,0,True,-1,False,0.2391150774137593,0.1639397450753186,0.2967548906789413,0.1642750287686996,0.6105580865603645,0.2313003452243959,1.0,0.1518225305625917,0.2391150774137593,0.7815781459655472,1.0275995641153282,0.1001054210595071,1.1277049851748353,0.8910776361529548,0.0776361529548088,0.1089223638470452,9,1.0275995641153282,0.884125144843569,0.8910776361529548
32,4,S2,4,1,False,0.0,0,True,1,False,0.5743077884015978,0.8651216685979143,0.8376869965477561,0.7939700805523591,0.6385421412300684,0.1645569620253164,8.0,0.1380230698632037,0.5743077884015978,0.6868186532777408,0.147173697945063,5.576615664698197,5.72378936264326,0.3997682502896871,0.8296639629200464,0.6002317497103129,1,0.14717369794506308,0.22711471610660486,0.39976825028968715
33,4,S3,5,1,False,0.0,0,True,1,False,0.5272437150081702,0.7596755504055619,0.7378481012658228,0.712439585730725,0.5250911161731208,0.2727272727272727,8.0,0.1078105634609482,0.5272437150081702,0.8598191584284451,0.1122457411435249,4.990996318447768,5.103242059591293,0.3105446118192352,0.8041714947856315,0.6894553881807648,1,0.11224574114352492,0.22711471610660486,0.3105446118192352
34,4,S4,6,1,False,0.0,0,True,1,False,0.6758547434509244,0.885747392815759,0.7086478711162256,0.9230207134637516,0.6355694760820045,0.6444188722669735,9.0,0.0268719740977524,0.6758547434509244,0.6844363334065584,0.0989634635632631,2.665169662316043,2.7641331258793063,0.2560834298957126,0.5816917728852838,0.7439165701042874,2,0.09896346356326313,0.4895712630359212,0.25608342989571264
35,5,Q1,0,-1,False,0.0,0,True,-1,False,0.4644135487517137,0.6385399768250289,0.8590276179516685,0.6284579976985041,0.1506947608200455,0.1300345224395857,9.0,0.2171596509738777,0.4644135487517137,0.1250884806363739,0.1654253225271953,3.743330677235248,3.908755999762443,0.4530706836616454,0.7056778679026651,0.5469293163383546,1,0.16542532252719533,0.22711471610660486,0.45307068366164543
37,5,Q3,2,1,True,1.4806648788912005,1,True,1,True,0.5728722892235816,0.8203939745075319,0.640258918296893,0.6799021864211738,0.3117995444191344,0.9234752589182968,5.0,0.0534261150178856,0.5728722892235816,0.5251374051887717,0.3279178377880721,0.3961710957752032,0.7240889335632756,0.6894553881807648,0.2004634994206257,0.3105446118192352,11,0.32791783778807215,0.9154113557358053,0.6894553881807648
38,5,S1,3,-1,False,0.0,0,True,-1,False,0.297118558905131,0.2129548088064889,0.2344246260069044,0.4720080552359034,0.2694646924829157,0.7997698504027618,4.0,0.0028443779993268,0.297118558905131,0.452157785185675,0.0958140406298208,0.9177266681268508,1.0135407087566717,0.2433371958285052,0.3198146002317497,0.7566628041714948,2,0.09581404062982085,0.4895712630359212,0.24333719582850522
39,5,S2,4,1,True,1.156807505380315,1,True,1,True,0.5915682145295096,0.8235225955967554,0.6618699654775604,0.6695281933256618,0.3723576309794988,0.9234752589182968,9.0,0.0093697778968978,0.5915682145295096,0.5497473648760006,0.1837862584427485,0.76495063609524,0.9487368945379886,0.4947856315179606,0.2954808806488992,0.5052143684820394,6,0.18378625844274854,0.7827346465816918,0.4947856315179606
40,5,S3,5,-1,False,0.0,0,True,-1,False,0.2825469602121593,0.2455156431054461,0.4085443037974683,0.2792577675489068,0.2556150341685649,0.4982738780207134,5.0,0.1167577883389033,0.2825469602121593,0.789998902831536,0.1045360948748552,1.1099178760743418,1.214453970949197,0.2827346465816918,0.3476245654692931,0.7172653534183082,4,0.10453609487485527,0.6749710312862109,0.2827346465816918
41,5,S4,6,-1,False,0.0,0,True,-1,False,0.319342075200588,0.3092468134414832,0.3354545454545455,0.3142750287686996,0.3288610478359909,0.9234752589182968,1.0,0.0622730311161307,0.319342075200588,0.539318589457077,2.3928567157064653,0.0476442030944356,2.4405009188009013,0.9733487833140207,0.048667439165701,0.0266512166859791,18,2.3928567157064653,0.9582850521436849,0.9733487833140209
