row,target,target_idx,cell_key,boundary_class,direction,opposed_weight,route_votes,fusion_votes,total_votes,route_weight,fusion_weight,total_weight,family_balance,vote_coverage,mean_abs_delta,weighted_delta,action_delta,action_score,files,source_table,core_listener,core_prediction_energy,core_context_coverage,core_context_disagreement,core_listener_responsibility,core_listener_alignment,core_invariant_energy_delta,core_health_score,core_default_released,core_release_score
109,S2,4,109:S2,strict_jury,-1,0.0,3,3,6,3.244216432303701,2.4767192432194025,5.720935675523104,0.865844114911479,1.0,0.0889190960084591,-0.0899932202269371,-0.0773941693951659,5.337187080980955,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.17826756172140984,0.9776406858185798,0.14625457129736638,0.3103651773409034,0.9834905059987978,0.03294729279358019,0.18635379057329046,True,0.36263623134662193
184,S1,3,184:S1,strict_jury,1,0.0,2,3,5,2.1897359247079815,2.4767192432194025,4.666455167927384,0.9385007873891382,0.8333333333333333,0.1044316185672216,0.1048889067699449,0.0902044598221526,4.1460498829490335,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.17168311496045444,0.9034746443161583,0.10258710378520024,0.3473386933708131,0.9876817044567683,0.05946122721132504,0.16865222390923998,True,0.3455180390438376
109,S4,6,109:S4,strict_jury,-1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.0572725780352007,-0.057554610928016,-0.0494969653980938,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.24882939486678612,0.8269513570413478,0.1414717400541267,0.36421725809996647,0.9899816369819417,0.03012506909822037,0.16544224058877935,True,0.34317789404841686
17,S1,3,17:S1,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.0737314811210499,0.0740457540268436,0.0636793484630855,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.23094161852357464,0.8269513570413478,0.1235839637109152,0.3685735724216886,0.9899816369819417,0.04003727589235797,0.16175913151360813,True,0.34019653610466344
17,S2,4,17:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.0935536076276788,0.0939862056863293,0.0808281368902432,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.2103730933441981,0.8269513570413478,0.10301543853153865,0.37377963263006203,0.9899816369819417,0.0628932781970827,0.15643559338886284,True,0.33114581714599695
25,S2,4,25:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.109558531236637,0.1100686189735342,0.0946590123172394,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.1947806358719377,0.8269513570413478,0.08742298105927825,0.3779491474313551,0.9899816369819417,0.08258545594073578,0.15227215156596144,True,0.3232663744204096
19,S2,4,19:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1158762341189899,0.116409216369158,0.1001119260774759,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.18893750431539355,0.8269513570413478,0.08157984950273411,0.37958630673570143,0.9899816369819417,0.08973883980272397,0.15073936473585473,True,0.32045015018290307
200,S1,3,200:S1,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1196398552958208,0.120211033916772,0.1033814891684239,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.18555411752981874,0.8269513570413478,0.07819646271715928,0.38055921353469546,0.9899816369819417,0.0939949380956169,0.14983016674389188,True,0.3187584169306465
200,S2,4,200:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.1223509605577754,0.1229422904602864,0.1057303697958463,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.1831658405554488,0.8269513570413478,0.07580818574278937,0.38125892372153075,0.9899816369819417,0.09704866335069524,0.14918353218033337,True,0.3175428752066395
182,S2,4,182:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310825,4.054076129939063,0.9197361595965416,0.6666666666666666,0.125781184207242,0.1263810024028395,0.108687662066442,3.242815225167178,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv",decoder_order_jury,objective_listener,0.1802068375324877,0.8269513570413478,0.07284918271982825,0.3821428787838041,0.9899816369819417,0.10088740658079631,0.14837821082026564,True,0.31601484592469187
