cells,rows,extra_cells,mean_health,mean_responsibility,mean_release_score,mean_invariant_margin,strict_rate,shadow_rate,route_only_rate,fusion_only_rate,iteration,variant
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,0,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,1,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,2,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,3,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,4,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,5,core_jury_veto
19.0,11.0,0.0,0.14386342369799146,0.38192725883181683,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,6,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,7,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,8,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.38192725883181683,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,9,core_jury_veto
19.0,11.0,0.0,0.14386342369799146,0.38192725883181683,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,10,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,11,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.3819272588318169,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,12,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.38192725883181683,0.3059293967566399,0.3608233019631573,1.0,0.0,0.0,0.0,13,core_jury_veto
19.0,11.0,0.0,0.1438634236979915,0.38192725883181683,0.3059293967566398,0.3608233019631573,1.0,0.0,0.0,0.0,14,core_jury_veto
