source_file,row,subject_id,sleep_date,lifelog_date,target_index,target,flat_idx,h057_prob,source_prob,source_move,primary_grad,secondary_grad,frontier_grad,benefit_primary,benefit_secondary,benefit_frontier,h088_same_direction,h088_penalty,score,passes_gate,amp,new_prob
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,98,id04,2024-10-19,2024-10-18,1,Q2,687,0.4631417001415242,0.3607041885369451,-0.4246079449397575,0.000495422316644559,0.0002394950979529833,0.0002320466743606724,0.00021036025174774002,0.00010169152136496217,9.852886153039023e-05,False,0.0,2.0930857142857144,True,0.68,0.3925908756995611
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,78,id03,2024-10-06,2024-10-05,1,Q2,547,0.839290393934458,0.8837226247662203,0.37520701953641966,-0.00021676596512452013,-0.0001982721365128423,-0.0002021653516949826,8.133211171130668e-05,7.439309739810169e-05,7.585385906300649e-05,False,0.0,2.089514285714286,True,0.68,0.8708053725387191
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,44,id02,2024-09-30,2024-09-29,1,Q2,309,0.6205899898125083,0.5511438385163918,-0.28675983896991464,0.0006027710731477901,0.0004395440881640426,0.00022543673463949393,0.00017285053587158292,0.00012604359194209883,6.464620172312466e-05,False,0.0,2.088914285714286,True,0.68,0.5737227941682411
submission_h126_coeffeq_3fe3eee4_uploadsafe.csv,93,id04,2024-09-27,2024-09-26,3,S1,654,0.998429958276754,0.9984733501920452,0.0280699869555745,-7.894907724212894e-06,-1.2903226453181578e-05,-3.779541727843561e-07,2.216099568341203e-07,3.621933982256307e-07,1.0609168699861826e-08,False,0.0,2.087542857142857,True,0.68,0.9984595966653549
submission_h075_antibad_transport_f6863945_uploadsafe.csv,194,id08,2024-09-09,2024-09-08,1,Q2,1359,0.7100675875039203,0.6485547171599252,-0.2830199800956832,0.0013013414966931926,0.0007595412606841576,7.720328538091611e-05,0.00036830564449179395,0.0002149653524806804,2.1850072291828227e-05,False,0.0,2.0857714285714284,True,0.68,0.6689098797550984
submission_h126_coeffeq_3fe3eee4_uploadsafe.csv,151,id06,2024-08-25,2024-08-24,4,S2,1061,0.9981439428441186,0.9982258555181424,0.04521816602411821,-8.210510725856198e-07,-1.4732278654869037e-05,-5.318999133582683e-07,3.712642371445689e-08,6.66166622129441e-07,2.405153859044827e-08,False,0.0,2.085571428571429,True,0.68,0.9982000438923295
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,91,id04,2024-09-25,2024-09-24,1,Q2,638,0.517487560784734,0.4463355277523664,-0.2854666704648636,0.00041955620400671654,0.00022645439997756394,0.00018054417533090603,0.00011976931263067445,6.464518357371366e-05,5.1539344603538314e-05,False,0.0,2.083971428571428,True,0.68,0.469005155956216
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,10,id01,2024-08-13,2024-08-12,1,Q2,71,0.5036388558656353,0.446074126997159,-0.2311014127587892,0.0005196224018075206,0.0003285586935838136,0.00012801671133845166,0.00012008547115883323,7.593037826140145e-05,2.9584842847050288e-05,False,0.0,2.0820285714285713,True,0.68,0.46441196002214113
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,27,id02,2024-08-26,2024-08-25,1,Q2,190,0.6544527640464474,0.6121385324575492,-0.18235967649552037,0.0005822154837493367,0.0003859535852963523,0.00013325659979911006,0.00010617262726721194,7.038237095692904e-05,2.4300630430258735e-05,False,0.0,2.071485714285714,True,0.68,0.625899533474338
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,50,id02,2024-10-07,2024-10-06,1,Q2,351,0.6835694225546829,0.6409308429491447,-0.1908177934308828,0.0002341735301935031,0.0001556404524175634,0.0001835151273438413,4.468447631144447e-05,2.9698967698903752e-05,3.5017951660939255e-05,False,0.0,2.0560857142857145,True,0.68,0.6548593009723902
