flat_idx,row,subject_id,target,target_idx,cell_key,desired_logit,current_logit,row_state_logit,pre_logit,transport_delta,pre_delta,abs_transport_delta,positive_mean_logit,negative_mean_logit,negative_distance,positive_disagreement,frontier_delta,frontier_sign_agrees,bad_tangent_value,bad_tangent_alignment,source_health,source_family_count,source_families,source_direction,route_energy_delta,subject_energy_delta,transport_rank,negative_distance_rank,positive_consensus_rank,source_health_rank,route_safe_rank,subject_safe_rank,anti_bad_rank,cell_score,config,selected
1279,182,id08,S3,5,182:S3,0.5656094918686295,0.6241398739157574,0.6241398739157574,0.6241398739157574,-0.0585303820471279,-0.0585303820471279,0.0585303820471279,0.6241398739157574,0.8397430767069171,0.2741335848382875,0.0,0.0,False,0.002132059834605,-0.002132059834605,0.903381543993658,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,-0.001413329948612,0.0002785109118081,0.9268571428571428,0.8931428571428571,0.876,1.0,0.8017142857142857,0.1948571428571428,0.6228571428571428,0.7960457142857142,full_field_public_private_reset,True
953,136,id06,Q2,1,136:Q2,0.3707688867148067,0.5810837686146585,0.2384054377651799,0.0915713462952081,-0.2103148818998518,0.2791975404195985,0.2103148818998518,0.2610947580233696,0.1503049828629333,0.2204639038518733,0.1692359496946652,0.3426783308494785,False,-0.0028921157981271,0.0028921157981271,0.6232157006603081,1,public_loss_tomography,1,-0.0226870791988103,-0.0127227391277364,0.9617142857142856,0.852,0.1045714285714285,0.9731428571428572,0.996,0.9994285714285714,0.1085714285714285,0.75564,full_field_public_private_reset,True
1292,184,id08,S2,4,184:S2,0.6023308463892783,0.6434861179801513,0.6434861179801513,0.5671929778711228,-0.041155271590873,0.0351378685181554,0.041155271590873,0.6282274899583455,0.7732670321534263,0.170936185764148,0.0305172560436114,0.0,False,0.0005594284904034,-0.0005594284904034,0.8335630538006165,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,0.000979818806628,-0.000514260989897,0.8805714285714286,0.7845714285714286,0.6131428571428572,0.9977142857142856,0.3291428571428572,0.9297142857142856,0.4194285714285715,0.7533142857142858,full_field_public_private_reset,True
181,25,id01,S4,6,25:S4,-0.0042573183501208,0.0377717970026085,0.0377717970026085,0.0377717970026085,-0.0420291153527293,-0.0420291153527293,0.0420291153527293,0.0377717970026085,0.1937959311119478,0.1980532494620686,0.0,0.0,False,0.0012487065680527,-0.0012487065680527,0.7776206218728741,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,0.0040525086095315,-0.0001995958796374,0.884,0.8302857142857143,0.876,0.9937142857142856,0.148,0.8725714285714286,0.496,0.7531257142857144,full_field_public_private_reset,True
982,140,id06,Q3,2,140:Q3,0.5641993918396021,0.6172044101771447,0.6172044101771447,1.227471545985443,-0.0530050183375425,-0.663272154145841,0.0530050183375425,0.7392578373388045,0.9891438571932356,0.4249444653536334,0.2441068543233193,0.0,False,0.0129946092325236,-0.0129946092325236,0.36,0,,-1,-0.0047403283573066,-0.0020771773264215,0.9182857142857144,0.9451428571428572,0.0582857142857142,0.468,0.9171428571428571,0.9822857142857144,0.9845714285714284,0.7482057142857143,full_field_public_private_reset,True
767,109,id05,S2,4,109:S2,-1.6062679225292311,-1.6350216804482878,-1.6350216804482878,-1.51313962620915,0.0287537579190564,-0.0931282963200814,0.0287537579190564,-1.6106452696004605,-1.7023866712644171,0.0961187487351857,0.0487528216956551,0.0,False,0.0007742129789876,0.0007742129789876,0.8303202267428932,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",-1,-0.0086782884242349,-0.0004231353711356,0.8091428571428572,0.5988571428571429,0.4674285714285714,0.9971428571428572,0.9582857142857144,0.9188571428571428,0.1828571428571428,0.7353200000000001,full_field_public_private_reset,True
668,95,id04,S1,3,95:S1,2.014746993442042,2.0396249038831704,2.0396249038831704,2.2790623186274432,-0.0248779104411283,-0.2643153251854011,0.0248779104411283,2.0875123868320253,2.2036844042768733,0.1889374108348311,0.0957749658977091,0.0,False,0.0038423568544189,-0.0038423568544189,0.3875703734658648,2,"listener_dropout,route_toxicity_fusion",1,-0.0030611950038481,-0.0004357137681168,0.7748571428571429,0.8142857142857143,0.2194285714285714,0.9388571428571428,0.8668571428571429,0.92,0.8177142857142857,0.7350971428571428,full_field_public_private_reset,True
329,47,id02,Q1,0,47:Q1,1.5778083090646793,1.6233733909787822,1.6233733909787822,2.0058804408959316,-0.0455650819141029,-0.4280721318312523,0.0455650819141029,1.6998748009622122,1.9099234329764516,0.3321151239117723,0.1530028199668597,0.0,False,0.0068050002583953,-0.0068050002583953,0.36,0,,-1,-0.0139273445189231,-0.0021130054647443,0.8965714285714286,0.9211428571428572,0.1194285714285714,0.468,0.98,0.9834285714285714,0.9382857142857144,0.7348171428571428,full_field_public_private_reset,True
1065,152,id07,Q2,1,152:Q2,0.2031586599959055,0.416235696799184,0.0304358398692287,-0.4209271220566868,-0.2130770368032784,0.6240857820525924,0.2130770368032784,-0.0032820611137234,-0.2403819372340271,0.4435405972299328,0.2673948420790712,0.3857998569299553,False,-0.0070177365221838,0.0070177365221838,0.4880135730007337,1,public_loss_tomography,1,-0.0010151745040433,-0.0040052303026699,0.9628571428571427,0.9485714285714286,0.0548571428571428,0.9514285714285714,0.7662857142857142,0.9931428571428572,0.0577142857142857,0.7292685714285714,full_field_public_private_reset,True
1054,150,id06,S2,4,150:S2,5.525994837080687,6.3415193622717485,5.959672909812828,2.5203535854665446,-0.8155245251910612,3.005641251614142,0.8155245251910612,4.618190065727774,3.8784440574179406,1.6475507796627469,1.3883716323152078,0.3818464524589204,False,-0.0636756050576531,0.0636756050576531,0.4432263389581805,1,public_loss_tomography,1,-0.00294183903492,-0.0002234328325445,0.9771428571428572,0.9788571428571428,0.0257142857142856,0.9457142857142856,0.8622857142857143,0.8782857142857143,0.0257142857142856,0.7292114285714286,full_field_public_private_reset,True
