flat_idx,row,subject_id,target,target_idx,cell_key,desired_logit,current_logit,row_state_logit,pre_logit,transport_delta,pre_delta,abs_transport_delta,positive_mean_logit,negative_mean_logit,negative_distance,positive_disagreement,frontier_delta,frontier_sign_agrees,bad_tangent_value,bad_tangent_alignment,source_health,source_family_count,source_families,source_direction,route_energy_delta,subject_energy_delta,transport_rank,negative_distance_rank,positive_consensus_rank,source_health_rank,route_safe_rank,subject_safe_rank,anti_bad_rank,cell_score,config
1279,182,id08,S3,5,182:S3,0.5656094918686295,0.6241398739157574,0.6241398739157574,0.6241398739157574,-0.058530382047127905,-0.058530382047127905,0.058530382047127905,0.6241398739157574,0.8397430767069171,0.27413358483828754,0.0,0.0,False,0.002132059834605044,-0.002132059834605044,0.903381543993658,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,-0.0014133299486120965,0.0002785109118081455,0.9268571428571428,0.8931428571428571,0.876,1.0,0.8017142857142857,0.19485714285714284,0.6228571428571428,0.7960457142857142,full_field_public_private_reset
953,136,id06,Q2,1,136:Q2,0.3707688867148067,0.5810837686146585,0.23840543776517997,0.09157134629520819,-0.2103148818998518,0.2791975404195985,0.2103148818998518,0.2610947580233696,0.1503049828629333,0.22046390385187337,0.1692359496946652,0.3426783308494785,False,-0.00289211579812718,0.00289211579812718,0.6232157006603081,1,public_loss_tomography,1,-0.0226870791988103,-0.01272273912773643,0.9617142857142857,0.852,0.10457142857142854,0.9731428571428572,0.996,0.9994285714285714,0.10857142857142854,0.75564,full_field_public_private_reset
1292,184,id08,S2,4,184:S2,0.6023308463892783,0.6434861179801513,0.6434861179801513,0.5671929778711228,-0.041155271590873066,0.03513786851815548,0.041155271590873066,0.6282274899583455,0.7732670321534263,0.17093618576414804,0.030517256043611416,0.0,False,0.0005594284904034765,-0.0005594284904034765,0.8335630538006165,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,0.0009798188066280078,-0.000514260989897028,0.8805714285714286,0.7845714285714286,0.6131428571428572,0.9977142857142857,0.3291428571428572,0.9297142857142857,0.4194285714285715,0.7533142857142858,full_field_public_private_reset
181,25,id01,S4,6,25:S4,-0.004257318350120805,0.03777179700260852,0.03777179700260852,0.03777179700260852,-0.042029115352729324,-0.042029115352729324,0.042029115352729324,0.03777179700260852,0.19379593111194784,0.19805324946206865,0.0,0.0,False,0.0012487065680527503,-0.0012487065680527503,0.7776206218728741,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,0.004052508609531547,-0.0001995958796374292,0.884,0.8302857142857143,0.876,0.9937142857142857,0.14800000000000002,0.8725714285714286,0.496,0.7531257142857144,full_field_public_private_reset
982,140,id06,Q3,2,140:Q3,0.5641993918396021,0.6172044101771447,0.6172044101771447,1.227471545985443,-0.053005018337542564,-0.663272154145841,0.053005018337542564,0.7392578373388045,0.9891438571932355,0.4249444653536334,0.24410685432331933,0.0,False,0.012994609232523676,-0.012994609232523676,0.36,0,,-1,-0.004740328357306645,-0.002077177326421528,0.9182857142857143,0.9451428571428572,0.058285714285714274,0.468,0.9171428571428571,0.9822857142857143,0.9845714285714285,0.7482057142857143,full_field_public_private_reset
767,109,id05,S2,4,109:S2,-1.6062679225292313,-1.6350216804482878,-1.6350216804482878,-1.5131396262091499,0.028753757919056433,-0.09312829632008146,0.028753757919056433,-1.6106452696004603,-1.7023866712644171,0.09611874873518578,0.04875282169565517,0.0,False,0.0007742129789876412,0.0007742129789876412,0.8303202267428932,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",-1,-0.008678288424234903,-0.0004231353711356689,0.8091428571428572,0.5988571428571429,0.4674285714285714,0.9971428571428571,0.9582857142857143,0.9188571428571428,0.18285714285714283,0.7353200000000001,full_field_public_private_reset
668,95,id04,S1,3,95:S1,2.014746993442042,2.0396249038831704,2.0396249038831704,2.2790623186274432,-0.024877910441128304,-0.26431532518540113,0.024877910441128304,2.0875123868320253,2.2036844042768733,0.18893741083483118,0.09577496589770915,0.0,False,0.0038423568544189734,-0.0038423568544189734,0.3875703734658648,2,"listener_dropout,route_toxicity_fusion",1,-0.0030611950038481606,-0.00043571376811687296,0.7748571428571429,0.8142857142857143,0.21942857142857142,0.9388571428571428,0.8668571428571429,0.92,0.8177142857142857,0.7350971428571428,full_field_public_private_reset
329,47,id02,Q1,0,47:Q1,1.5778083090646793,1.6233733909787822,1.6233733909787822,2.0058804408959316,-0.04556508191410291,-0.42807213183125237,0.04556508191410291,1.6998748009622122,1.9099234329764516,0.33211512391177234,0.15300281996685977,0.0,False,0.006805000258395387,-0.006805000258395387,0.36,0,,-1,-0.01392734451892319,-0.002113005464744383,0.8965714285714286,0.9211428571428572,0.11942857142857144,0.468,0.98,0.9834285714285714,0.9382857142857143,0.7348171428571428,full_field_public_private_reset
1065,152,id07,Q2,1,152:Q2,0.20315865999590557,0.41623569679918404,0.030435839869228765,-0.4209271220566868,-0.21307703680327847,0.6240857820525924,0.21307703680327847,-0.003282061113723411,-0.24038193723402718,0.4435405972299328,0.26739484207907127,0.3857998569299553,False,-0.007017736522183853,0.007017736522183853,0.4880135730007337,1,public_loss_tomography,1,-0.0010151745040433147,-0.004005230302669999,0.9628571428571429,0.9485714285714286,0.05485714285714283,0.9514285714285714,0.7662857142857142,0.9931428571428571,0.05771428571428572,0.7292685714285714,full_field_public_private_reset
1054,150,id06,S2,4,150:S2,5.525994837080687,6.3415193622717485,5.959672909812828,2.5203535854665446,-0.8155245251910612,3.0056412516141426,0.8155245251910612,4.618190065727774,3.8784440574179406,1.6475507796627467,1.3883716323152078,0.38184645245892046,False,-0.06367560505765317,0.06367560505765317,0.4432263389581805,1,public_loss_tomography,1,-0.0029418390349200685,-0.0002234328325445012,0.9771428571428571,0.9788571428571429,0.02571428571428569,0.9457142857142857,0.8622857142857143,0.8782857142857143,0.02571428571428569,0.7292114285714286,full_field_public_private_reset
