flat_idx,row,subject_id,target,target_idx,cell_key,desired_logit,current_logit,row_state_logit,pre_logit,transport_delta,pre_delta,abs_transport_delta,positive_mean_logit,negative_mean_logit,negative_distance,positive_disagreement,frontier_delta,frontier_sign_agrees,bad_tangent_value,bad_tangent_alignment,source_health,source_family_count,source_families,source_direction,route_energy_delta,subject_energy_delta,transport_rank,negative_distance_rank,positive_consensus_rank,source_health_rank,route_safe_rank,subject_safe_rank,anti_bad_rank,cell_score,config,selected
1279,182,id08,S3,5,182:S3,0.5626995771299745,0.6241398739157574,0.6241398739157574,0.6241398739157574,-0.06144029678578289,-0.06144029678578289,0.06144029678578289,0.6241398739157574,0.8397430767069171,0.2770434995769425,0.0,0.0,False,0.002132059834605044,-0.002132059834605044,0.903381543993658,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,-0.001441400775695656,0.0002985273308091854,0.9297142857142857,0.8794285714285714,0.876,1.0,0.7982857142857143,0.22399999999999998,0.5925714285714285,0.7939257142857142,cohort_ready_private_safe_reset,True
953,136,id06,Q2,1,136:Q2,0.46016225970749935,0.5810837686146585,0.23840543776517997,0.09157134629520819,-0.12092150890715914,0.36859091341229117,0.12092150890715914,0.2610947580233696,0.1503049828629333,0.30985727684456604,0.1692359496946652,0.3426783308494785,False,-0.00289211579812718,0.00289211579812718,0.6232157006603081,1,public_loss_tomography,1,-0.01537438747762665,-0.007590617347126891,0.9582857142857143,0.9005714285714286,0.10457142857142854,0.9731428571428572,0.9931428571428571,0.9994285714285714,0.08057142857142852,0.7608342857142857,cohort_ready_private_safe_reset,True
982,140,id06,Q3,2,140:Q3,0.5441735465010249,0.6172044101771447,0.6172044101771447,1.227471545985443,-0.07303086367611977,-0.6832979994844182,0.07303086367611977,0.7392578373388045,0.9891438571932355,0.4449703106922106,0.24410685432331933,0.0,False,0.012994609232523676,-0.012994609232523676,0.36,0,,-1,-0.0062252161923368465,-0.0028236039733949628,0.9411428571428572,0.9434285714285714,0.058285714285714274,0.468,0.9502857142857143,0.9931428571428571,0.9805714285714285,0.7571714285714285,cohort_ready_private_safe_reset,True
181,25,id01,S4,6,25:S4,-0.006346850964465724,0.03777179700260852,0.03777179700260852,0.03777179700260852,-0.044118647967074244,-0.044118647967074244,0.044118647967074244,0.03777179700260852,0.19379593111194784,0.20014278207641356,0.0,0.0,False,0.0012487065680527503,-0.0012487065680527503,0.7776206218728741,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,0.004278289590810169,-0.00020617989833671135,0.8925714285714286,0.8137142857142857,0.876,0.9937142857142857,0.18000000000000005,0.8885714285714286,0.4611428571428572,0.7541599999999999,cohort_ready_private_safe_reset,True
668,95,id04,S1,3,95:S1,2.0066869668229996,2.0396249038831704,2.0396249038831704,2.2790623186274432,-0.032937937060170785,-0.2723753518044436,0.032937937060170785,2.0875123868320253,2.2036844042768733,0.19699743745387366,0.09577496589770915,0.0,False,0.0038423568544189734,-0.0038423568544189734,0.3875703734658648,2,"listener_dropout,route_toxicity_fusion",1,-0.004051854343380512,-0.0005767882358969842,0.8348571428571429,0.8074285714285714,0.21942857142857142,0.9388571428571428,0.9017142857142857,0.9525714285714286,0.7948571428571428,0.7512457142857142,cohort_ready_private_safe_reset,True
1292,184,id08,S2,4,184:S2,0.6024588647675081,0.6434861179801513,0.6434861179801513,0.5671929778711228,-0.04102725321264322,0.03526588689638532,0.04102725321264322,0.6282274899583455,0.7732670321534263,0.1708081673859182,0.030517256043611416,0.0,False,0.0005594284904034765,-0.0005594284904034765,0.8335630538006165,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,0.0009753967620891313,-0.0005128230863708366,0.8788571428571429,0.7611428571428571,0.6131428571428572,0.9977142857142857,0.36057142857142854,0.9451428571428572,0.3828571428571429,0.7507771428571429,cohort_ready_private_safe_reset,True
393,56,id02,Q2,1,56:Q2,0.34357425677060627,0.21337831911538813,0.581125969786029,0.7100801726494758,0.13019593765521814,-0.3665059158788695,0.13019593765521814,0.5472439536779852,0.6584984915192178,0.31492423474861153,0.17374787341748846,-0.3677476506706409,False,0.0027828930309710814,0.0027828930309710814,0.6906305942773294,1,public_loss_tomography,-1,-0.002344132137814703,-0.003614667599774038,0.96,0.9034285714285715,0.10057142857142853,0.9811428571428571,0.8468571428571429,0.9965714285714286,0.08285714285714285,0.7446171428571429,cohort_ready_private_safe_reset,True
329,47,id02,Q1,0,47:Q1,1.564642772641298,1.6233733909787822,1.6233733909787822,2.0058804408959316,-0.058730618337484275,-0.44123766825463373,0.058730618337484275,1.6998748009622122,1.9099234329764516,0.3452806603351537,0.15300281996685977,0.0,False,0.006805000258395387,-0.006805000258395387,0.36,0,,-1,-0.01796731645639782,-0.0027266446398464816,0.9245714285714286,0.916,0.11942857142857144,0.468,0.996,0.9925714285714285,0.9257142857142857,0.7411942857142856,cohort_ready_private_safe_reset,True
1065,152,id07,Q2,1,152:Q2,0.31378132505135287,0.41623569679918404,0.030435839869228765,-0.4209271220566868,-0.10245437174783117,0.7347084471080396,0.10245437174783117,-0.003282061113723411,-0.24038193723402718,0.55416326228538,0.26739484207907127,0.3857998569299553,False,-0.007017736522183853,0.007017736522183853,0.4880135730007337,1,public_loss_tomography,1,-0.0032285256634631,-0.002300436390168789,0.9514285714285714,0.9531428571428572,0.05485714285714283,0.9514285714285714,0.8822857142857143,0.9914285714285714,0.04571428571428571,0.7404742857142859,cohort_ready_private_safe_reset,True
940,134,id06,Q3,2,134:Q3,0.7057554825356733,0.7529654861764173,0.7529654861764173,1.1348900332563927,-0.047210003640744014,-0.4291345507207194,0.047210003640744014,0.8293503955924125,0.9821202143763618,0.27636473184068844,0.15276981883199015,0.0,False,0.006481527400742281,-0.006481527400742281,0.36,0,,-1,-0.006028895185156369,-0.002154336618889946,0.9,0.8782857142857143,0.12,0.468,0.944,0.9897142857142858,0.9171428571428571,0.7402857142857143,cohort_ready_private_safe_reset,True
