flat_idx,row,subject_id,target,target_idx,cell_key,desired_logit,current_logit,row_state_logit,pre_logit,transport_delta,pre_delta,abs_transport_delta,positive_mean_logit,negative_mean_logit,negative_distance,positive_disagreement,frontier_delta,frontier_sign_agrees,bad_tangent_value,bad_tangent_alignment,source_health,source_family_count,source_families,source_direction,route_energy_delta,subject_energy_delta,transport_rank,negative_distance_rank,positive_consensus_rank,source_health_rank,route_safe_rank,subject_safe_rank,anti_bad_rank,cell_score,config,selected
1054,150,id06,S2,4,150:S2,6.601202794118671,6.3415193622717485,5.959672909812828,2.5203535854665446,0.25968343184692255,4.080849208652126,0.25968343184692255,4.618190065727774,3.8784440574179406,2.7227587367007304,1.3883716323152078,0.38184645245892046,True,-0.06367560505765317,-0.06367560505765317,0.4432263389581805,1,public_loss_tomography,1,0.0005404287779271488,4.13092150997052e-05,0.9234285714285714,0.9914285714285714,0.02571428571428569,0.9457142857142857,0.5034285714285714,0.5537142857142857,0.9977142857142857,0.7676914285714286,listener_shock_reset,True
1061,151,id06,S2,4,151:S2,6.851594328727132,6.669956792127098,6.287443068133273,2.8669690449085983,0.181637536600034,3.984625283818534,0.181637536600034,4.920851008287127,4.217144511896248,2.634449816830884,1.393492196061772,0.3825137239938252,True,-0.06309472319907664,-0.06309472319907664,0.478524211298606,1,public_loss_tomography,1,0.0003696184635337829,2.1723841948734224e-05,0.8588571428571429,0.9891428571428571,0.025142857142857133,0.9497142857142857,0.5194285714285714,0.5765714285714285,0.9971428571428571,0.7590285714285715,listener_shock_reset,True
1279,182,id08,S3,5,182:S3,0.48487077337099566,0.6241398739157574,0.6241398739157574,0.6241398739157574,-0.13926910054476177,-0.13926910054476177,0.13926910054476177,0.6241398739157574,0.8397430767069171,0.3548723033359214,0.0,0.0,False,0.002132059834605044,-0.002132059834605044,0.903381543993658,4,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",1,-0.0006510607346851272,0.0010584834253883624,0.7937142857142857,0.8428571428571429,0.876,1.0,0.7057142857142857,0.3205714285714286,0.5434285714285714,0.7542685714285714,listener_shock_reset,True
668,95,id04,S1,3,95:S1,1.8829585089172816,2.0396249038831704,2.0396249038831704,2.2790623186274432,-0.15666639496588886,-0.3961038097101617,0.15666639496588886,2.0875123868320253,2.2036844042768733,0.32072589535959173,0.09577496589770915,0.0,False,0.0038423568544189734,-0.0038423568544189734,0.3875703734658648,2,"listener_dropout,route_toxicity_fusion",1,-0.019104911336180863,-0.0027252233188615263,0.828,0.8182857142857143,0.21942857142857142,0.9388571428571428,0.9217142857142857,0.9748571428571429,0.7582857142857142,0.7531657142857142,listener_shock_reset,True
982,140,id06,Q3,2,140:Q3,0.24265269963651354,0.6172044101771447,0.6172044101771447,1.227471545985443,-0.37455171054063113,-0.9848188463489296,0.37455171054063113,0.7392578373388045,0.9891438571932355,0.7464911575567219,0.24410685432331933,0.0,False,0.012994609232523676,-0.012994609232523676,0.36,0,,-1,-0.006174540926837002,-0.011149231343193775,0.9542857142857143,0.9468571428571428,0.058285714285714274,0.468,0.8371428571428572,0.9977142857142857,0.9708571428571429,0.746422857142857,listener_shock_reset,True
940,134,id06,Q3,2,134:Q3,0.5151477598066518,0.7529654861764173,0.7529654861764173,1.1348900332563927,-0.2378177263697655,-0.6197422734497409,0.2378177263697655,0.8293503955924125,0.9821202143763618,0.4669724545697099,0.15276981883199015,0.0,False,0.006481527400742281,-0.006481527400742281,0.36,0,,-1,-0.021579770621561245,-0.009796261885056085,0.912,0.8942857142857142,0.12,0.468,0.9354285714285714,0.9971428571428571,0.8908571428571429,0.7429142857142856,listener_shock_reset,True
49,7,id01,Q1,0,7:Q1,-1.4613049476671651,-1.7612611967075043,-1.7612611967075043,-2.2469727330087808,0.29995624904033913,0.7856677853416156,0.29995624904033913,-1.8584035039677598,-2.0472193684770916,0.5859144208099265,0.1942846145205106,0.0,False,-0.009445916932744602,-0.009445916932744602,0.36,0,,1,-0.08247778657064786,-0.01292341296995686,0.9354285714285714,0.9205714285714286,0.08571428571428574,0.468,0.9954285714285714,0.9988571428571429,0.9445714285714286,0.7410514285714285,listener_shock_reset,True
329,47,id02,Q1,0,47:Q1,1.3592419401836393,1.6233733909787822,1.6233733909787822,2.0058804408959316,-0.2641314507951429,-0.6466385007122923,0.2641314507951429,1.6998748009622122,1.9099234329764516,0.5506814927928123,0.15300281996685977,0.0,False,0.006805000258395387,-0.006805000258395387,0.36,0,,-1,-0.08132523633365518,-0.012398859990985805,0.9257142857142857,0.9165714285714286,0.11942857142857144,0.468,0.9948571428571429,0.9982857142857143,0.9028571428571428,0.7399028571428571,listener_shock_reset,True
541,77,id03,Q3,2,77:Q3,0.8902719478399035,1.1485342818571396,1.1485342818571396,1.563291947030639,-0.2582623340172361,-0.6730199991907355,0.2582623340172361,1.2314858148918393,1.3973888810261337,0.5071169331862302,0.16590306606939975,0.0,False,0.006872654807026907,-0.006872654807026907,0.36,0,,-1,-0.03605971518379514,-0.00040847985160131703,0.9222857142857143,0.9091428571428571,0.10685714285714287,0.468,0.9725714285714285,0.8771428571428571,0.9045714285714286,0.7392342857142857,listener_shock_reset,True
654,93,id04,S1,3,93:S1,7.344944596001144,6.837471167102045,6.455081809128748,2.5452570441540656,0.5074734288990994,4.799687551847079,0.5074734288990994,4.990594727728505,4.049285066754772,3.2956595292463726,1.5433957208673934,0.3823893579732971,True,-0.07406131989085513,-0.07406131989085513,0.44666250917094646,1,public_loss_tomography,1,0.0011380256038509007,0.00013748647727389318,0.9668571428571429,0.9982857142857143,0.024571428571428577,0.9462857142857143,0.4731428571428572,0.496,0.9988571428571429,0.7382114285714286,listener_shock_reset,True
